fia_species_code,scientific_name,grain_km,fold,eligible_plots,qualifying_tree_records,positive_plots,detected_cells_ge1_positive_plot,detected_cells_ge2_positive_plots,detected_cells_ge3_positive_plots,tpa_unadj_available_fraction,obvious_variance_support_failure,positive_plots_per_detected_cell_min,positive_plots_per_detected_cell_q10,positive_plots_per_detected_cell_q25,positive_plots_per_detected_cell_median,positive_plots_per_detected_cell_q75,positive_plots_per_detected_cell_q90,positive_plots_per_detected_cell_max,positive_plots_per_detected_cell_mean
834,Quercus shumardii,25,A,57920,708,315,243,47,12,1.0,0,1,1.0,1.0,1.0,1.0,2.0,6,1.2962962962962963
834,Quercus shumardii,25,B,57805,765,320,237,43,18,1.0,0,1,1.0,1.0,1.0,1.0,2.0,9,1.350210970464135
834,Quercus shumardii,50,A,57920,708,315,180,59,26,1.0,0,1,1.0,1.0,1.0,2.0,3.0,17,1.75
834,Quercus shumardii,50,B,57805,765,320,170,59,24,1.0,0,1,1.0,1.0,1.0,2.0,3.0,22,1.8823529411764706
834,Quercus shumardii,75,A,57920,708,315,131,57,32,1.0,0,1,1.0,1.0,1.0,2.0,5.0,23,2.404580152671756
834,Quercus shumardii,75,B,57805,765,320,123,58,34,1.0,0,1,1.0,1.0,1.0,3.0,5.799999999999997,34,2.6016260162601625
835,Quercus stellata,25,A,57920,13512,3239,1404,718,428,1.0,0,1,1.0,1.0,2.0,3.0,5.0,14,2.306980056980057
835,Quercus stellata,25,B,57805,13755,3255,1414,735,440,1.0,0,1,1.0,1.0,2.0,3.0,5.0,12,2.301980198019802
835,Quercus stellata,50,A,57920,13512,3239,586,442,353,1.0,0,1,1.0,2.0,3.0,7.0,14.0,32,5.527303754266212
835,Quercus stellata,50,B,57805,13755,3255,596,443,352,1.0,0,1,1.0,1.0,3.0,7.0,13.0,38,5.4614093959731544
835,Quercus stellata,75,A,57920,13512,3239,310,267,225,1.0,0,1,1.0,2.0,7.0,13.75,26.0,53,10.448387096774194
835,Quercus stellata,75,B,57805,13755,3255,324,273,237,1.0,0,1,1.0,2.0,6.0,13.0,25.69999999999999,61,10.046296296296296
836,Quercus similis,25,A,57920,7,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
836,Quercus similis,25,B,57805,12,6,6,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
836,Quercus similis,50,A,57920,7,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
836,Quercus similis,50,B,57805,12,6,6,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
836,Quercus similis,75,A,57920,7,4,4,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
836,Quercus similis,75,B,57805,12,6,5,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.6,2,1.2
837,Quercus velutina,25,A,57920,9839,3736,1653,857,497,1.0,0,1,1.0,1.0,2.0,3.0,5.0,18,2.2601330913490623
837,Quercus velutina,25,B,57805,9713,3677,1622,861,478,1.0,0,1,1.0,1.0,2.0,3.0,4.0,17,2.2669543773119605
837,Quercus velutina,50,A,57920,9839,3736,703,531,419,1.0,0,1,1.0,2.0,3.0,7.0,13.0,42,5.314366998577525
837,Quercus velutina,50,B,57805,9713,3677,680,533,411,1.0,0,1,1.0,2.0,4.0,7.0,13.0,42,5.4073529411764705
837,Quercus velutina,75,A,57920,9839,3736,384,322,284,1.0,0,1,1.0,2.0,6.0,13.0,22.69999999999999,71,9.729166666666666
837,Quercus velutina,75,B,57805,9713,3677,378,312,277,1.0,0,1,1.0,2.0,6.0,14.0,23.0,69,9.727513227513228
838,Quercus virginiana,25,A,57920,4183,801,437,211,98,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.8329519450800915
838,Quercus virginiana,25,B,57805,3871,831,437,204,102,1.0,0,1,1.0,1.0,1.0,2.0,4.0,7,1.9016018306636155
838,Quercus virginiana,50,A,57920,4183,801,200,145,111,1.0,0,1,1.0,1.0,3.0,5.0,9.0,18,4.005
838,Quercus virginiana,50,B,57805,3871,831,205,142,106,1.0,0,1,1.0,1.0,3.0,5.0,9.0,19,4.053658536585366
838,Quercus virginiana,75,A,57920,4183,801,120,94,78,1.0,0,1,1.0,2.0,4.0,10.0,16.0,31,6.675
838,Quercus virginiana,75,B,57805,3871,831,123,94,80,1.0,0,1,1.0,2.0,4.0,10.0,15.799999999999997,33,6.7560975609756095
839,Quercus wislizeni,25,A,57920,544,70,47,14,6,1.0,0,1,1.0,1.0,1.0,2.0,3.0,5,1.4893617021276595
839,Quercus wislizeni,25,B,57805,579,73,45,15,6,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.6222222222222222
839,Quercus wislizeni,50,A,57920,544,70,31,16,9,1.0,0,1,1.0,1.0,2.0,3.0,4.0,7,2.2580645161290325
839,Quercus wislizeni,50,B,57805,579,73,28,13,9,1.0,0,1,1.0,1.0,1.0,3.25,5.300000000000001,12,2.607142857142857
839,Quercus wislizeni,75,A,57920,544,70,23,13,10,1.0,0,1,1.0,1.0,2.0,3.0,6.800000000000001,12,3.0434782608695654
839,Quercus wislizeni,75,B,57805,579,73,24,12,7,1.0,0,1,1.0,1.0,1.5,3.0,9.099999999999998,12,3.0416666666666665
840,Quercus margarettiae,25,A,57920,204,52,43,7,2,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.2093023255813953
840,Quercus margarettiae,25,B,57805,216,56,50,6,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.12
840,Quercus margarettiae,50,A,57920,204,52,37,9,4,1.0,0,1,1.0,1.0,1.0,1.0,2.3999999999999986,5,1.4054054054054055
840,Quercus margarettiae,50,B,57805,216,56,39,10,4,1.0,0,1,1.0,1.0,1.0,1.5,2.200000000000003,6,1.435897435897436
840,Quercus margarettiae,75,A,57920,204,52,30,12,7,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.7333333333333334
840,Quercus margarettiae,75,B,57805,216,56,33,13,4,1.0,0,1,1.0,1.0,1.0,2.0,2.8000000000000007,6,1.696969696969697
841,Quercus minima,25,A,57920,214,44,34,6,3,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.2941176470588236
841,Quercus minima,25,B,57805,161,34,29,3,1,1.0,0,1,1.0,1.0,1.0,1.0,1.1999999999999993,4,1.1724137931034482
841,Quercus minima,50,A,57920,214,44,22,8,7,1.0,0,1,1.0,1.0,1.0,3.0,4.0,5,2.0
841,Quercus minima,50,B,57805,161,34,21,6,4,1.0,0,1,1.0,1.0,1.0,2.0,3.0,5,1.619047619047619
841,Quercus minima,75,A,57920,214,44,17,8,5,1.0,0,1,1.0,1.0,1.0,3.0,6.200000000000001,10,2.588235294117647
841,Quercus minima,75,B,57805,161,34,17,7,3,1.0,0,1,1.0,1.0,1.0,2.0,4.200000000000001,7,2.0
842,Quercus incana,25,A,57920,39,21,20,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.05
842,Quercus incana,25,B,57805,47,34,33,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0303030303030303
842,Quercus incana,50,A,57920,39,21,18,2,1,1.0,0,1,1.0,1.0,1.0,1.0,1.3000000000000007,3,1.1666666666666667
842,Quercus incana,50,B,57805,47,34,27,6,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,3,1.2592592592592593
842,Quercus incana,75,A,57920,39,21,18,3,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1666666666666667
842,Quercus incana,75,B,57805,47,34,27,7,0,1.0,0,1,1.0,1.0,1.0,1.5,2.0,2,1.2592592592592593
843,Quercus hypoleucoides,25,A,57920,118,31,27,3,1,1.0,0,1,1.0,1.0,1.0,1.0,1.4000000000000021,3,1.1481481481481481
843,Quercus hypoleucoides,25,B,57805,143,34,18,9,5,1.0,0,1,1.0,1.0,1.5,2.75,3.3000000000000007,4,1.8888888888888888
843,Quercus hypoleucoides,50,A,57920,118,31,17,8,6,1.0,0,1,1.0,1.0,1.0,3.0,3.0,3,1.8235294117647058
843,Quercus hypoleucoides,50,B,57805,143,34,15,7,6,1.0,0,1,1.0,1.0,1.0,3.0,4.0,7,2.2666666666666666
843,Quercus hypoleucoides,75,A,57920,118,31,11,8,6,1.0,0,1,1.0,1.5,3.0,3.5,5.0,6,2.8181818181818183
843,Quercus hypoleucoides,75,B,57805,143,34,11,8,6,1.0,0,1,1.0,1.5,3.0,4.0,5.0,7,3.090909090909091
844,Quercus oglethorpensis,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
844,Quercus oglethorpensis,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
844,Quercus oglethorpensis,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
844,Quercus oglethorpensis,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
844,Quercus oglethorpensis,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
844,Quercus oglethorpensis,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
845,Quercus prinoides,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
845,Quercus prinoides,25,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
845,Quercus prinoides,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
845,Quercus prinoides,50,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
845,Quercus prinoides,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
845,Quercus prinoides,75,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
846,Quercus grisea,25,A,57920,507,100,62,17,9,1.0,0,1,1.0,1.0,1.0,2.0,3.0,7,1.6129032258064515
846,Quercus grisea,25,B,57805,462,93,60,22,4,1.0,0,1,1.0,1.0,1.0,2.0,2.0,7,1.55
846,Quercus grisea,50,A,57920,507,100,40,16,10,1.0,0,1,1.0,1.0,1.0,2.25,6.0,22,2.5
846,Quercus grisea,50,B,57805,462,93,35,19,9,1.0,0,1,1.0,1.0,2.0,2.5,7.400000000000006,10,2.657142857142857
846,Quercus grisea,75,A,57920,507,100,31,13,8,1.0,0,1,1.0,1.0,1.0,2.5,11.0,16,3.225806451612903
846,Quercus grisea,75,B,57805,462,93,28,13,9,1.0,0,1,1.0,1.0,1.0,3.0,8.3,24,3.3214285714285716
847,Quercus rugosa,25,A,57920,48,13,11,2,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1818181818181819
847,Quercus rugosa,25,B,57805,73,12,9,3,0,1.0,0,1,1.0,1.0,1.0,2.0,2.0,2,1.3333333333333333
847,Quercus rugosa,50,A,57920,48,13,7,5,1,1.0,0,1,1.0,1.5,2.0,2.0,2.4000000000000004,3,1.8571428571428572
847,Quercus rugosa,50,B,57805,73,12,8,3,1,1.0,0,1,1.0,1.0,1.0,2.0,2.3,3,1.5
847,Quercus rugosa,75,A,57920,48,13,6,4,2,1.0,0,1,1.0,1.25,2.0,2.75,3.5,4,2.1666666666666665
847,Quercus rugosa,75,B,57805,73,12,7,2,1,1.0,0,1,1.0,1.0,1.0,1.5,3.200000000000001,5,1.7142857142857142
851,Quercus graciliformis,25,A,57920,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
851,Quercus graciliformis,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
851,Quercus graciliformis,50,A,57920,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
851,Quercus graciliformis,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
851,Quercus graciliformis,75,A,57920,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
851,Quercus graciliformis,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
853,Annona glabra,25,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
853,Annona glabra,25,B,57805,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
853,Annona glabra,50,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
853,Annona glabra,50,B,57805,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
853,Annona glabra,75,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
853,Annona glabra,75,B,57805,9,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
854,Bursera simaruba,25,A,57920,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
854,Bursera simaruba,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
854,Bursera simaruba,50,A,57920,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
854,Bursera simaruba,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
854,Bursera simaruba,75,A,57920,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
854,Bursera simaruba,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
858,Cinnamomum camphora,25,A,57920,52,17,17,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
858,Cinnamomum camphora,25,B,57805,16,8,7,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.4000000000000004,2,1.1428571428571428
858,Cinnamomum camphora,50,A,57920,52,17,16,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0625
858,Cinnamomum camphora,50,B,57805,16,8,7,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.4000000000000004,2,1.1428571428571428
858,Cinnamomum camphora,75,A,57920,52,17,14,3,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.2142857142857142
858,Cinnamomum camphora,75,B,57805,16,8,6,2,0,1.0,0,1,1.0,1.0,1.0,1.75,2.0,2,1.3333333333333333
860,Citrus spp.,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
860,Citrus spp.,25,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
860,Citrus spp.,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
860,Citrus spp.,50,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
860,Citrus spp.,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
860,Citrus spp.,75,B,57805,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
863,Coccoloba diversifolia,25,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
863,Coccoloba diversifolia,25,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
863,Coccoloba diversifolia,50,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
863,Coccoloba diversifolia,50,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
863,Coccoloba diversifolia,75,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
863,Coccoloba diversifolia,75,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
867,Condalia hookeri,25,A,57920,155,67,51,14,2,1.0,0,1,1.0,1.0,1.0,2.0,2.0,3,1.3137254901960784
867,Condalia hookeri,25,B,57805,221,80,55,18,6,1.0,0,1,1.0,1.0,1.0,2.0,2.6000000000000014,4,1.4545454545454546
867,Condalia hookeri,50,A,57920,155,67,29,14,11,1.0,0,1,1.0,1.0,1.0,3.0,4.0,8,2.310344827586207
867,Condalia hookeri,50,B,57805,221,80,29,21,16,1.0,0,1,1.0,1.0,3.0,3.0,5.0,7,2.7586206896551726
867,Condalia hookeri,75,A,57920,155,67,18,14,9,1.0,0,1,1.0,2.0,2.5,4.0,8.600000000000001,10,3.7222222222222223
867,Condalia hookeri,75,B,57805,221,80,20,16,12,1.0,0,1,1.0,2.0,4.0,6.25,7.100000000000001,9,4.0
868,Ebenopsis ebano,25,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
868,Ebenopsis ebano,25,B,57805,5,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
868,Ebenopsis ebano,50,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
868,Ebenopsis ebano,50,B,57805,5,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
868,Ebenopsis ebano,75,A,57920,8,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
868,Ebenopsis ebano,75,B,57805,5,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
869,Leucaena pulverulenta,25,A,57920,22,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
869,Leucaena pulverulenta,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
869,Leucaena pulverulenta,50,A,57920,22,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
869,Leucaena pulverulenta,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
869,Leucaena pulverulenta,75,A,57920,22,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
869,Leucaena pulverulenta,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
870,Sophora affinis,25,A,57920,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
870,Sophora affinis,25,B,57805,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
870,Sophora affinis,50,A,57920,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
870,Sophora affinis,50,B,57805,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
870,Sophora affinis,75,A,57920,3,3,3,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
870,Sophora affinis,75,B,57805,2,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
876,Ficus aurea,25,A,57920,8,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
876,Ficus aurea,25,B,57805,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
876,Ficus aurea,50,A,57920,8,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
876,Ficus aurea,50,B,57805,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
876,Ficus aurea,75,A,57920,8,5,4,1,0,1.0,0,1,1.0,1.0,1.0,1.25,1.7000000000000002,2,1.25
876,Ficus aurea,75,B,57805,5,3,2,1,0,1.0,0,1,1.1,1.25,1.5,1.75,1.9,2,1.5
886,Metopium toxiferum,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
886,Metopium toxiferum,25,B,57805,10,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
886,Metopium toxiferum,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
886,Metopium toxiferum,50,B,57805,10,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
886,Metopium toxiferum,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
886,Metopium toxiferum,75,B,57805,10,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
887,Piscidia piscipula,25,A,57920,3,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
887,Piscidia piscipula,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
887,Piscidia piscipula,50,A,57920,3,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
887,Piscidia piscipula,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
887,Piscidia piscipula,75,A,57920,3,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
887,Piscidia piscipula,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
897,Tamarindus indica,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
897,Tamarindus indica,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
897,Tamarindus indica,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
897,Tamarindus indica,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
897,Tamarindus indica,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
897,Tamarindus indica,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
901,Robinia pseudoacacia,25,A,57920,2466,974,641,209,76,1.0,0,1,1.0,1.0,1.0,2.0,3.0,6,1.5195007800312013
901,Robinia pseudoacacia,25,B,57805,2696,970,645,201,80,1.0,0,1,1.0,1.0,1.0,2.0,3.0,8,1.503875968992248
901,Robinia pseudoacacia,50,A,57920,2466,974,368,193,122,1.0,0,1,1.0,1.0,2.0,3.0,6.300000000000011,14,2.6467391304347827
901,Robinia pseudoacacia,50,B,57805,2696,970,370,185,122,1.0,0,1,1.0,1.0,1.5,3.0,6.0,16,2.6216216216216215
901,Robinia pseudoacacia,75,A,57920,2466,974,239,154,111,1.0,0,1,1.0,1.0,2.0,5.0,10.0,21,4.075313807531381
901,Robinia pseudoacacia,75,B,57805,2696,970,244,150,103,1.0,0,1,1.0,1.0,2.0,5.0,9.700000000000017,28,3.9754098360655736
909,Roystonea spp.,25,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
909,Roystonea spp.,25,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
909,Roystonea spp.,50,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
909,Roystonea spp.,50,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
909,Roystonea spp.,75,A,57920,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
909,Roystonea spp.,75,B,57805,0,0,0,0,0,1.0,1,,,,,,,,
912,Sabal palmetto,25,A,57920,2252,220,101,55,34,1.0,0,1,1.0,1.0,2.0,3.0,4.0,9,2.1782178217821784
912,Sabal palmetto,25,B,57805,1828,248,119,59,33,1.0,0,1,1.0,1.0,1.0,3.0,4.0,9,2.0840336134453783
912,Sabal palmetto,50,A,57920,2252,220,56,42,33,1.0,0,1,1.0,1.75,3.0,5.0,7.5,20,3.9285714285714284
912,Sabal palmetto,50,B,57805,1828,248,57,40,31,1.0,0,1,1.0,1.0,3.0,5.0,8.399999999999999,21,4.350877192982456
912,Sabal palmetto,75,A,57920,2252,220,33,28,21,1.0,0,1,1.0,2.0,4.0,9.0,15.0,33,6.666666666666667
912,Sabal palmetto,75,B,57805,1828,248,34,26,20,1.0,0,1,1.0,2.0,4.0,11.0,16.7,28,7.294117647058823
913,Thrinax morrisii,25,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
913,Thrinax morrisii,25,B,57805,18,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
913,Thrinax morrisii,50,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
913,Thrinax morrisii,50,B,57805,18,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
913,Thrinax morrisii,75,A,57920,0,0,0,0,0,1.0,1,,,,,,,,
913,Thrinax morrisii,75,B,57805,18,2,2,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,25,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,25,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,50,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,50,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,75,A,57920,2,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
915,Areca spp.,75,B,57805,1,1,1,0,0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0
919,Sapindus saponaria var. drummondii,25,A,57920,129,35,34,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0294117647058822
919,Sapindus saponaria var. drummondii,25,B,57805,77,22,22,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
919,Sapindus saponaria var. drummondii,50,A,57920,129,35,32,3,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.09375
919,Sapindus saponaria var. drummondii,50,B,57805,77,22,21,1,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0476190476190477
919,Sapindus saponaria var. drummondii,75,A,57920,129,35,28,5,1,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.25
919,Sapindus saponaria var. drummondii,75,B,57805,77,22,19,3,0,1.0,0,1,1.0,1.0,1.0,1.0,2.0,2,1.1578947368421053
920,Salix spp.,25,A,57920,45,8,8,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
920,Salix spp.,25,B,57805,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
920,Salix spp.,50,A,57920,45,8,8,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
920,Salix spp.,50,B,57805,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
920,Salix spp.,75,A,57920,45,8,8,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
920,Salix spp.,75,B,57805,6,5,5,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
921,Salix amygdaloides,25,A,57920,93,28,28,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
921,Salix amygdaloides,25,B,57805,50,18,18,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
921,Salix amygdaloides,50,A,57920,93,28,26,2,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,2,1.0769230769230769
921,Salix amygdaloides,50,B,57805,50,18,18,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
921,Salix amygdaloides,75,A,57920,93,28,25,3,0,1.0,0,1,1.0,1.0,1.0,1.0,1.6000000000000014,2,1.12
921,Salix amygdaloides,75,B,57805,50,18,18,0,0,1.0,0,1,1.0,1.0,1.0,1.0,1.0,1,1.0
922,Salix nigra,25,A,57920,2182,568,496,59,9,1.0,0,1,1.0,1.0,1.0,1.0,2.0,7,1.1451612903225807
922,Salix nigra,25,B,57805,1951,524,458,56,9,1.0,0,1,1.0,1.0,1.0,1.0,2.0,4,1.1441048034934498
922,Salix nigra,50,A,57920,2182,568,385,123,36,1.0,0,1,1.0,1.0,1.0,2.0,2.0,11,1.4753246753246754
