grain_km,total_detection_cells_min,detection_cells_each_fold_min,positive_plots_each_fold_min,us_share_threshold_active,US_share_USCA_min,taxon_scope,n_species_denominator,n_species_remaining,proportion_of_species_remaining,threshold_role
25,25,25,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,216,0.5454545454545454,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,143,0.3611111111111111,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,137,0.34595959595959597,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,212,0.5353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,142,0.35858585858585856,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,136,0.3434343434343434,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,125,0.31565656565656564,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,115,0.2904040404040404,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,134,0.3383838383838384,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,109,0.27525252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,165,0.4166666666666667,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,112,0.2828282828282828,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,107,0.2702020202020202,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,97,0.24494949494949494,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,25,25,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,89,0.22474747474747475,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,228,0.5757575757575758,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,152,0.3838383838383838,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,146,0.3686868686868687,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,125,0.31565656565656564,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,213,0.5378787878787878,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,143,0.3611111111111111,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,137,0.34595959595959597,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,134,0.3383838383838384,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,109,0.27525252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,165,0.4166666666666667,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,112,0.2828282828282828,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,107,0.2702020202020202,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,97,0.24494949494949494,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,0,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,89,0.22474747474747475,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,228,0.5757575757575758,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,152,0.3838383838383838,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,146,0.3686868686868687,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,125,0.31565656565656564,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,213,0.5378787878787878,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,143,0.3611111111111111,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,137,0.34595959595959597,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,134,0.3383838383838384,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,109,0.27525252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,165,0.4166666666666667,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,112,0.2828282828282828,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,107,0.2702020202020202,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,97,0.24494949494949494,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,5,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,89,0.22474747474747475,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,236,0.5959595959595959,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,158,0.398989898989899,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,151,0.3813131313131313,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,140,0.35353535353535354,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,130,0.3282828282828283,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,228,0.5757575757575758,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,152,0.3838383838383838,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,146,0.3686868686868687,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,125,0.31565656565656564,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,213,0.5378787878787878,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,143,0.3611111111111111,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,137,0.34595959595959597,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,134,0.3383838383838384,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,109,0.27525252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,165,0.4166666666666667,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,112,0.2828282828282828,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,107,0.2702020202020202,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,97,0.24494949494949494,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,10,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,89,0.22474747474747475,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,234,0.5909090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,156,0.3939393939393939,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,149,0.37626262626262624,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,138,0.3484848484848485,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,0,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,128,0.32323232323232326,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,10,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,234,0.5909090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,10,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,156,0.3939393939393939,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,10,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,149,0.37626262626262624,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,10,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,138,0.3484848484848485,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,10,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,128,0.32323232323232326,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,20,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,228,0.5757575757575758,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,20,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,152,0.3838383838383838,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,20,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,146,0.3686868686868687,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,20,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,135,0.3409090909090909,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,20,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,125,0.31565656565656564,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,30,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,213,0.5378787878787878,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,30,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,143,0.3611111111111111,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,30,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,137,0.34595959595959597,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,30,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,126,0.3181818181818182,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,30,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,116,0.29292929292929293,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,50,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,198,0.5,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,50,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,134,0.3383838383838384,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,50,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,129,0.32575757575757575,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,50,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,118,0.29797979797979796,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,50,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,109,0.27525252525252525,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,100,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,165,0.4166666666666667,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,100,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,112,0.2828282828282828,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,100,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,107,0.2702020202020202,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,100,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,97,0.24494949494949494,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,15,100,1,0.95,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,89,0.22474747474747475,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,20,0,0,,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,224,0.5656565656565656,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,20,0,1,0.7,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,148,0.37373737373737376,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,20,0,1,0.8,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,142,0.35858585858585856,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
25,30,20,0,1,0.9,FIA_SPECIES_LEVEL_OR_INFRASPECIFIC_RECORDS,396,131,0.33080808080808083,DESCRIPTIVE_FRONTIER_NOT_FINAL_SELECTION
