analysis_species_id,analysis_species_name,analysis_species_authors,usgs_mapping_class,usgs_review_required_flag,canonical_layer_flag,canonical_layer_key,atlas_table1_row_id,atlas_original_source_name,atlas_current_accepted_name_field,atlas_current_name_authors,atlas_layer_rank,atlas_layer_href,atlas_layer_key,atlas_number_gridpoints,atlas_primary_source,atlas_unique_sources,atlas_notes,atlas_status,atlas_shared_resolved_species_count,atlas_unresolved_components,atlas_resolved_species_ids,atlas_resolved_species_names,atlas_component_names,atlas_component_authors_canonical,atlas_component_wcvp_match_ids,atlas_component_wcvp_match_authors,atlas_component_wcvp_match_statuses,atlas_component_resolution_statuses,atlas_component_resolution_reasons,decision_status,review_reason
380272,Pinus pungens,Lamb.,SINGLE_SPECIES_LAYER,0,1,Pinus_pungens,ATLASG-0437,Pinus pungens,Pinus pungens,Lamb.,SPECIES,individual_taxa/atlas_pages/Pinus_pungens.pdf,Pinus_pungens,132,Little (1971),,,redigitized,1,,380272,Pinus pungens,Pinus pungens,Lamb.,380272,Lamb.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380293,Pinus rigida,Mill.,SINGLE_SPECIES_LAYER,0,1,Pinus_rigida,ATLASG-0440,Pinus rigida,Pinus rigida,Mill.,SPECIES,individual_taxa/atlas_pages/Pinus_rigida.pdf,Pinus_rigida,714,Little (1971),,,redigitized,1,,380293,Pinus rigida,Pinus rigida,Mill.,380293,Mill.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380297,Pinus radiata,D.Don,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380302,Pinus resinosa,Aiton,SINGLE_SPECIES_LAYER,0,1,Pinus_resinosa,ATLASG-0439,Pinus resinosa,Pinus resinosa,Aiton,SPECIES,individual_taxa/atlas_pages/Pinus_resinosa.pdf,Pinus_resinosa,1757,Little (1971),,,redigitized,1,,380302,Pinus resinosa,Pinus resinosa,Aiton,380302,Aiton,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380317,Pinus remota,(Little) D.K.Bailey & Hawksw.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380358,Pinus ponderosa,Douglas ex C.Lawson,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380406,Picea abies,(L.) H.Karst.,NOT_APPLICABLE_CONUS_NONNATIVE,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,NOT_APPLICABLE_CONUS_NONNATIVE,WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.
380484,Pinus cembroides,Zucc.,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0418,Pinus cembroides,Pinus cembroides,Zucc.,SPECIES,individual_taxa/atlas_pages/Pinus_cembroides.pdf,Pinus_cembroides,41,Little (1971); eFloras (2013); SEINet (2013),,We follow eFloras and Little (1971) in treating Pinus discolor and Pinus remota as part of Pinus cembroides,remapped,1,,380484,Pinus cembroides,Pinus cembroides,Zucc.,380484,Zucc.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
380503,Pinus arizonica,Engelm.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380514,Pinus balfouriana,Balf.,SINGLE_SPECIES_LAYER,0,1,Pinus_balfouriana,ATLASG-0416,Pinus balfouriana,Pinus balfouriana,Balf.,SPECIES,individual_taxa/atlas_pages/Pinus_balfouriana.pdf,Pinus_balfouriana,5,Little (1971),,,redigitized,1,,380514,Pinus balfouriana,Pinus balfouriana,Balf.,380514,Balf.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380544,Pinus banksiana,Lamb.,SINGLE_SPECIES_LAYER,0,1,Pinus_banksiana,ATLASG-0417,Pinus banksiana,Pinus banksiana,Lamb.,SPECIES,individual_taxa/atlas_pages/Pinus_banksiana.pdf,Pinus_banksiana,4670,Little (1971),,,redigitized,1,,380544,Pinus banksiana,Pinus banksiana,Lamb.,380544,Lamb.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380589,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",SINGLE_SPECIES_LAYER,0,1,Picea_mariana,ATLASG-0408,Picea mariana,Picea mariana,"(Mill.) Britton, Sterns & Poggenb.",SPECIES,individual_taxa/atlas_pages/Picea_mariana.pdf,Picea_mariana,10036,Little (1971); Viereck and Little (1975),,,redigitized,1,,380589,Picea mariana,Picea mariana,"(Mill.)Britton,Sterns & Poggenb.",380589,"(Mill.) Britton, Sterns & Poggenb.",Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380614,Picea engelmannii,Engelm.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
380618,Picea breweriana,S.Watson,SINGLE_SPECIES_LAYER,0,1,Picea_breweriana,ATLASG-0405,Picea breweriana,Picea breweriana,S. Watson,SPECIES,individual_taxa/atlas_pages/Picea_breweriana.pdf,Picea_breweriana,2,Little (1971),,,redigitized,1,,380618,Picea breweriana,Picea breweriana,S.Watson,380618,S.Watson,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380705,Pinus albicaulis,Engelm.,SINGLE_SPECIES_LAYER,0,1,Pinus_albicaulis,ATLASG-0413,Pinus albicaulis,Pinus albicaulis,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_albicaulis.pdf,Pinus_albicaulis,582,Little (1971),,,redigitized,1,,380705,Pinus albicaulis,Pinus albicaulis,Engelm.,380705,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380719,Picea pungens,Engelm.,SINGLE_SPECIES_LAYER,0,1,Picea_pungens,ATLASG-0409,Picea pungens,Picea pungens,Engelm.,SPECIES,individual_taxa/atlas_pages/Picea_pungens.pdf,Picea_pungens,127,Little (1971),,,redigitized,1,,380719,Picea pungens,Picea pungens,Engelm.,380719,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380723,Pinus aristata,Engelm.,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0414,Pinus aristata,Pinus aristata,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_aristata.pdf,Pinus_aristata,17,Little (1971),Bailey (1970),We follow Bailey (1970) in the division of what was Pinus aristata (as mapped in Little [1971]) into Pinus aristata and Pinus longaeva,redigitized,1,,380723,Pinus aristata,Pinus aristata,Engelm.,380723,Engelm.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
380741,Picea sitchensis,(Bong.) Carrière,SINGLE_SPECIES_LAYER,0,1,Picea_sitchensis,ATLASG-0411,Picea sitchensis,Picea sitchensis,(Bong.) Carrière,SPECIES,individual_taxa/atlas_pages/Picea_sitchensis.pdf,Picea_sitchensis,418,Little (1971); Viereck and Little (1975),,,redigitized,1,,380741,Picea sitchensis,Picea sitchensis,(Bong.)Carrière,380741,(Bong.) Carrière,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
380751,Picea rubens,Sarg.,SINGLE_SPECIES_LAYER,0,1,Picea_rubens,ATLASG-0410,Picea rubens,Picea rubens,Sarg.,SPECIES,individual_taxa/atlas_pages/Picea_rubens.pdf,Picea_rubens,599,Little (1971),,,redigitized,1,,380751,Picea rubens,Picea rubens,Sarg.,380751,Sarg.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381057,Pinus attenuata,Lemmon,SINGLE_SPECIES_LAYER,0,1,Pinus_attenuata,ATLASG-0415,Pinus attenuata,Pinus attenuata,Lemmon,SPECIES,individual_taxa/atlas_pages/Pinus_attenuata.pdf,Pinus_attenuata,26,Little (1971),,,redigitized,1,,381057,Pinus attenuata,Pinus attenuata,Lemmon,381057,Lemmon,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381078,Picea laxa,(Münchh.) Sarg.,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Picea_glauca,ATLASG-0407,Picea glauca,Picea glauca,(Moench) Voss,SPECIES,individual_taxa/atlas_pages/Picea_glauca.pdf,Picea_glauca,9945,Little (1971); Viereck and Little (1975),,,redigitized,1,,381078,Picea laxa,Picea glauca,(Moench)Voss,380651,(Moench) Voss,Synonym,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381300,Sequoiadendron giganteum,(Lindl.) J.Buchholz,SINGLE_SPECIES_LAYER,0,1,Sequoiadendron_giganteum,ATLASG-0614,Sequoiadendron giganteum,Sequoiadendron giganteum,(Lindl.) J. Buchholz,SPECIES,individual_taxa/atlas_pages/Sequoiadendron_giganteum.pdf,Sequoiadendron_giganteum,14,Calflora (2013); Little (1971),,,remapped,1,,381300,Sequoiadendron giganteum,Sequoiadendron giganteum,(Lindl.)J.Buchholz,381300,(Lindl.) J.Buchholz,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381632,Abies amabilis,Douglas ex J.Forbes,SINGLE_SPECIES_LAYER,0,1,Abies_amabilis,ATLASG-0001,Abies amabilis,Abies amabilis,Douglas ex J. Forbes,SPECIES,individual_taxa/atlas_pages/Abies_amabilis.pdf,Abies_amabilis,262,Little (1971); Viereck and Little (1975),,,redigitized,1,,381632,Abies amabilis,Abies amabilis,Douglas ex J.Forbes,381632,Douglas ex J.Forbes,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381647,Abies balsamea,(L.) Mill.,SINGLE_SPECIES_LAYER,0,1,Abies_balsamea,ATLASG-0002,Abies balsamea,Abies balsamea,(L.) Mill.,SPECIES,individual_taxa/atlas_pages/Abies_balsamea.pdf,Abies_balsamea,4944,Little (1971),,,redigitized,1,,381647,Abies balsamea,Abies balsamea,(L.)Mill.,381647,(L.) Mill.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381713,Abies concolor,(Gordon & Glend.) Lindl. ex Hildebr.,SINGLE_SPECIES_LAYER,0,1,Abies_concolor,ATLASG-0003,Abies concolor,Abies concolor,(Gordon & Glend.) Lindl. ex Hildebr.,SPECIES,individual_taxa/atlas_pages/Abies_concolor.pdf,Abies_concolor,261,Little (1971),,,redigitized,1,,381713,Abies concolor,Abies concolor,(Gordon & Glend.)Lindl.ex Hildebr.,381713,(Gordon & Glend.) Lindl. ex Hildebr.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381792,Abies fraseri,(Pursh) Poir.,SINGLE_SPECIES_LAYER,0,1,Abies_fraseri,ATLASG-0004,Abies fraseri,Abies fraseri,(Pursh) Poir.,SPECIES,individual_taxa/atlas_pages/Abies_fraseri.pdf,Abies_fraseri,3,Little (1971),,,redigitized,1,,381792,Abies fraseri,Abies fraseri,(Pursh)Poir.,381792,(Pursh) Poir.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381804,Abies grandis,(Douglas ex D.Don) Lindl.,SINGLE_SPECIES_LAYER,0,1,Abies_grandis,ATLASG-0005,Abies grandis,Abies grandis,(Douglas ex D. Don) Lindl.,SPECIES,individual_taxa/atlas_pages/Abies_grandis.pdf,Abies_grandis,345,Little (1971),,,redigitized,1,,381804,Abies grandis,Abies grandis,(Douglas ex D.Don)Lindl.,381804,(Douglas ex D.Don) Lindl.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381853,Abies lasiocarpa,(Hook.) Nutt.,SINGLE_SPECIES_LAYER,0,1,Abies_lasiocarpa,ATLASG-0006,Abies lasiocarpa,Abies lasiocarpa,(Hook.) Nutt.,SPECIES,individual_taxa/atlas_pages/Abies_lasiocarpa.pdf,Abies_lasiocarpa,1851,Little (1971); Viereck and Little (1975),,,redigitized,1,,381853,Abies lasiocarpa,Abies lasiocarpa,(Hook.)Nutt.,381853,(Hook.) Nutt.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381868,Abies magnifica,A.Murray bis,SINGLE_SPECIES_LAYER,0,1,Abies_magnifica,ATLASG-0007,Abies magnifica,Abies magnifica,A. Murray bis,SPECIES,individual_taxa/atlas_pages/Abies_magnifica.pdf,Abies_magnifica,45,Little (1971),,,redigitized,1,,381868,Abies magnifica,Abies magnifica,A.Murray bis,381868,A.Murray bis,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
381974,Abies procera,Rehder,SINGLE_SPECIES_LAYER,0,1,Abies_procera,ATLASG-0008,Abies procera,Abies procera,Rehder,SPECIES,individual_taxa/atlas_pages/Abies_procera.pdf,Abies_procera,48,Little (1971),,,redigitized,1,,381974,Abies procera,Abies procera,Rehder,381974,Rehder,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
382424,Calocedrus decurrens,(Torr.) Florin,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Libocedrus_decurrens,ATLASG-0339,Libocedrus decurrens,Calocedrus decurrens,(Torr.) Florin,SPECIES,individual_taxa/atlas_pages/Libocedrus_decurrens.pdf,Libocedrus_decurrens,162,Little (1971),,,redigitized,1,,382424,Calocedrus decurrens,Calocedrus decurrens,(Torr.)Florin,382424,(Torr.) Florin,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
382830,Chamaecyparis lawsoniana,(A.Murray bis) Oerst.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
382860,Chamaecyparis thyoides,(L.) Oerst.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
384904,Diospyros texana,Scheele,SINGLE_SPECIES_LAYER,0,1,Diospyros_texana,ATLASG-0215,Diospyros texana,Diospyros texana,Scheele,SPECIES,individual_taxa/atlas_pages/Diospyros_texana.pdf,Diospyros_texana,301,Little (1976),,,redigitized,1,,384904,Diospyros texana,Diospyros texana,Scheele,384904,Scheele,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
385000,Diospyros virginiana,L.,SINGLE_SPECIES_LAYER,0,1,Diospyros_virginiana,ATLASG-0216,Diospyros virginiana,Diospyros virginiana,L.,SPECIES,individual_taxa/atlas_pages/Diospyros_virginiana.pdf,Diospyros_virginiana,2870,Little (1971),,,redigitized,1,,385000,Diospyros virginiana,Diospyros virginiana,L.,385000,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
456789,Callitropsis nootkatensis,(D.Don) Oerst.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
457902,Hesperocyparis arizonica,(Greene) Bartel,AMBIGUOUS,1,0,,ATLASG-0199,Cupressus arizonica,Hesperocyparis arizonica / Hesperocyparis glabra / Hesperocyparis stephensonii,(Greene) Bartel / (Sudw.) Bartel / (C.B. Wolf) Bartel,SPECIES,individual_taxa/atlas_pages/Cupressus_arizonica.pdf,Cupressus_arizonica,5,Little (1971),,,redigitized,3,,457902;457906;457919,Hesperocyparis arizonica;Hesperocyparis glabra;Hesperocyparis stephensonii,Hesperocyparis arizonica | Hesperocyparis glabra | Hesperocyparis stephensonii,(Greene)Bartel | (Sudw.)Bartel | (C.B.Wolf)Bartel,457902 | 457906 | 457919,(Greene) Bartel | (Sudw.) Bartel | (C.B.Wolf) Bartel,Accepted | Accepted | Accepted,RESOLVED | RESOLVED | RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species. | Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,AMBIGUOUS;SHARED_OR_MULTI_TAXON_LAYER
457903,Hesperocyparis bakeri,(Jeps.) Bartel,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
457913,Hesperocyparis macrocarpa,(Hartw.) Bartel,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
457918,Hesperocyparis sargentii,(Jeps.) Bartel,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Cupressus_sargentii,ATLASG-0201,Cupressus sargentii,Hesperocyparis sargentii,(Jeps.) Bartel,SPECIES,individual_taxa/atlas_pages/Cupressus_sargentii.pdf,Cupressus_sargentii,5,Little (1971),,,redigitized,1,,457918,Hesperocyparis sargentii,Hesperocyparis sargentii,(Jeps.)Bartel,457918,(Jeps.) Bartel,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Lithocarpus_densiflorus,ATLASG-0343,Lithocarpus densiflorus,Lithocarpus densiflorus,(Hook. & Arn.) Rehder,SPECIES,individual_taxa/atlas_pages/Lithocarpus_densiflorus.pdf,Lithocarpus_densiflorus,47,Little (1971),,,redigitized,1,,458543,Notholithocarpus densiflorus,Lithocarpus densiflorus,(Hook.& Arn.)Rehder,114425,(Hook. & Arn.) Rehder,Synonym,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
500221,Liquidambar styraciflua,L.,SINGLE_SPECIES_LAYER,0,1,Liquidambar_styraciflua,ATLASG-0341,Liquidambar styraciflua,Liquidambar styraciflua,L.,SPECIES,individual_taxa/atlas_pages/Liquidambar_styraciflua.pdf,Liquidambar_styraciflua,2098,Little (1971),,,redigitized,1,,500221,Liquidambar styraciflua,Liquidambar styraciflua,L.,500221,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,MAINLINE_REVIEW_REQUIRED,No Atlas row resolved by exact name plus author to this accepted ordinary species.
2331793,Juglans cinerea,L.,SINGLE_SPECIES_LAYER,0,1,Juglans_cinerea,ATLASG-0310,Juglans cinerea,Juglans cinerea,L.,SPECIES,individual_taxa/atlas_pages/Juglans_cinerea.pdf,Juglans_cinerea,2166,Little (1971),,,redigitized,1,,2331793,Juglans cinerea,Juglans cinerea,L.,2331793,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2331814,Juglans major,(Torr.) A.Heller,SINGLE_SPECIES_LAYER,0,1,Juglans_major,ATLASG-0311,Juglans major,Juglans major,(Torr.) A. Heller,SPECIES,individual_taxa/atlas_pages/Juglans_major.pdf,Juglans_major,83,Little (1976),,,redigitized,1,,2331814,Juglans major,Juglans major,(Torr.)A.Heller,2331814,(Torr.) A.Heller,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2331825,Juglans californica,S.Watson,SINGLE_SPECIES_LAYER,0,1,Juglans_californica,ATLASG-0309,Juglans californica,Juglans californica,S. Watson,SPECIES,individual_taxa/atlas_pages/Juglans_californica.pdf,Juglans_californica,10,Little (1976),,,redigitized,1,,2331825,Juglans californica,Juglans californica,S.Watson,2331825,S.Watson,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2331834,Juglans nigra,L.,SINGLE_SPECIES_LAYER,0,1,Juglans_nigra,ATLASG-0313,Juglans nigra,Juglans nigra,L.,SPECIES,individual_taxa/atlas_pages/Juglans_nigra.pdf,Juglans_nigra,3455,Little (1971),,,redigitized,1,,2331834,Juglans nigra,Juglans nigra,L.,2331834,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2331862,Juglans microcarpa,Berland.,SINGLE_SPECIES_LAYER,0,1,Juglans_microcarpa,ATLASG-0312,Juglans microcarpa,Juglans microcarpa,Berland.,SPECIES,individual_taxa/atlas_pages/Juglans_microcarpa.pdf,Juglans_microcarpa,50,Little (1976),,,redigitized,1,,2331862,Juglans microcarpa,Juglans microcarpa,Berland.,2331862,Berland.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,SINGLE_SPECIES_LAYER,0,1,Laguncularia_racemosa,ATLASG-0331,Laguncularia racemosa,Laguncularia racemosa,(L.) C.F. Gaertn.,SPECIES,individual_taxa/atlas_pages/Laguncularia_racemosa.pdf,Laguncularia_racemosa,5,Little (1978),,,redigitized,1,,2338852,Laguncularia racemosa,Laguncularia racemosa,(L.)C.F.Gaertn.,2338852,(L.) C.F.Gaertn.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2346347,Leucaena leucocephala,(Lam.) de Wit,NOT_APPLICABLE_CONUS_NONNATIVE,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,NOT_APPLICABLE_CONUS_NONNATIVE,WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.
2346415,Leucaena pulverulenta,(Schltdl.) Benth.,SINGLE_SPECIES_LAYER,0,1,Leucaena_pulverulenta,ATLASG-0337,Leucaena pulverulenta,Leucaena pulverulenta,(Schltdl.) Benth.,SPECIES,individual_taxa/atlas_pages/Leucaena_pulverulenta.pdf,Leucaena_pulverulenta,12,Little (1976),,,redigitized,1,,2346415,Leucaena pulverulenta,Leucaena pulverulenta,(Schltdl.)Benth.,2346415,(Schltdl.) Benth.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2364578,Metopium toxiferum,(L.) Krug & Urb.,SINGLE_SPECIES_LAYER,0,1,Metopium_toxiferum,ATLASG-0369,Metopium toxiferum,Metopium toxiferum,(L.) Krug & Urb.,SPECIES,individual_taxa/atlas_pages/Metopium_toxiferum.pdf,Metopium_toxiferum,2,Little (1978),,,redigitized,1,,2364578,Metopium toxiferum,Metopium toxiferum,(L.)Krug & Urb.,2364578,(L.) Krug & Urb.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2383853,Neltuma glandulosa,(Torr.) Britton & Rose,SINGLE_OFFICIAL_ALIAS_LAYER,1,0,,ATLASG-0462,Prosopis glandulosa,Prosopis glandulosa,Torr.,SPECIES,individual_taxa/atlas_pages/Prosopis_glandulosa.pdf,Prosopis_glandulosa,1889,Benson and Darrow (1981); SEINet (2013); Calflora (2013),Burkart (1976),Prosopis glandulosa as used here includes what has been known as either Prosopis glandulosa var. torreyana or Prosopis juliflora var. torreyana,new,1,,2383853,Neltuma glandulosa,Prosopis glandulosa,Torr.,2536023,Torr.,Synonym,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
2383876,Neltuma velutina,(Wooton) Britton & Rose,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Prosopis_velutina,ATLASG-0464,Prosopis velutina,Prosopis velutina,Wooton,SPECIES,individual_taxa/atlas_pages/Prosopis_velutina.pdf,Prosopis_velutina,182,Turner and others (1995); Benson and Darrow (1981),Burkart (1976),,new,1,,2383876,Neltuma velutina,Prosopis velutina,Wooton,2536173,Wooton,Synonym,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2387656,Oxydendrum arboreum,(L.) DC.,SINGLE_SPECIES_LAYER,0,1,Oxydendrum_arboreum,ATLASG-0397,Oxydendrum arboreum,Oxydendrum arboreum,(L.) DC.,SPECIES,individual_taxa/atlas_pages/Oxydendrum_arboreum.pdf,Oxydendrum_arboreum,1090,Little (1977),,,redigitized,1,,2387656,Oxydendrum arboreum,Oxydendrum arboreum,(L.)DC.,2387656,(L.) DC.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2389100,Olneya tesota,A.Gray,SINGLE_SPECIES_LAYER,0,1,Olneya_tesota,ATLASG-0391,Olneya tesota,Olneya tesota,A. Gray,SPECIES,individual_taxa/atlas_pages/Olneya_tesota.pdf,Olneya_tesota,156,Little (1976),,,redigitized,1,,2389100,Olneya tesota,Olneya tesota,A.Gray,2389100,A.Gray,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2428246,Robinia pseudoacacia,L.,SINGLE_SPECIES_LAYER,0,1,Robinia_pseudoacacia,ATLASG-0566,Robinia pseudoacacia,Robinia pseudoacacia,L.,SPECIES,individual_taxa/atlas_pages/Robinia_pseudoacacia.pdf,Robinia_pseudoacacia,653,Little (1971),,,redigitized,1,,2428246,Robinia pseudoacacia,Robinia pseudoacacia,L.,2428246,L.,Accepted,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,CANONICAL_SINGLE_LAYER,
2444682,Tamarindus indica,L.,NOT_APPLICABLE_CONUS_NONNATIVE,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,NOT_APPLICABLE_CONUS_NONNATIVE,WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.
