fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
974,Ulmus pumila,Ulmus pumila,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2448824,Ulmus pumila,L.,Accepted,Species,2448824,Ulmus pumila,L.,Accepted,Species,2448824,Ulmus pumila,L.,Accepted,Species,2448824,Ulmus pumila,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2448824,,,0,Ulmus pumila,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
975,Ulmus rubra,Ulmus rubra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2448805,Ulmus rubra,Muhl.,Accepted,Species,2448805,Ulmus rubra,Muhl.,Accepted,Species,2448805,Ulmus rubra,Muhl.,Accepted,Species,2448805,Ulmus rubra,Muhl.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2448805,,,0,Ulmus rubra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
976,Ulmus serotina,Ulmus serotina,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2448857,Ulmus serotina,Sarg.,Accepted,Species,2448857,Ulmus serotina,Sarg.,Accepted,Species,2448857,Ulmus serotina,Sarg.,Accepted,Species,2448857,Ulmus serotina,Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2448857,,,0,Ulmus serotina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
977,Ulmus thomasii,Ulmus thomasii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2448843,Ulmus thomasii,Sarg.,Accepted,Species,2448843,Ulmus thomasii,Sarg.,Accepted,Species,2448843,Ulmus thomasii,Sarg.,Accepted,Species,2448843,Ulmus thomasii,Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2448843,,,0,Ulmus thomasii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
981,Umbellularia californica,Umbellularia californica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,Accepted,Species,2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,Accepted,Species,2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,Accepted,Species,2446614,Umbellularia californica,(Hook. & Arn.) Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2446614,,,0,Umbellularia californica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
986,Avicennia germinans,Avicennia germinans,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,18443,Avicennia germinans,(L.) L.,Accepted,Species,18443,Avicennia germinans,(L.) L.,Accepted,Species,18443,Avicennia germinans,(L.) L.,Accepted,Species,18443,Avicennia germinans,(L.) L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,18443,,,0,Avicennia germinans,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
987,Conocarpus erectus,Conocarpus erectus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2734516,Conocarpus erectus,L.,Accepted,Species,2734516,Conocarpus erectus,L.,Accepted,Species,2734516,Conocarpus erectus,L.,Accepted,Species,2734516,Conocarpus erectus,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2734516,,,0,Conocarpus erectus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
988,Laguncularia racemosa,Laguncularia racemosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,Accepted,Species,2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,Accepted,Species,2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,Accepted,Species,2338852,Laguncularia racemosa,(L.) C.F.Gaertn.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2338852,,,0,Laguncularia racemosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
989,Rhizophora mangle,Rhizophora mangle,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2523199,Rhizophora mangle,L.,Accepted,Species,2523199,Rhizophora mangle,L.,Accepted,Species,2523199,Rhizophora mangle,L.,Accepted,Species,2523199,Rhizophora mangle,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2523199,,,0,Rhizophora mangle,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
990,Olneya tesota,Olneya tesota,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2389100,Olneya tesota,A.Gray,Accepted,Species,2389100,Olneya tesota,A.Gray,Accepted,Species,2389100,Olneya tesota,A.Gray,Accepted,Species,2389100,Olneya tesota,A.Gray,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2389100,,,0,Olneya tesota,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
991,Tamarix spp.,Tamarix spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
992,Melaleuca quinquenervia,Melaleuca quinquenervia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,123857,Melaleuca quinquenervia,(Cav.) S.T.Blake,Accepted,Species,123857,Melaleuca quinquenervia,(Cav.) S.T.Blake,Accepted,Species,123857,Melaleuca quinquenervia,(Cav.) S.T.Blake,Accepted,Species,123857,Melaleuca quinquenervia,(Cav.) S.T.Blake,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,123857,,,0,Melaleuca quinquenervia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
993,Melia azedarach,Melia azedarach,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2505106,Melia azedarach,L.,Accepted,Species,2505106,Melia azedarach,L.,Accepted,Species,2505106,Melia azedarach,L.,Accepted,Species,2505106,Melia azedarach,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2505106,,,0,Melia azedarach,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
994,Triadica sebifera,Triadica sebifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,207675,Triadica sebifera,(L.) Small,Accepted,Species,207675,Triadica sebifera,(L.) Small,Accepted,Species,207675,Triadica sebifera,(L.) Small,Accepted,Species,207675,Triadica sebifera,(L.) Small,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,207675,,,0,Triadica sebifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
995,Vernicia fordii,Vernicia fordii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,212845,Vernicia fordii,(Hemsl.) Airy Shaw,Accepted,Species,212845,Vernicia fordii,(Hemsl.) Airy Shaw,Accepted,Species,212845,Vernicia fordii,(Hemsl.) Airy Shaw,Accepted,Species,212845,Vernicia fordii,(Hemsl.) Airy Shaw,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,212845,,,0,Vernicia fordii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
996,Cotinus obovatus,Cotinus obovatus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2740014,Cotinus obovatus,Raf.,Accepted,Species,2740014,Cotinus obovatus,Raf.,Accepted,Species,2740014,Cotinus obovatus,Raf.,Accepted,Species,2740014,Cotinus obovatus,Raf.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2740014,,,0,Cotinus obovatus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
997,Elaeagnus angustifolia,Elaeagnus angustifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2784980,Elaeagnus angustifolia,L.,Accepted,Species,2784980,Elaeagnus angustifolia,L.,Accepted,Species,2784980,Elaeagnus angustifolia,L.,Accepted,Species,2784980,Elaeagnus angustifolia,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2784980,,,0,Elaeagnus angustifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
999,Tree unknown,Tree unknown,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
5147,Acer ginnala,Acer ginnala,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2615658,Acer ginnala,Maxim.,Synonym,Species,2616532,Acer tataricum subsp. ginnala,(Maxim.) Wesm.,Accepted,Subspecies,2616532,Acer tataricum subsp. ginnala,(Maxim.) Wesm.,Accepted,Subspecies,2616524,Acer tataricum,L.,Species,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2616524,,,0,Acer tataricum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
5151,Acer pseudoplatanus,Acer pseudoplatanus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616276,Acer pseudoplatanus,L.,Accepted,Species,2616276,Acer pseudoplatanus,L.,Accepted,Species,2616276,Acer pseudoplatanus,L.,Accepted,Species,2616276,Acer pseudoplatanus,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616276,,,0,Acer pseudoplatanus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
5203,Amelanchier laevis,Amelanchier laevis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2940246,Amelanchier laevis,Wiegand,Accepted,Species,2940246,Amelanchier laevis,Wiegand,Accepted,Species,2940246,Amelanchier laevis,Wiegand,Accepted,Species,2940246,Amelanchier laevis,Wiegand,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2940246,,,0,Amelanchier laevis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
5491,Fraxinus berlandieriana,Fraxinus berlandieriana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,369564,Fraxinus berlandieriana,A.DC.,Accepted,Species,369564,Fraxinus berlandieriana,A.DC.,Accepted,Species,369564,Fraxinus berlandieriana,A.DC.,Accepted,Species,369564,Fraxinus berlandieriana,A.DC.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,369564,,,0,Fraxinus berlandieriana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6262,Broussonetia papyrifera,Broussonetia papyrifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Accepted,Species,2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Accepted,Species,2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Accepted,Species,2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2683772,,,0,Broussonetia papyrifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6511,Persea palustris,Persea palustris,(Raf.) Sarg.,AUTHOR_AVAILABLE_IN_ACCEPTED_CORRECTION_EVIDENCE,2531614,Persea palustris,(Raf.) Sarg.,Synonym,Species,,,,,,2442487,Tamala palustris,Raf.,Unplaced,Species,,,,,IDENTITY_RESOLVED_TARGET_UNPLACED,IDENTITY_RESOLVED_NO_ACCEPTED_ANALYSIS_SPECIES,0,0,Terminal target Tamala palustris Raf. is frozen-WCVP Unplaced; no Accepted replacement is fabricated.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,TARGET_UNPLACED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,UNRESOLVED,UNRESOLVED
6516,Phellodendron amurense,Phellodendron amurense,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2541602,Phellodendron amurense,Rupr.,Accepted,Species,2541602,Phellodendron amurense,Rupr.,Accepted,Species,2541602,Phellodendron amurense,Rupr.,Accepted,Species,2541602,Phellodendron amurense,Rupr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2541602,,,0,Phellodendron amurense,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6696,Prunus laurocerasus,Prunus laurocerasus,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2960451,Prunus laurocerasus,L.,Accepted,Species,2960451,Prunus laurocerasus,L.,Accepted,Species,2960451,Prunus laurocerasus,L.,Accepted,Species,2960451,Prunus laurocerasus,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2960451,,,0,Prunus laurocerasus,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6707,Prunus serrulata,Prunus serrulata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2961630,Prunus serrulata,Lindl.,Accepted,Species,2961630,Prunus serrulata,Lindl.,Accepted,Species,2961630,Prunus serrulata,Lindl.,Accepted,Species,2961630,Prunus serrulata,Lindl.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2961630,,,0,Prunus serrulata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6708,Prunus mexicana,Prunus mexicana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2960673,Prunus mexicana,S.Watson,Accepted,Species,2960673,Prunus mexicana,S.Watson,Accepted,Species,2960673,Prunus mexicana,S.Watson,Accepted,Species,2960673,Prunus mexicana,S.Watson,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2960673,,,0,Prunus mexicana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6768,Quercus arkansana,Quercus arkansana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,171657,Quercus arkansana,Sarg.,Accepted,Species,171657,Quercus arkansana,Sarg.,Accepted,Species,171657,Quercus arkansana,Sarg.,Accepted,Species,171657,Quercus arkansana,Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,171657,,,0,Quercus arkansana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6782,Quercus georgiana,Quercus georgiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,172875,Quercus georgiana,M.A.Curtis,Accepted,Species,172875,Quercus georgiana,M.A.Curtis,Accepted,Species,172875,Quercus georgiana,M.A.Curtis,Accepted,Species,172875,Quercus georgiana,M.A.Curtis,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,172875,,,0,Quercus georgiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6791,Quercus myrtifolia,Quercus myrtifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,174037,Quercus myrtifolia,Willd.,Accepted,Species,174037,Quercus myrtifolia,Willd.,Accepted,Species,174037,Quercus myrtifolia,Willd.,Accepted,Species,174037,Quercus myrtifolia,Willd.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,174037,,,0,Quercus myrtifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6799,Quercus sinuata,Quercus sinuata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,175179,Quercus sinuata,Walter,Accepted,Species,175179,Quercus sinuata,Walter,Accepted,Species,175179,Quercus sinuata,Walter,Accepted,Species,175179,Quercus sinuata,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,175179,,,0,Quercus sinuata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6918,Rhamnus cathartica,Rhamnus cathartica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2523018,Rhamnus cathartica,L.,Accepted,Species,2523018,Rhamnus cathartica,L.,Accepted,Species,2523018,Rhamnus cathartica,L.,Accepted,Species,2523018,Rhamnus cathartica,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2523018,,,0,Rhamnus cathartica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
6955,Salix fragilis,Salix fragilis,UNKNOWN FOR FIA CODE 6955,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,,,,,,,,,,,,,,,,,,,,UNRESOLVED,UNKNOWN_MAINLINE_AUTHORIZED,0,0,FIA code 6955 remains UNKNOWN; no forced Salix mapping is permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,UNKNOWN,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,UNRESOLVED,UNRESOLVED
7151,Ficus carica,Ficus carica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2809827,Ficus carica,L.,Accepted,Species,2809827,Ficus carica,L.,Accepted,Species,2809827,Ficus carica,L.,Accepted,Species,2809827,Ficus carica,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2809827,,,0,Ficus carica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7181,Firmiana simplex,Firmiana simplex,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2813006,Firmiana simplex,(L.) W.Wight,Accepted,Species,2813006,Firmiana simplex,(L.) W.Wight,Accepted,Species,2813006,Firmiana simplex,(L.) W.Wight,Accepted,Species,2813006,Firmiana simplex,(L.) W.Wight,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2813006,,,0,Firmiana simplex,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7328,Halesia tetraptera,Halesia tetraptera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2838129,Halesia tetraptera,L.,Synonym,Species,2838104,Halesia carolina,L.,Accepted,Species,2838104,Halesia carolina,L.,Accepted,Species,2838104,Halesia carolina,L.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2838104,,,0,Halesia carolina,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
7454,Ilex aquifolium,Ilex aquifolium,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2860379,Ilex aquifolium,L.,Accepted,Species,2860379,Ilex aquifolium,L.,Accepted,Species,2860379,Ilex aquifolium,L.,Accepted,Species,2860379,Ilex aquifolium,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2860379,,,0,Ilex aquifolium,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7455,Ilex cassine,Ilex cassine,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2860502,Ilex cassine,L.,Accepted,Species,2860502,Ilex cassine,L.,Accepted,Species,2860502,Ilex cassine,L.,Accepted,Species,2860502,Ilex cassine,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2860502,,,0,Ilex cassine,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7469,Ilex vomitoria,Ilex vomitoria,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2861645,Ilex vomitoria,Aiton,Accepted,Species,2861645,Ilex vomitoria,Aiton,Accepted,Species,2861645,Ilex vomitoria,Aiton,Accepted,Species,2861645,Ilex vomitoria,Aiton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2861645,,,0,Ilex vomitoria,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7565,Leucaena leucocephala,Leucaena leucocephala,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2346347,Leucaena leucocephala,(Lam.) de Wit,Accepted,Species,2346347,Leucaena leucocephala,(Lam.) de Wit,Accepted,Species,2346347,Leucaena leucocephala,(Lam.) de Wit,Accepted,Species,2346347,Leucaena leucocephala,(Lam.) de Wit,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2346347,,,0,Leucaena leucocephala,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7577,Ligustrum japonicum,Ligustrum japonicum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,354176,Ligustrum japonicum,Thunb.,Accepted,Species,354176,Ligustrum japonicum,Thunb.,Accepted,Species,354176,Ligustrum japonicum,Thunb.,Accepted,Species,354176,Ligustrum japonicum,Thunb.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,354176,,,0,Ligustrum japonicum,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7578,Ligustrum lucidum,Ligustrum lucidum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,354188,Ligustrum lucidum,W.T.Aiton,Accepted,Species,354188,Ligustrum lucidum,W.T.Aiton,Accepted,Species,354188,Ligustrum lucidum,W.T.Aiton,Accepted,Species,354188,Ligustrum lucidum,W.T.Aiton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,354188,,,0,Ligustrum lucidum,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
7651,Malus pumila,Malus pumila,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2950864,Malus pumila,Mill.,Synonym,Species,2950597,Malus domestica,(Suckow) Borkh.,Accepted,Species,2950597,Malus domestica,(Suckow) Borkh.,Accepted,Species,2950597,Malus domestica,(Suckow) Borkh.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2950597,,,0,Malus domestica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
7845,Morella cerifera,Morella cerifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2501792,Morella cerifera,(L.) Small,Synonym,Species,2500717,Myrica cerifera,L.,Accepted,Species,2500717,Myrica cerifera,L.,Accepted,Species,2500717,Myrica cerifera,L.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2500717,,,0,Myrica cerifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
8313,Populus x canadensis,Populus x canadensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID,1,0,Hybrid marker or WCVP artificial-hybrid evidence; no ordinary accepted-species assignment.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,HYBRID_OR_NOTHOTAXON,CLASSIFIED_HYBRID
8345,Prunus caroliniana,Prunus caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2959079,Prunus caroliniana,(Mill.) Aiton,Accepted,Species,2959079,Prunus caroliniana,(Mill.) Aiton,Accepted,Species,2959079,Prunus caroliniana,(Mill.) Aiton,Accepted,Species,2959079,Prunus caroliniana,(Mill.) Aiton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2959079,,,0,Prunus caroliniana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
8355,Psidium cattleianum,Psidium cattleianum,Sabine,AUTHOR_AVAILABLE_IN_ACCEPTED_CORRECTION_EVIDENCE,166659,Psidium cattleyanum,Sabine,Accepted,Species,166659,Psidium cattleyanum,Sabine,Accepted,Species,166659,Psidium cattleyanum,Sabine,Accepted,Species,166659,Psidium cattleyanum,Sabine,Species,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,166659,,,0,Psidium cattleyanum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,UNRESOLVED,UNRESOLVED
8420,Pyrus spp.,Pyrus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
