fia_species_code,fia_name_raw,fia_scientific_name,fia_concept_author,fia_author_evidence_status,matched_wcvp_plant_name_id,matched_wcvp_taxon_name,matched_wcvp_taxon_authors,matched_wcvp_taxon_status,matched_wcvp_taxon_rank,accepted_taxon_id,accepted_taxon_name,accepted_taxon_authors,accepted_taxon_status,accepted_taxon_rank,terminal_target_taxon_id,terminal_target_taxon_name,terminal_target_taxon_authors,terminal_target_taxon_status,terminal_target_taxon_rank,analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_rank,mapping_class,taxonomy_resolution_status,hybrid_or_nothotaxon_flag,ordinary_analysis_species_flag,no_analysis_species_reason,distribution_query_plant_name_id,terminal_target_hybrid_formula,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,distribution_query_taxon_name,diameter_measurement_basis,woodland_indicator,dia_threshold_inches,main_analysis_candidate_retained_flag,dbh_only_sensitivity_component_flag,supplementary_sensitivity_candidate_flag,d08b1_correction_applied_flag,d08b1_correction_case_class,d08b1_authority_source,v01_mapping_class,v01_taxonomy_resolution_status
221,Taxodium distichum,Taxodium distichum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378596,Taxodium distichum,(L.) Rich.,Accepted,Species,378596,Taxodium distichum,(L.) Rich.,Accepted,Species,378596,Taxodium distichum,(L.) Rich.,Accepted,Species,378596,Taxodium distichum,(L.) Rich.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,378596,,,0,Taxodium distichum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
222,Taxodium ascendens,Taxodium ascendens,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378594,Taxodium ascendens,Brongn.,Synonym,Species,385841,Taxodium distichum var. imbricarium,(Nutt.) Croom,Accepted,Variety,385841,Taxodium distichum var. imbricarium,(Nutt.) Croom,Accepted,Variety,378596,Taxodium distichum,(L.) Rich.,Species,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,378596,,,0,Taxodium distichum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
231,Taxus brevifolia,Taxus brevifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378623,Taxus brevifolia,Nutt.,Accepted,Species,378623,Taxus brevifolia,Nutt.,Accepted,Species,378623,Taxus brevifolia,Nutt.,Accepted,Species,378623,Taxus brevifolia,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,378623,,,0,Taxus brevifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
241,Thuja occidentalis,Thuja occidentalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378542,Thuja occidentalis,L.,Accepted,Species,378542,Thuja occidentalis,L.,Accepted,Species,378542,Thuja occidentalis,L.,Accepted,Species,378542,Thuja occidentalis,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,378542,,,0,Thuja occidentalis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
242,Thuja plicata,Thuja plicata,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378546,Thuja plicata,Donn ex D.Don,Accepted,Species,378546,Thuja plicata,Donn ex D.Don,Accepted,Species,378546,Thuja plicata,Donn ex D.Don,Accepted,Species,378546,Thuja plicata,Donn ex D.Don,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,378546,,,0,Thuja plicata,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
251,Torreya californica,Torreya californica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,378636,Torreya californica,Torr.,Accepted,Species,378636,Torreya californica,Torr.,Accepted,Species,378636,Torreya californica,Torr.,Accepted,Species,378636,Torreya californica,Torr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,378636,,,0,Torreya californica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
261,Tsuga canadensis,Tsuga canadensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,379363,Tsuga canadensis,(L.) Carrière,Accepted,Species,379363,Tsuga canadensis,(L.) Carrière,Accepted,Species,379363,Tsuga canadensis,(L.) Carrière,Accepted,Species,379363,Tsuga canadensis,(L.) Carrière,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,379363,,,0,Tsuga canadensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
262,Tsuga caroliniana,Tsuga caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,379383,Tsuga caroliniana,Engelm.,Accepted,Species,379383,Tsuga caroliniana,Engelm.,Accepted,Species,379383,Tsuga caroliniana,Engelm.,Accepted,Species,379383,Tsuga caroliniana,Engelm.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,379383,,,0,Tsuga caroliniana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
263,Tsuga heterophylla,Tsuga heterophylla,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,379395,Tsuga heterophylla,(Raf.) Sarg.,Accepted,Species,379395,Tsuga heterophylla,(Raf.) Sarg.,Accepted,Species,379395,Tsuga heterophylla,(Raf.) Sarg.,Accepted,Species,379395,Tsuga heterophylla,(Raf.) Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,379395,,,0,Tsuga heterophylla,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
264,Tsuga mertensiana,Tsuga mertensiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,379433,Tsuga mertensiana,(Bong.) Oerst.,Accepted,Species,379433,Tsuga mertensiana,(Bong.) Oerst.,Accepted,Species,379433,Tsuga mertensiana,(Bong.) Oerst.,Accepted,Species,379433,Tsuga mertensiana,(Bong.) Oerst.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,379433,,,0,Tsuga mertensiana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
303,Acacia farnesiana,Acacia farnesiana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2612172,Acacia farnesiana,(L.) Willd.,Synonym,Species,2452405,Vachellia farnesiana,(L.) Wight & Arn.,Accepted,Species,2452405,Vachellia farnesiana,(L.) Wight & Arn.,Accepted,Species,2452405,Vachellia farnesiana,(L.) Wight & Arn.,Species,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED,0,1,,2452405,,,0,Vachellia farnesiana,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_SPECIES,RESOLVED
311,Acer barbatum,Acer barbatum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2615386,Acer barbatum,Michx.,Synonym,Species,3261559,Acer saccharum var. saccharum,,Accepted,Variety,3261559,Acer saccharum var. saccharum,,Accepted,Variety,2616387,Acer saccharum,Marshall,Species,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2616387,,,0,Acer saccharum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
312,Acer macrophyllum,Acer macrophyllum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2615900,Acer macrophyllum,Pursh,Accepted,Species,2615900,Acer macrophyllum,Pursh,Accepted,Species,2615900,Acer macrophyllum,Pursh,Accepted,Species,2615900,Acer macrophyllum,Pursh,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2615900,,,0,Acer macrophyllum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
313,Acer negundo,Acer negundo,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616024,Acer negundo,L.,Accepted,Species,2616024,Acer negundo,L.,Accepted,Species,2616024,Acer negundo,L.,Accepted,Species,2616024,Acer negundo,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616024,,,0,Acer negundo,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
314,Acer nigrum,Acer nigrum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616060,Acer nigrum,F.Michx.,Accepted,Species,2616060,Acer nigrum,F.Michx.,Accepted,Species,2616060,Acer nigrum,F.Michx.,Accepted,Species,2616060,Acer nigrum,F.Michx.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616060,,,0,Acer nigrum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
315,Acer pensylvanicum,Acer pensylvanicum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616210,Acer pensylvanicum,L.,Accepted,Species,2616210,Acer pensylvanicum,L.,Accepted,Species,2616210,Acer pensylvanicum,L.,Accepted,Species,2616210,Acer pensylvanicum,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616210,,,0,Acer pensylvanicum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
316,Acer rubrum,Acer rubrum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616329,Acer rubrum,L.,Accepted,Species,2616329,Acer rubrum,L.,Accepted,Species,2616329,Acer rubrum,L.,Accepted,Species,2616329,Acer rubrum,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616329,,,0,Acer rubrum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
317,Acer saccharinum,Acer saccharinum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616367,Acer saccharinum,L.,Accepted,Species,2616367,Acer saccharinum,L.,Accepted,Species,2616367,Acer saccharinum,L.,Accepted,Species,2616367,Acer saccharinum,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616367,,,0,Acer saccharinum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
318,Acer saccharum,Acer saccharum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616387,Acer saccharum,Marshall,Accepted,Species,2616387,Acer saccharum,Marshall,Accepted,Species,2616387,Acer saccharum,Marshall,Accepted,Species,2616387,Acer saccharum,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616387,,,0,Acer saccharum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
319,Acer spicatum,Acer spicatum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616481,Acer spicatum,Lam.,Accepted,Species,2616481,Acer spicatum,Lam.,Accepted,Species,2616481,Acer spicatum,Lam.,Accepted,Species,2616481,Acer spicatum,Lam.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616481,,,0,Acer spicatum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
320,Acer platanoides,Acer platanoides,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2616254,Acer platanoides,L.,Accepted,Species,2616254,Acer platanoides,L.,Accepted,Species,2616254,Acer platanoides,L.,Accepted,Species,2616254,Acer platanoides,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2616254,,,0,Acer platanoides,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
322,Acer grandidentatum,Acer grandidentatum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2615689,Acer grandidentatum,Nutt.,Accepted,Species,2615689,Acer grandidentatum,Nutt.,Accepted,Species,2615689,Acer grandidentatum,Nutt.,Accepted,Species,2615689,Acer grandidentatum,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2615689,,,0,Acer grandidentatum,DRC_ROOT_COLLAR,Y,5.0,1,0,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
323,Acer leucoderme,Acer leucoderme,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2615862,Acer leucoderme,Small,Accepted,Species,2615862,Acer leucoderme,Small,Accepted,Species,2615862,Acer leucoderme,Small,Accepted,Species,2615862,Acer leucoderme,Small,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2615862,,,0,Acer leucoderme,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
331,Aesculus glabra,Aesculus glabra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2624506,Aesculus glabra,Willd.,Accepted,Species,2624506,Aesculus glabra,Willd.,Accepted,Species,2624506,Aesculus glabra,Willd.,Accepted,Species,2624506,Aesculus glabra,Willd.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2624506,,,0,Aesculus glabra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
332,Aesculus flava,Aesculus flava,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2624500,Aesculus flava,Sol.,Accepted,Species,2624500,Aesculus flava,Sol.,Accepted,Species,2624500,Aesculus flava,Sol.,Accepted,Species,2624500,Aesculus flava,Sol.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2624500,,,0,Aesculus flava,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
333,Aesculus californica,Aesculus californica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2624481,Aesculus californica,(Spach) Nutt.,Accepted,Species,2624481,Aesculus californica,(Spach) Nutt.,Accepted,Species,2624481,Aesculus californica,(Spach) Nutt.,Accepted,Species,2624481,Aesculus californica,(Spach) Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2624481,,,0,Aesculus californica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
334,Aesculus glabra var. arguta,Aesculus glabra var. arguta,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2624507,Aesculus glabra var. arguta,(Buckley) Rob.,Accepted,Variety,2624507,Aesculus glabra var. arguta,(Buckley) Rob.,Accepted,Variety,2624507,Aesculus glabra var. arguta,(Buckley) Rob.,Accepted,Variety,2624506,Aesculus glabra,Willd.,Species,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,2624506,,,0,Aesculus glabra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
341,Ailanthus altissima,Ailanthus altissima,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2626815,Ailanthus altissima,(Mill.) Swingle,Accepted,Species,2626815,Ailanthus altissima,(Mill.) Swingle,Accepted,Species,2626815,Ailanthus altissima,(Mill.) Swingle,Accepted,Species,2626815,Ailanthus altissima,(Mill.) Swingle,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2626815,,,0,Ailanthus altissima,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
345,Albizia julibrissin,Albizia julibrissin,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2627374,Albizia julibrissin,Durazz.,Accepted,Species,2627374,Albizia julibrissin,Durazz.,Accepted,Species,2627374,Albizia julibrissin,Durazz.,Accepted,Species,2627374,Albizia julibrissin,Durazz.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2627374,,,0,Albizia julibrissin,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
350,Alnus spp.,Alnus spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
351,Alnus rubra,Alnus rubra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,6584,Alnus rubra,Bong.,Accepted,Species,6584,Alnus rubra,Bong.,Accepted,Species,6584,Alnus rubra,Bong.,Accepted,Species,6584,Alnus rubra,Bong.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,6584,,,0,Alnus rubra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
352,Alnus rhombifolia,Alnus rhombifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,6578,Alnus rhombifolia,Nutt.,Accepted,Species,6578,Alnus rhombifolia,Nutt.,Accepted,Species,6578,Alnus rhombifolia,Nutt.,Accepted,Species,6578,Alnus rhombifolia,Nutt.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,6578,,,0,Alnus rhombifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
353,Alnus oblongifolia,Alnus oblongifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,6544,Alnus oblongifolia,Torr.,Accepted,Species,6544,Alnus oblongifolia,Torr.,Accepted,Species,6544,Alnus oblongifolia,Torr.,Accepted,Species,6544,Alnus oblongifolia,Torr.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,6544,,,0,Alnus oblongifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
355,Alnus glutinosa,Alnus glutinosa,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,6364,Alnus glutinosa,(L.) Gaertn.,Accepted,Species,6364,Alnus glutinosa,(L.) Gaertn.,Accepted,Species,6364,Alnus glutinosa,(L.) Gaertn.,Accepted,Species,6364,Alnus glutinosa,(L.) Gaertn.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,6364,,,0,Alnus glutinosa,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
356,Amelanchier spp.,Amelanchier spp.,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,,,,,,,,,,,,,,,,,,,,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES,0,0,FIA name is a genus/non-species aggregate or unknown object; no species assignment permitted.,,,,0,,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,GENUS_OR_NON_SPECIES_AGGREGATE,CLASSIFIED_NON_SPECIES
357,Amelanchier arborea,Amelanchier arborea,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2940130,Amelanchier arborea,(F.Michx.) Fernald,Accepted,Species,2940130,Amelanchier arborea,(F.Michx.) Fernald,Accepted,Species,2940130,Amelanchier arborea,(F.Michx.) Fernald,Accepted,Species,2940130,Amelanchier arborea,(F.Michx.) Fernald,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2940130,,,0,Amelanchier arborea,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
361,Arbutus menziesii,Arbutus menziesii,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2646696,Arbutus menziesii,Pursh,Accepted,Species,2646696,Arbutus menziesii,Pursh,Accepted,Species,2646696,Arbutus menziesii,Pursh,Accepted,Species,2646696,Arbutus menziesii,Pursh,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2646696,,,0,Arbutus menziesii,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
362,Arbutus arizonica,Arbutus arizonica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2646656,Arbutus arizonica,(A.Gray) Sarg.,Accepted,Species,2646656,Arbutus arizonica,(A.Gray) Sarg.,Accepted,Species,2646656,Arbutus arizonica,(A.Gray) Sarg.,Accepted,Species,2646656,Arbutus arizonica,(A.Gray) Sarg.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2646656,,,0,Arbutus arizonica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
363,Arbutus xalapensis,Arbutus xalapensis,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,2646755,Arbutus xalapensis,Kunth,Accepted,Species,2646755,Arbutus xalapensis,Kunth,Accepted,Species,2646755,Arbutus xalapensis,Kunth,Accepted,Species,2646755,Arbutus xalapensis,Kunth,Species,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,2646755,,,0,Arbutus xalapensis,DRC_ROOT_COLLAR,Y,5.0,1,0,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,AMBIGUOUS,AMBIGUOUS
367,Asimina triloba,Asimina triloba,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2655435,Asimina triloba,(L.) Dunal,Accepted,Species,2655435,Asimina triloba,(L.) Dunal,Accepted,Species,2655435,Asimina triloba,(L.) Dunal,Accepted,Species,2655435,Asimina triloba,(L.) Dunal,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2655435,,,0,Asimina triloba,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
371,Betula alleghaniensis,Betula alleghaniensis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,21135,Betula alleghaniensis,Britton,Accepted,Species,21135,Betula alleghaniensis,Britton,Accepted,Species,21135,Betula alleghaniensis,Britton,Accepted,Species,21135,Betula alleghaniensis,Britton,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,21135,,,0,Betula alleghaniensis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
372,Betula lenta,Betula lenta,NOT PROVIDED IN FIA REF_SPECIES,AUTHOR_NOT_PROVIDED_OR_UNKNOWN,21443,Betula lenta,L.,Accepted,Species,21443,Betula lenta,L.,Accepted,Species,21443,Betula lenta,L.,Accepted,Species,21443,Betula lenta,L.,Species,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,RESOLVED_MAINLINE_AUTHORIZED,0,1,,21443,,,0,Betula lenta,DBH_BREAST_HEIGHT,N,5.0,1,1,0,1,ORDINARY_ACCEPTED,Q1_D08B_TAXONOMY_CORRECTION_MAINLINE_DECISION_v01_20260902.md,AMBIGUOUS,AMBIGUOUS
373,Betula nigra,Betula nigra,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,21527,Betula nigra,L.,Accepted,Species,21527,Betula nigra,L.,Accepted,Species,21527,Betula nigra,L.,Accepted,Species,21527,Betula nigra,L.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,21527,,,0,Betula nigra,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
374,Betula occidentalis,Betula occidentalis,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,21535,Betula occidentalis,Hook.,Accepted,Species,21535,Betula occidentalis,Hook.,Accepted,Species,21535,Betula occidentalis,Hook.,Accepted,Species,21535,Betula occidentalis,Hook.,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,21535,,,0,Betula occidentalis,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
375,Betula papyrifera,Betula papyrifera,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,21557,Betula papyrifera,Marshall,Accepted,Species,21557,Betula papyrifera,Marshall,Accepted,Species,21557,Betula papyrifera,Marshall,Accepted,Species,21557,Betula papyrifera,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,21557,,,0,Betula papyrifera,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
379,Betula populifolia,Betula populifolia,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,21620,Betula populifolia,Marshall,Accepted,Species,21620,Betula populifolia,Marshall,Accepted,Species,21620,Betula populifolia,Marshall,Accepted,Species,21620,Betula populifolia,Marshall,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,21620,,,0,Betula populifolia,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
381,Sideroxylon lanuginosum ssp. lanuginosum,Sideroxylon lanuginosum ssp. lanuginosum,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,191967,Sideroxylon lanuginosum subsp. lanuginosum,,Accepted,Subspecies,191967,Sideroxylon lanuginosum subsp. lanuginosum,,Accepted,Subspecies,191967,Sideroxylon lanuginosum subsp. lanuginosum,,Accepted,Subspecies,191965,Sideroxylon lanuginosum,Michx.,Species,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED,0,1,,191965,,,0,Sideroxylon lanuginosum,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,RESOLVED
391,Carpinus caroliniana,Carpinus caroliniana,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,34302,Carpinus caroliniana,Walter,Accepted,Species,34302,Carpinus caroliniana,Walter,Accepted,Species,34302,Carpinus caroliniana,Walter,Accepted,Species,34302,Carpinus caroliniana,Walter,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,34302,,,0,Carpinus caroliniana,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
401,Carya aquatica,Carya aquatica,,NOT_AVAILABLE_IN_FROZEN_FIA_INPUT,2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Accepted,Species,2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Species,ACCEPTED_SPECIES,RESOLVED,0,1,,2701748,,,0,Carya aquatica,DBH_BREAST_HEIGHT,N,5.0,1,1,0,0,,D08B_V01_FROZEN,ACCEPTED_SPECIES,RESOLVED
