analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_family,analysis_species_rank,analysis_species_status,analysis_species_hybrid_flag,ordinary_core_class,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,ipni_id,powo_id,wcvp_reviewed_flag,component_fia_code_count,component_fia_codes,component_fia_names,component_mapping_classes,contains_synonym_component_flag,contains_infraspecific_component_flag,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,taxonomy_ambiguity_flag,distribution_query_plant_name_id,distribution_query_taxon_name,source_code_map_version
173929,Quercus michauxii,Nutt.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216073-2,216073-2,Y,2,825;832,Quercus michauxii;Quercus prinus,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_SPECIES,1,0,2,0,DBH_ONLY,1,1,1,0,173929,Quercus michauxii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
173948,Quercus minima,(Sarg.) Small,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216079-2,216079-2,Y,1,841,Quercus minima,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,173948,Quercus minima,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174020,Quercus muehlenbergii,Engelm.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30336647-2,30336647-2,Y,1,826,Quercus muehlenbergii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174020,Quercus muehlenbergii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174037,Quercus myrtifolia,Willd.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296482-1,296482-1,Y,1,6791,Quercus myrtifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174037,Quercus myrtifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174075,Quercus nigra,L.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,324851-2,324851-2,Y,1,827,Quercus nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174075,Quercus nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174136,Quercus oblongifolia,Torr.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296514-1,296514-1,Y,1,829,Quercus oblongifolia,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,174136,Quercus oblongifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174176,Quercus oglethorpensis,W.H.Duncan,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216160-2,216160-2,Y,1,844,Quercus oglethorpensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174176,Quercus oglethorpensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174226,Quercus pagoda,Raf.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296550-1,296550-1,Y,1,813,Quercus pagoda,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174226,Quercus pagoda,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174242,Quercus palustris,Münchh.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,359933-1,359933-1,Y,1,830,Quercus palustris,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174242,Quercus palustris,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174411,Quercus phellos,L.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,284113-2,284113-2,Y,1,831,Quercus phellos,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174411,Quercus phellos,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174518,Quercus prinoides,Willd.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296615-1,296615-1,Y,1,845,Quercus prinoides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174518,Quercus prinoides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174902,Quercus rubra,L.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296701-1,296701-1,Y,1,833,Quercus rubra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,174902,Quercus rubra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
174935,Quercus rugosa,Née,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216359-2,216359-2,Y,1,847,Quercus rugosa,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,174935,Quercus rugosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175148,Quercus shumardii,Buckley,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,284115-2,284115-2,Y,1,834,Quercus shumardii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175148,Quercus shumardii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175172,Quercus similis,Ashe,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,297812-2,297812-2,Y,1,836,Quercus similis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175172,Quercus similis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175179,Quercus sinuata,Walter,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30210937-2,30210937-2,Y,3,808;6799;8487,Quercus sinuata;Quercus sinuata var. breviloba;Quercus sinuata var. sinuata,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,3,0,DBH_ONLY,1,1,1,0,175179,Quercus sinuata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175243,Quercus stellata,Wangenh.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216416-2,216416-2,Y,1,835,Quercus stellata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175243,Quercus stellata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175464,Quercus texana,Buckley,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,216465-2,216465-2,Y,1,828,Quercus texana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175464,Quercus texana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175672,Quercus velutina,Lam.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296899-1,296899-1,Y,1,837,Quercus velutina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175672,Quercus velutina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175726,Quercus virginiana,Mill.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,324846-2,324846-2,Y,1,838,Quercus virginiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175726,Quercus virginiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
175769,Quercus wislizeni,A.DC.,Fagaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,296923-1,296923-1,Y,1,839,Quercus wislizeni,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,175769,Quercus wislizeni,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
181053,Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,Arecaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1004566-2,1004566-2,Y,1,912,Sabal palmetto,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,181053,Sabal palmetto,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
191834,Sideroxylon celastrinum,(Kunth) T.D.Penn.,Sapotaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,948032-1,948032-1,Y,1,8612,Sideroxylon celastrinum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,191834,Sideroxylon celastrinum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
191965,Sideroxylon lanuginosum,Michx.,Sapotaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,236052-2,236052-2,Y,1,381,Sideroxylon lanuginosum ssp. lanuginosum,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,0,1,1,0,DBH_ONLY,1,1,1,0,191965,Sideroxylon lanuginosum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
207675,Triadica sebifera,(L.) Small,Euphorbiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,256588-2,256588-2,Y,1,994,Triadica sebifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,207675,Triadica sebifera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
212845,Vernicia fordii,(Hemsl.) Airy Shaw,Euphorbiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,358198-1,358198-1,Y,1,995,Vernicia fordii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,212845,Vernicia fordii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
320352,Catalpa bignonioides,Walter,Bignoniaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30194969-2,30194969-2,Y,1,451,Catalpa bignonioides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,320352,Catalpa bignonioides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
320410,Catalpa speciosa,Warder ex Teas,Bignoniaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,77117561-1,77117561-1,Y,1,452,Catalpa speciosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,320410,Catalpa speciosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
334053,Ginkgo biloba,L.,Ginkgoaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262125-1,262125-1,Y,1,561,Ginkgo biloba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,334053,Ginkgo biloba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
351387,Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,Arecaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60448302-2,60448302-2,Y,1,913,Thrinax morrisii,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,351387,Leucothrinax morrisii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
354176,Ligustrum japonicum,Thunb.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,610001-1,610001-1,Y,1,7577,Ligustrum japonicum,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,354176,Ligustrum japonicum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
354188,Ligustrum lucidum,W.T.Aiton,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,610017-1,610017-1,Y,1,7578,Ligustrum lucidum,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,354188,Ligustrum lucidum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369466,Fraxinus albicans,Buckley,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,608909-1,608909-1,Y,1,549,Fraxinus texensis,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,369466,Fraxinus albicans,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369468,Fraxinus americana,L.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,105770-2,105770-2,Y,1,541,Fraxinus americana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,369468,Fraxinus americana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369564,Fraxinus berlandieriana,A.DC.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,608933-1,608933-1,Y,1,5491,Fraxinus berlandieriana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,369564,Fraxinus berlandieriana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369591,Fraxinus caroliniana,Mill.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,608957-1,608957-1,Y,1,548,Fraxinus caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,369591,Fraxinus caroliniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369836,Fraxinus latifolia,Benth.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,609072-1,609072-1,Y,1,542,Fraxinus latifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,369836,Fraxinus latifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
369888,Fraxinus nigra,Marshall,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,609112-1,609112-1,Y,1,543,Fraxinus nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,369888,Fraxinus nigra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
370006,Fraxinus pennsylvanica,Marshall,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,105864-2,105864-2,Y,1,544,Fraxinus pennsylvanica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,370006,Fraxinus pennsylvanica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
370051,Fraxinus profunda,(Bush) Bush,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,105892-2,105892-2,Y,1,545,Fraxinus profunda,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,370051,Fraxinus profunda,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
370075,Fraxinus quadrangulata,Michx.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,609183-1,609183-1,Y,1,546,Fraxinus quadrangulata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,370075,Fraxinus quadrangulata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
370195,Fraxinus velutina,Torr.,Oleaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,609264-1,609264-1,Y,1,547,Fraxinus velutina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,370195,Fraxinus velutina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377287,Juniperus virginiana,L.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132551-2,132551-2,Y,2,67;68,Juniperus virginiana;Juniperus virginiana var. silicicola,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,377287,Juniperus virginiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377330,Juniperus scopulorum,Sarg.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132535-2,132535-2,Y,1,66,Juniperus scopulorum,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377330,Juniperus scopulorum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377371,Juniperus deppeana,Steud.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132473-2,132473-2,Y,1,63,Juniperus deppeana,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377371,Juniperus deppeana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377397,Juniperus flaccida,Schltdl.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132485-2,132485-2,Y,1,60,Juniperus flaccida,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377397,Juniperus flaccida,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377454,Juniperus ashei,J.Buchholz,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132457-2,132457-2,Y,1,61,Juniperus ashei,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377454,Juniperus ashei,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377511,Juniperus coahuilensis,(Martínez) Gaussen ex R.P.Adams,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1167763-2,1167763-2,Y,1,59,Juniperus coahuilensis,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377511,Juniperus coahuilensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377520,Juniperus californica,Carrière,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262163-1,262163-1,Y,1,62,Juniperus californica,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377520,Juniperus californica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377543,Juniperus monosperma,(Engelm.) Sarg.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132508-2,132508-2,Y,1,69,Juniperus monosperma,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377543,Juniperus monosperma,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377592,Juniperus occidentalis,Hook.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30028138-2,30028138-2,Y,1,64,Juniperus occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,377592,Juniperus occidentalis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377597,Juniperus osteosperma,(Torr.) Little,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132523-2,132523-2,Y,1,65,Juniperus osteosperma,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377597,Juniperus osteosperma,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
377678,Juniperus pinchotii,Sudw.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,132527-2,132527-2,Y,1,58,Juniperus pinchotii,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,377678,Juniperus pinchotii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378313,Pseudotsuga macrocarpa,(Vasey) Mayr,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,677139-1,677139-1,Y,1,201,Pseudotsuga macrocarpa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378313,Pseudotsuga macrocarpa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378542,Thuja occidentalis,L.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263956-1,263956-1,Y,1,241,Thuja occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378542,Thuja occidentalis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378546,Thuja plicata,Donn ex D.Don,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,60443333-2,60443333-2,Y,1,242,Thuja plicata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378546,Thuja plicata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378596,Taxodium distichum,(L.) Rich.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30052311-2,30052311-2,Y,2,221;222,Taxodium ascendens;Taxodium distichum,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,378596,Taxodium distichum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378623,Taxus brevifolia,Nutt.,Taxaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,249736-2,249736-2,Y,1,231,Taxus brevifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378623,Taxus brevifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378636,Torreya californica,Torr.,Taxaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263993-1,263993-1,Y,1,251,Torreya californica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378636,Torreya californica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
378988,Sequoia sempervirens,(D.Don) Endl.,Cupressaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,263741-1,263741-1,Y,1,211,Sequoia sempervirens,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,378988,Sequoia sempervirens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379072,Larix laricina,(Du Roi) K.Koch,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262435-1,262435-1,Y,1,71,Larix laricina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379072,Larix laricina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379089,Larix lyallii,Parl.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262441-1,262441-1,Y,1,72,Larix lyallii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379089,Larix lyallii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379096,Larix occidentalis,Nutt.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262444-1,262444-1,Y,1,73,Larix occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379096,Larix occidentalis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379363,Tsuga canadensis,(L.) Carrière,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,264005-1,264005-1,Y,1,261,Tsuga canadensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379363,Tsuga canadensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379383,Tsuga caroliniana,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,264006-1,264006-1,Y,1,262,Tsuga caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379383,Tsuga caroliniana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379395,Tsuga heterophylla,(Raf.) Sarg.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,260297-2,260297-2,Y,1,263,Tsuga heterophylla,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379395,Tsuga heterophylla,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379433,Tsuga mertensiana,(Bong.) Oerst.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,264014-1,264014-1,Y,1,264,Tsuga mertensiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379433,Tsuga mertensiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379633,Pseudotsuga menziesii,(Mirb.) Franco,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,677141-1,677141-1,Y,1,202,Pseudotsuga menziesii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379633,Pseudotsuga menziesii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379703,Pinus lambertiana,Douglas,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197001-2,197001-2,Y,1,117,Pinus lambertiana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379703,Pinus lambertiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379708,Pinus jeffreyi,Balf.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1215899-2,1215899-2,Y,1,116,Pinus jeffreyi,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379708,Pinus jeffreyi,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379762,Pinus longaeva,D.K.Bailey,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,197012-2,197012-2,Y,1,142,Pinus longaeva,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379762,Pinus longaeva,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379770,Pinus leiophylla,Schiede ex Schltdl. & Cham.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30112234-2,30112234-2,Y,1,118,Pinus leiophylla,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379770,Pinus leiophylla,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379818,Pinus echinata,Mill.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,262913-1,262913-1,Y,1,110,Pinus echinata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379818,Pinus echinata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379820,Pinus edulis,Engelm.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,196975-2,196975-2,Y,1,106,Pinus edulis,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,379820,Pinus edulis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379837,Pinus discolor,D.K.Bailey & Hawksw.,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,677028-1,677028-1,Y,1,134,Pinus discolor,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,379837,Pinus discolor,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379843,Pinus contorta,Douglas ex Loudon,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30000492-2,30000492-2,Y,1,108,Pinus contorta,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379843,Pinus contorta,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
379852,Pinus coulteri,D.Don,Pinaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,196961-2,196961-2,Y,1,109,Pinus coulteri,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,379852,Pinus coulteri,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
