analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_family,analysis_species_rank,analysis_species_status,analysis_species_hybrid_flag,ordinary_core_class,analysis_species_hybrid_formula,wcvp_hybrid_formula_present_flag,ipni_id,powo_id,wcvp_reviewed_flag,component_fia_code_count,component_fia_codes,component_fia_names,component_mapping_classes,contains_synonym_component_flag,contains_infraspecific_component_flag,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,taxonomy_ambiguity_flag,distribution_query_plant_name_id,distribution_query_taxon_name,source_code_map_version
2448805,Ulmus rubra,Muhl.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,306680-2,306680-2,N,1,975,Ulmus rubra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2448805,Ulmus rubra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2448824,Ulmus pumila,L.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,303333-2,303333-2,N,1,974,Ulmus pumila,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2448824,Ulmus pumila,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2448843,Ulmus thomasii,Sarg.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,300247-2,300247-2,N,1,977,Ulmus thomasii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2448843,Ulmus thomasii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2448857,Ulmus serotina,Sarg.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,259375-2,259375-2,N,1,976,Ulmus serotina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2448857,Ulmus serotina,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2449976,Ulmus crassifolia,Nutt.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,302278-2,302278-2,N,1,973,Ulmus crassifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2449976,Ulmus crassifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2450008,Ulmus alata,Michx.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,302994-2,302994-2,N,1,971,Ulmus alata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2450008,Ulmus alata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2450019,Ulmus americana,L.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,304464-2,304464-2,N,1,972,Ulmus americana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2450019,Ulmus americana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2452405,Vachellia farnesiana,(L.) Wight & Arn.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1099713-2,1099713-2,Y,1,303,Acacia farnesiana,SYNONYM_TO_ACCEPTED_SPECIES,1,0,0,1,DRC_ONLY,1,1,0,0,2452405,Vachellia farnesiana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2458798,Vaccinium arboreum,Marshall,Ericaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,317271-2,317271-2,N,1,8860,Vaccinium arboreum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2458798,Vaccinium arboreum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2469375,Zanthoxylum clava-herculis,L.,Rutaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,775655-1,775655-1,N,1,8944,Zanthoxylum clava-herculis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2469375,Zanthoxylum clava-herculis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2480191,Schinus terebinthifolia,Raddi,Anacardiaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,71069-1,71069-1,N,1,8563,Schinus terebinthifolius,AUTHORITATIVE_ORTHOGRAPHIC_TO_ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2480191,Schinus terebinthifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2500717,Myrica cerifera,L.,Myricaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,166220-2,166220-2,N,1,7845,Morella cerifera,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2500717,Myrica cerifera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,148738-2,148738-2,N,1,641,Maclura pomifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501306,Maclura pomifera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2501381,Morus alba,L.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30051955-2,30051955-2,N,1,681,Morus alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501381,Morus alba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2501836,Morus microphylla,Buckley,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,854680-1,854680-1,N,1,683,Morus microphylla,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501836,Morus microphylla,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2501906,Morus rubra,L.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,854710-1,854710-1,N,1,682,Morus rubra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501906,Morus rubra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2505106,Melia azedarach,L.,Meliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,578949-1,578949-1,N,1,993,Melia azedarach,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2505106,Melia azedarach,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2518181,Tilia cordata,Mill.,Malvaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,835277-1,835277-1,N,1,8813,Tilia cordata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2518181,Tilia cordata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2518218,Tilia americana,L.,Malvaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,286108-2,286108-2,N,3,951;952;953,Tilia americana;Tilia americana var. caroliniana;Tilia americana var. heterophylla,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_SPECIES,1,0,3,0,DBH_ONLY,1,1,1,0,2518218,Tilia americana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2523018,Rhamnus cathartica,L.,Rhamnaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,718256-1,718256-1,N,1,6918,Rhamnus cathartica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2523018,Rhamnus cathartica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2523199,Rhizophora mangle,L.,Rhizophoraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30061148-2,30061148-2,N,1,989,Rhizophora mangle,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2523199,Rhizophora mangle,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2529931,Persea borbonia,(L.) Spreng.,Lauraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30100501-2,30100501-2,N,1,721,Persea borbonia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2529931,Persea borbonia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2540278,Piscidia piscipula,(L.) Sarg.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,199978-2,199978-2,Y,1,887,Piscidia piscipula,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2540278,Piscidia piscipula,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2541602,Phellodendron amurense,Rupr.,Rutaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,774774-1,774774-1,N,1,6516,Phellodendron amurense,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2541602,Phellodendron amurense,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2542391,Paulownia tomentosa,(Thunb.) Steud.,Paulowniaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,185784-2,185784-2,N,1,712,Paulownia tomentosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2542391,Paulownia tomentosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2551587,Planera aquatica,J.F.Gmel.,Ulmaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,305500-2,305500-2,N,1,722,Planera aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2551587,Planera aquatica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2570450,Platanus wrightii,S.Watson,Platanaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,201701-2,201701-2,N,1,732,Platanus wrightii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570450,Platanus wrightii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2570459,Platanus occidentalis,L.,Platanaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,685871-1,685871-1,N,1,731,Platanus occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570459,Platanus occidentalis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2570467,Platanus racemosa,Nutt.,Platanaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,685878-1,685878-1,N,1,730,Platanus racemosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570467,Platanus racemosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2582296,Sapindus drummondii,Hook. & Arn.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,227434-2,227434-2,N,1,919,Sapindus saponaria var. drummondii,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2582296,Sapindus drummondii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2591964,Sassafras albidum,(Nutt.) Nees,Lauraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,468624-1,468624-1,N,1,931,Sassafras albidum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2591964,Sassafras albidum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2596955,Strombocarpa pubescens,(Benth.) A.Gray,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,519580-1,519580-1,Y,1,758,Prosopis pubescens,SYNONYM_TO_ACCEPTED_SPECIES,1,0,0,1,DRC_ONLY,1,1,0,0,2596955,Strombocarpa pubescens,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,519718-1,519718-1,Y,1,870,Sophora affinis,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2598500,Styphnolobium affine,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2601502,Swietenia mahagoni,(L.) Jacq.,Meliaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1080203-2,1080203-2,N,1,940,Swietenia mahagoni,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2601502,Swietenia mahagoni,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2615689,Acer grandidentatum,Nutt.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1798-2,1798-2,N,1,322,Acer grandidentatum,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2615689,Acer grandidentatum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2615862,Acer leucoderme,Small,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1806-2,1806-2,N,1,323,Acer leucoderme,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2615862,Acer leucoderme,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2615900,Acer macrophyllum,Pursh,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,317376-2,317376-2,N,1,312,Acer macrophyllum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2615900,Acer macrophyllum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616024,Acer negundo,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781412-1,781412-1,N,1,313,Acer negundo,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616024,Acer negundo,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616060,Acer nigrum,F.Michx.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781415-1,781415-1,N,1,314,Acer nigrum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616060,Acer nigrum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616210,Acer pensylvanicum,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781446-1,781446-1,N,1,315,Acer pensylvanicum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616210,Acer pensylvanicum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616254,Acer platanoides,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781455-1,781455-1,N,1,320,Acer platanoides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616254,Acer platanoides,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616276,Acer pseudoplatanus,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781462-1,781462-1,N,1,5151,Acer pseudoplatanus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616276,Acer pseudoplatanus,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616329,Acer rubrum,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1867-2,1867-2,N,1,316,Acer rubrum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616329,Acer rubrum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616367,Acer saccharinum,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,1892-2,1892-2,N,1,317,Acer saccharinum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616367,Acer saccharinum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616387,Acer saccharum,Marshall,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,56795-1,56795-1,N,2,311;318,Acer barbatum;Acer saccharum,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2616387,Acer saccharum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616481,Acer spicatum,Lam.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781514-1,781514-1,N,1,319,Acer spicatum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616481,Acer spicatum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2616524,Acer tataricum,L.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781526-1,781526-1,N,1,5147,Acer ginnala,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,1,0,DBH_ONLY,1,1,1,0,2616524,Acer tataricum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2624481,Aesculus californica,(Spach) Nutt.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,781583-1,781583-1,N,1,333,Aesculus californica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2624481,Aesculus californica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2624500,Aesculus flava,Sol.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,271789-2,271789-2,N,1,332,Aesculus flava,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2624500,Aesculus flava,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2624506,Aesculus glabra,Willd.,Sapindaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30124420-2,30124420-2,N,2,331;334,Aesculus glabra;Aesculus glabra var. arguta,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,2624506,Aesculus glabra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2626815,Ailanthus altissima,(Mill.) Swingle,Simaroubaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,813521-1,813521-1,N,1,341,Ailanthus altissima,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2626815,Ailanthus altissima,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2627374,Albizia julibrissin,Durazz.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,473275-1,473275-1,Y,1,345,Albizia julibrissin,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2627374,Albizia julibrissin,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2640872,Annona glabra,L.,Annonaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,72208-1,72208-1,N,1,853,Annona glabra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2640872,Annona glabra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2646656,Arbutus arizonica,(A.Gray) Sarg.,Ericaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,17547-2,17547-2,N,1,362,Arbutus arizonica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2646656,Arbutus arizonica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2646696,Arbutus menziesii,Pursh,Ericaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,326479-1,326479-1,N,1,361,Arbutus menziesii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2646696,Arbutus menziesii,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2646755,Arbutus xalapensis,Kunth,Ericaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,309483-2,309483-2,N,1,363,Arbutus xalapensis,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2646755,Arbutus xalapensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2655435,Asimina triloba,(L.) Dunal,Annonaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,72521-1,72521-1,N,1,367,Asimina triloba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2655435,Asimina triloba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Moraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,850861-1,850861-1,N,1,6262,Broussonetia papyrifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2683772,Broussonetia papyrifera,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2687649,Bursera simaruba,(L.) Sarg.,Burseraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,127217-1,127217-1,N,1,854,Bursera simaruba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2687649,Bursera simaruba,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2695178,Camphora officinarum,Boerh. ex Fabr.,Lauraceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,77328940-1,77328940-1,N,1,858,Cinnamomum camphora,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2695178,Camphora officinarum,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,47778-2,47778-2,N,1,401,Carya aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701748,Carya aquatica,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701766,Carya cordiformis,(Wangenh.) K.Koch,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30187393-2,30187393-2,N,1,402,Carya cordiformis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701766,Carya cordiformis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701774,Carya floridana,Sarg.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,47794-2,47794-2,N,1,411,Carya floridana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701774,Carya floridana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701775,Carya glabra,(Mill.) Sweet,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30055752-2,30055752-2,N,2,403;412,Carya glabra;Carya ovalis,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2701775,Carya glabra,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701784,Carya illinoinensis,(Wangenh.) K.Koch,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,442167-1,442167-1,N,1,404,Carya illinoinensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701784,Carya illinoinensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701789,Carya laciniosa,(F.Michx.) G.Don,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,442172-1,442172-1,N,1,405,Carya laciniosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701789,Carya laciniosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,47809-2,47809-2,N,1,406,Carya myristiciformis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701803,Carya myristiciformis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701831,Carya ovata,(Mill.) K.Koch,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,30122806-2,30122806-2,N,2,407;413,Carya carolinae-septentrionalis;Carya ovata,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2701831,Carya ovata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,47834-2,47834-2,N,1,410,Carya pallida,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701846,Carya pallida,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701863,Carya texana,Buckley,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,77094433-1,77094433-1,N,1,408,Carya texana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701863,Carya texana,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2701867,Carya tomentosa,(Lam.) Nutt.,Juglandaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,47847-2,47847-2,N,1,409,Carya alba,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2701867,Carya tomentosa,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2708323,Celtis laevigata,Willd.,Cannabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,836997-1,836997-1,N,1,461,Celtis laevigata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2708323,Celtis laevigata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2708380,Celtis occidentalis,L.,Cannabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,301424-2,301424-2,N,1,462,Celtis occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2708380,Celtis occidentalis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2708432,Celtis reticulata,Torr.,Cannabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,851150-1,851150-1,N,1,463,Celtis laevigata var. reticulata,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2708432,Celtis reticulata,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2711403,Cercis canadensis,L.,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,316243-2,316243-2,Y,1,471,Cercis canadensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2711403,Cercis canadensis,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Fabaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,486421-1,486421-1,Y,1,481,Cladrastis kentukea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2724586,Cladrastis kentukea,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
2729242,Coccoloba diversifolia,Jacq.,Polygonaceae,Species,Accepted,0,ORDINARY_ACCEPTED_SPECIES,,0,693641-1,693641-1,N,1,863,Coccoloba diversifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2729242,Coccoloba diversifolia,Q1_FIA_CODE_TO_ANALYSIS_SPECIES_v02
