analysis_species_id,analysis_species_name,wcvp_distribution_record_count,confirmed_current_native_record_count,native_historical_extinct_record_count,native_location_doubtful_record_count,introduced_audit_record_count,all_distribution_flags_valid_binary,confirmed_native_CONUS,confirmed_native_Canada,confirmed_native_Alaska,confirmed_native_Mexico,confirmed_native_Central_America,confirmed_native_outside_USA_Canada,confirmed_native_outside_North_America,transcontinental_circumboreal_global_extension_flag,introduced_in_CONUS_audit_flag,extinct_native_outside_primary_CONUS_domain_flag,doubtful_native_outside_primary_CONUS_domain_flag,confirmed_native_level3_areas,confirmed_native_outside_USA_Canada_level3_areas,confirmed_native_outside_North_America_level3_areas,introduced_CONUS_level3_areas,extinct_native_outside_domain_level3_areas,doubtful_native_outside_domain_level3_areas,macro_region_rule_version
2501306,Maclura pomifera,48,3,0,0,45,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ARK:Arkansas;OKL:Oklahoma;TEX:Texas,,,ALA:Alabama;CAL:California;CNT:Connecticut;COL:Colorado;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAS:Massachusetts;MIC:Michigan;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NEB:Nebraska;NWJ:New Jersey;NWM:New Mexico;NWY:New York;OHI:Ohio;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;SDA:South Dakota;TEN:Tennessee;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2501381,Morus alba,128,2,0,0,126,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CHC:China South-Central;CHN:China North-Central,CHC:China South-Central;CHN:China North-Central,CHC:China South-Central;CHN:China North-Central,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;COL:Colorado;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NDA:North Dakota;NEB:Nebraska;NWH:New Hampshire;NWJ:New Jersey;NWM:New Mexico;NWY:New York;OHI:Ohio;OKL:Oklahoma;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;SDA:South Dakota;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2501836,Morus microphylla,6,6,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXE:Mexico Northeast;MXN:Mexico Northwest;NWM:New Mexico;OKL:Oklahoma;TEX:Texas,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2501906,Morus rubra,38,34,0,0,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NEB:Nebraska;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,,,NWM:New Mexico,,,TAXON_RANGE_BUILD_CONTRACT_v01
2505106,Melia azedarach,165,28,0,0,137,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ASS:Assam;BAN:Bangladesh;CBD:Cambodia;CHC:China South-Central;CHH:Hainan;CHN:China North-Central;CHS:China Southeast;EHM:East Himalaya;IND:India;JAW:Jawa;LAO:Laos;LSI:Lesser Sunda Is.;MYA:Myanmar;NEP:Nepal;NSW:New South Wales;NTA:Northern Territory;NWG:New Guinea;PAK:Pakistan;PHI:Philippines;QLD:Queensland;SOL:Solomon Is.;SRL:Sri Lanka;SUM:Sumatera;TAI:Taiwan;THA:Thailand;VIE:Vietnam;WAU:Western Australia;WHM:West Himalaya,ASS:Assam;BAN:Bangladesh;CBD:Cambodia;CHC:China South-Central;CHH:Hainan;CHN:China North-Central;CHS:China Southeast;EHM:East Himalaya;IND:India;JAW:Jawa;LAO:Laos;LSI:Lesser Sunda Is.;MYA:Myanmar;NEP:Nepal;NSW:New South Wales;NTA:Northern Territory;NWG:New Guinea;PAK:Pakistan;PHI:Philippines;QLD:Queensland;SOL:Solomon Is.;SRL:Sri Lanka;SUM:Sumatera;TAI:Taiwan;THA:Thailand;VIE:Vietnam;WAU:Western Australia;WHM:West Himalaya,ASS:Assam;BAN:Bangladesh;CBD:Cambodia;CHC:China South-Central;CHH:Hainan;CHN:China North-Central;CHS:China Southeast;EHM:East Himalaya;IND:India;JAW:Jawa;LAO:Laos;LSI:Lesser Sunda Is.;MYA:Myanmar;NEP:Nepal;NSW:New South Wales;NTA:Northern Territory;NWG:New Guinea;PAK:Pakistan;PHI:Philippines;QLD:Queensland;SOL:Solomon Is.;SRL:Sri Lanka;SUM:Sumatera;TAI:Taiwan;THA:Thailand;VIE:Vietnam;WAU:Western Australia;WHM:West Himalaya,ALA:Alabama;ARI:Arizona;ARK:Arkansas;CAL:California;FLA:Florida;GEO:Georgia;LOU:Louisiana;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NWM:New Mexico;NWY:New York;OKL:Oklahoma;SCA:South Carolina;TEN:Tennessee;TEX:Texas;UTA:Utah;VRG:Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2518181,Tilia cordata,45,39,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ALB:Albania;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;COR:Corse;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KRA:Krasnoyarsk;KRY:Krym;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUE:Türkiye-in-Europe;UKR:Ukraine;WSB:West Siberia;YUG:NW. Balkan Pen.,ALB:Albania;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;COR:Corse;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KRA:Krasnoyarsk;KRY:Krym;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUE:Türkiye-in-Europe;UKR:Ukraine;WSB:West Siberia;YUG:NW. Balkan Pen.,ALB:Albania;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;COR:Corse;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KRA:Krasnoyarsk;KRY:Krym;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;RUW:Northwest European Russia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUE:Türkiye-in-Europe;UKR:Ukraine;WSB:West Siberia;YUG:NW. Balkan Pen.,ILL:Illinois;MRY:Maryland;NWY:New York;VER:Vermont;VRG:Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2518218,Tilia americana,51,49,0,0,2,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAI:Maine;MAN:Manitoba;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;MSI:Mississippi;MSO:Missouri;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;MXT:Mexico Southeast;NBR:New Brunswick;NCA:North Carolina;NDA:North Dakota;NEB:Nebraska;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;PEN:Pennsylvania;QUE:Québec;RHO:Rhode I.;SAS:Saskatchewan;SCA:South Carolina;SDA:South Dakota;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;MXT:Mexico Southeast,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2523018,Rhamnus cathartica,91,46,0,0,45,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ALB:Albania;ALG:Algeria;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;CHX:Xinjiang;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KGZ:Kirgizstan;KRY:Krym;LBS:Lebanon-Syria;MOR:Morocco;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;POR:Portugal;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;SIC:Sicilia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TZK:Tadzhikistan;UKR:Ukraine;UZB:Uzbekistan;WSB:West Siberia;YUG:NW. Balkan Pen.,ALB:Albania;ALG:Algeria;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;CHX:Xinjiang;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KGZ:Kirgizstan;KRY:Krym;LBS:Lebanon-Syria;MOR:Morocco;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;POR:Portugal;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;SIC:Sicilia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TZK:Tadzhikistan;UKR:Ukraine;UZB:Uzbekistan;WSB:West Siberia;YUG:NW. Balkan Pen.,ALB:Albania;ALG:Algeria;ALT:Altay;AUT:Austria;BGM:Belgium;BLR:Belarus;BLT:Baltic States;BUL:Bulgaria;CHX:Xinjiang;CZE:Czechia-Slovakia;DEN:Denmark;FIN:Finland;FRA:France;GER:Germany;GRB:Great Britain;GRC:Greece;HUN:Hungary;IRE:Ireland;IRN:Iran;ITA:Italy;KAZ:Kazakhstan;KGZ:Kirgizstan;KRY:Krym;LBS:Lebanon-Syria;MOR:Morocco;NCS:North Caucasus;NET:Netherlands;NOR:Norway;POL:Poland;POR:Portugal;ROM:Romania;RUC:Central European Russia;RUE:East European Russia;RUN:North European Russia;RUS:South European Russia;SIC:Sicilia;SPA:Spain;SWE:Sweden;SWI:Switzerland;TCS:Transcaucasus;TUR:Türkiye;TZK:Tadzhikistan;UKR:Ukraine;UZB:Uzbekistan;WSB:West Siberia;YUG:NW. Balkan Pen.,ARI:Arizona;ARK:Arkansas;CNT:Connecticut;COL:Colorado;DEL:Delaware;IDA:Idaho;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MNT:Montana;MRY:Maryland;MSO:Missouri;NCA:North Carolina;NDA:North Dakota;NEB:Nebraska;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;PEN:Pennsylvania;RHO:Rhode I.;SDA:South Dakota;TEN:Tennessee;UTA:Utah;VER:Vermont;VRG:Virginia;WAS:Washington;WIS:Wisconsin;WVA:West Virginia;WYO:Wyoming,,,TAXON_RANGE_BUILD_CONTRACT_v01
2523199,Rhizophora mangle,57,55,0,0,2,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,ANG:Angola;ARU:Aruba;BAH:Bahamas;BEN:Benin;BER:Bermuda;BLZ:Belize;BZE:Brazil Northeast;BZL:Brazil Southeast;BZN:Brazil North;BZS:Brazil South;CAY:Cayman Is.;CLM:Colombia;CMN:Cameroon;COS:Costa Rica;CUB:Cuba;DOM:Dominican Republic;ECU:Ecuador;ELS:El Salvador;FLA:Florida;FRG:French Guiana;GAB:Gabon;GAL:Galápagos;GAM:Gambia;GGI:Gulf of Guinea Is.;GNB:Guinea-Bissau;GUA:Guatemala;GUI:Guinea;GUY:Guyana;HAI:Haiti;HON:Honduras;JAM:Jamaica;LBR:Liberia;LEE:Leeward Is.;MTN:Mauritania;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;MXT:Mexico Southeast;NGA:Nigeria;NIC:Nicaragua;NLA:Netherlands Antilles;PAN:Panamá;PER:Peru;PUE:Puerto Rico;SEN:Senegal;SIE:Sierra Leone;SUR:Suriname;SWC:Southwest Caribbean;TCI:Turks-Caicos Is.;TRT:Trinidad-Tobago;VEN:Venezuela;VNA:Venezuelan Antilles;WIN:Windward Is.,ANG:Angola;ARU:Aruba;BAH:Bahamas;BEN:Benin;BER:Bermuda;BLZ:Belize;BZE:Brazil Northeast;BZL:Brazil Southeast;BZN:Brazil North;BZS:Brazil South;CAY:Cayman Is.;CLM:Colombia;CMN:Cameroon;COS:Costa Rica;CUB:Cuba;DOM:Dominican Republic;ECU:Ecuador;ELS:El Salvador;FRG:French Guiana;GAB:Gabon;GAL:Galápagos;GAM:Gambia;GGI:Gulf of Guinea Is.;GNB:Guinea-Bissau;GUA:Guatemala;GUI:Guinea;GUY:Guyana;HAI:Haiti;HON:Honduras;JAM:Jamaica;LBR:Liberia;LEE:Leeward Is.;MTN:Mauritania;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;MXS:Mexico Southwest;MXT:Mexico Southeast;NGA:Nigeria;NIC:Nicaragua;NLA:Netherlands Antilles;PAN:Panamá;PER:Peru;PUE:Puerto Rico;SEN:Senegal;SIE:Sierra Leone;SUR:Suriname;SWC:Southwest Caribbean;TCI:Turks-Caicos Is.;TRT:Trinidad-Tobago;VEN:Venezuela;VNA:Venezuelan Antilles;WIN:Windward Is.,ANG:Angola;BEN:Benin;BZE:Brazil Northeast;BZL:Brazil Southeast;BZN:Brazil North;BZS:Brazil South;CLM:Colombia;CMN:Cameroon;ECU:Ecuador;FRG:French Guiana;GAB:Gabon;GAL:Galápagos;GAM:Gambia;GGI:Gulf of Guinea Is.;GNB:Guinea-Bissau;GUI:Guinea;GUY:Guyana;LBR:Liberia;MTN:Mauritania;NGA:Nigeria;PER:Peru;SEN:Senegal;SIE:Sierra Leone;SUR:Suriname;VEN:Venezuela,TEX:Texas,,,TAXON_RANGE_BUILD_CONTRACT_v01
2529931,Persea borbonia,9,9,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;FLA:Florida;GEO:Georgia;LOU:Louisiana;MSI:Mississippi;NCA:North Carolina;SCA:South Carolina;TEX:Texas,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2540278,Piscidia piscipula,19,17,0,0,2,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BAH:Bahamas;BLZ:Belize;CAY:Cayman Is.;CUB:Cuba;DOM:Dominican Republic;FLA:Florida;GUA:Guatemala;HON:Honduras;JAM:Jamaica;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXS:Mexico Southwest;MXT:Mexico Southeast;PAN:Panamá;SWC:Southwest Caribbean;VNA:Venezuelan Antilles,BAH:Bahamas;BLZ:Belize;CAY:Cayman Is.;CUB:Cuba;DOM:Dominican Republic;GUA:Guatemala;HON:Honduras;JAM:Jamaica;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXS:Mexico Southwest;MXT:Mexico Southeast;PAN:Panamá;SWC:Southwest Caribbean;VNA:Venezuelan Antilles,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2541602,Phellodendron amurense,39,12,0,0,27,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,AMU:Amur;CHI:Inner Mongolia;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;JAP:Japan;KHA:Khabarovsk;KOR:Korea;KUR:Kuril Is.;PRM:Primorye;SAK:Sakhalin;TAI:Taiwan,AMU:Amur;CHI:Inner Mongolia;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;JAP:Japan;KHA:Khabarovsk;KOR:Korea;KUR:Kuril Is.;PRM:Primorye;SAK:Sakhalin;TAI:Taiwan,AMU:Amur;CHI:Inner Mongolia;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;JAP:Japan;KHA:Khabarovsk;KOR:Korea;KUR:Kuril Is.;PRM:Primorye;SAK:Sakhalin;TAI:Taiwan,CNT:Connecticut;DEL:Delaware;ILL:Illinois;INI:Indiana;MAS:Massachusetts;MIC:Michigan;MIN:Minnesota;MRY:Maryland;MSO:Missouri;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;PEN:Pennsylvania;RHO:Rhode I.;VER:Vermont;VRG:Virginia;WIS:Wisconsin;WVA:West Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2542391,Paulownia tomentosa,51,5,0,0,46,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CHC:China South-Central;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;KOR:Korea,CHC:China South-Central;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;KOR:Korea,CHC:China South-Central;CHM:Manchuria;CHN:China North-Central;CHS:China Southeast;KOR:Korea,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;KTY:Kentucky;LOU:Louisiana;MAS:Massachusetts;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ORE:Oregon;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VRG:Virginia;WAS:Washington;WDC:District of Columbia;WVA:West Virginia,,,TAXON_RANGE_BUILD_CONTRACT_v01
2551587,Planera aquatica,14,14,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;FLA:Florida;GEO:Georgia;ILL:Illinois;KTY:Kentucky;LOU:Louisiana;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;OKL:Oklahoma;SCA:South Carolina;TEN:Tennessee;TEX:Texas,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2570450,Platanus wrightii,4,4,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;MXE:Mexico Northeast;MXN:Mexico Northwest;NWM:New Mexico,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2570459,Platanus occidentalis,40,36,0,0,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NEB:Nebraska;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WIS:Wisconsin;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2570467,Platanus racemosa,2,2,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CAL:California;MXN:Mexico Northwest,MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2582296,Sapindus drummondii,13,13,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARI:Arizona;ARK:Arkansas;COL:Colorado;KAN:Kansas;LOU:Louisiana;MSO:Missouri;MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest;NWM:New Mexico;OKL:Oklahoma;TEX:Texas,MXE:Mexico Northeast;MXG:Mexico Gulf;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2591964,Sassafras albidum,36,34,1,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;CNT:Connecticut;DEL:Delaware;FLA:Florida;GEO:Georgia;ILL:Illinois;INI:Indiana;IOW:Iowa;KAN:Kansas;KTY:Kentucky;LOU:Louisiana;MAI:Maine;MAS:Massachusetts;MIC:Michigan;MRY:Maryland;MSI:Mississippi;MSO:Missouri;NCA:North Carolina;NWH:New Hampshire;NWJ:New Jersey;NWY:New York;OHI:Ohio;OKL:Oklahoma;ONT:Ontario;PEN:Pennsylvania;RHO:Rhode I.;SCA:South Carolina;TEN:Tennessee;TEX:Texas;VER:Vermont;VRG:Virginia;WDC:District of Columbia;WVA:West Virginia,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2596955,Strombocarpa pubescens,9,8,0,0,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;CAL:California;MXE:Mexico Northeast;MXN:Mexico Northwest;NEV:Nevada;NWM:New Mexico;TEX:Texas;UTA:Utah,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2598500,Styphnolobium affine,4,4,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ARK:Arkansas;LOU:Louisiana;OKL:Oklahoma;TEX:Texas,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2601502,Swietenia mahagoni,31,8,0,0,23,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BAH:Bahamas;CAY:Cayman Is.;CUB:Cuba;DOM:Dominican Republic;FLA:Florida;HAI:Haiti;JAM:Jamaica;TCI:Turks-Caicos Is.,BAH:Bahamas;CAY:Cayman Is.;CUB:Cuba;DOM:Dominican Republic;HAI:Haiti;JAM:Jamaica;TCI:Turks-Caicos Is.,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2615689,Acer grandidentatum,12,12,0,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ARI:Arizona;COL:Colorado;IDA:Idaho;MNT:Montana;MXE:Mexico Northeast;MXN:Mexico Northwest;NEV:Nevada;NWM:New Mexico;OKL:Oklahoma;TEX:Texas;UTA:Utah;WYO:Wyoming,MXE:Mexico Northeast;MXN:Mexico Northwest,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2615862,Acer leucoderme,11,11,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ALA:Alabama;ARK:Arkansas;FLA:Florida;GEO:Georgia;LOU:Louisiana;MSI:Mississippi;NCA:North Carolina;OKL:Oklahoma;SCA:South Carolina;TEN:Tennessee;TEX:Texas,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
2615900,Acer macrophyllum,4,4,0,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BRC:British Columbia;CAL:California;ORE:Oregon;WAS:Washington,,,,,,TAXON_RANGE_BUILD_CONTRACT_v01
