FIA_SPCD,accepted_scientific_name,direction,fold,actual_case_count,observed_positive_case_count,max_individual_state_aligned_p95,marginal_mean_triangle_upper_sum_raw,marginal_mean_triangle_upper_sum_capped_at_1,empirical_marginal_expected_hidden_positive_count,marginal_union_outer_bound_capped_at_1,observed_point_tv_sum,parent_extreme_failure_conditional_p95_sum_capped_at_1,AB_fold_discrepancy_tv,max_p95_to_fold_tv_ratio,mean_sum_to_fold_tv_ratio,primary_labels,outer_label
822,Quercus lyrata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5274976537568068,0.0,0.002830923812117787,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
824,Quercus marilandica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.4188379864199515,0.0,0.003565353948958995,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
827,Quercus nigra,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.21970860420380892,0.0,0.006796755522014826,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
828,Quercus texana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5723689625929858,0.0,0.0026089913437851884,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
831,Quercus phellos,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.441253381668035,0.0,0.003384236202817038,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
835,Quercus stellata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.24199009430370394,0.0,0.006170937174735219,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
836,Quercus similis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
838,Quercus virginiana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.24905935057685316,0.0,0.00599578239242061,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
840,Quercus margaretta,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7625436377650359,0.0,0.001958321589611824,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
841,Quercus minima,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6154792909010098,0.0,0.002426248439115367,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
842,Quercus incana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7869390546269116,0.0,0.00189761285842445,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
851,Quercus graciliformis,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
870,Styphnolobium affine,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.7316130968926422,0.0,0.002041113910069242,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
901,Robinia pseudoacacia,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.5361488233422997,0.0,0.002785244700430909,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
971,Ulmus alata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.26731342333972874,0.0,0.005586347480046168,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
996,Cotinus obovatus,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6526703908702783,0.0,0.0022879935871845157,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6768,Quercus arkansana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6782,Quercus georgiana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
6791,Quercus myrtifolia,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6068498622769661,0.0,0.0024607497862047197,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8345,Prunus caroliniana,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,1.0,0.0,0.001493305668856408,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8441,Quercus geminata,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.6819748579519743,0.0,0.0021896784777974453,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8449,Quercus hemisphaerica,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.684049752081738,0.0,0.002183036634852798,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8513,Quercus buckleyi,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,0.33551211487381416,0.0,0.004450824881295386,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
8860,Vaccinium arboreum,BA,A,22,0,0.0,0.001493305668856408,0.001493305668856408,0.15413692619633262,0.15413692619633262,0.0,1.0,NA,NA,NA,MAX_INDIVIDUAL_STATE_ALIGNED_P95;MARGINAL_MEAN_TRIANGLE_UPPER_SUM;EMPIRICAL_MARGINAL_EXPECTED_HIDDEN_POSITIVE_COUNT,EXTREME_OUTER_NO_CANCELLATION_ENVELOPE_COMPARISON_ONLY
