layer,synthetic_species_id,world,orientation,target_fold,support_cells,support_cells_zero_target_fold_plots,support_truth_mass_fraction_zero_target_fold_plots,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,entropy_bias,true_concentration,estimated_concentration,concentration_bias,estimated_total_mass,total_mass_relative_error,cell_bias,cell_relative_bias,cell_rmse,cell_relative_rmse,cell_mass_correlation,ci95_coverage_all_support,ci95_coverage_positive_exposure
A2,SYN018,STRONG,AB,B,66,0,0.0,0.07689760135780645,1.8032285668988985,2.0954366343776405,3.0321024927979034,2.982040527777694,-0.05006196502020943,0.07712691256957196,0.08201834724674309,0.004891434677171125,100837863.6804454,0.008378636804454054,12694.90424917277,-0.05455859339371679,302338.81314416183,0.7427698854375328,0.9964345604789433,0.7575757575757576,0.7575757575757576
A1,SYN018,STRONG,BA,A,66,2,0.001360892112001607,0.1451319726676649,5.835569969389554,4.374697154794321,3.0321024927979034,3.0581832921114502,0.026080799313546787,0.07712691256957196,0.07516306217836503,-0.001963850391206931,99999999.99999999,-1.1102230246251565e-16,-6.371975001512152e-11,0.16685179048290483,882688.3062985322,1.4987926227494592,0.9579695134976975,,
A2,SYN018,STRONG,BA,A,66,2,0.001360892112001607,0.10225049048228828,1.6811852058380772,2.3349908496727196,3.0321024927979034,2.9739277005808686,-0.05817479221703481,0.07712691256957196,0.07995291908162983,0.0028260065120578604,102983167.87316215,0.029831678731621514,45199.5132297296,-0.04703771612770512,337804.5479856638,1.0724496741256686,0.9956695287921304,0.6666666666666666,0.6875
A1,SYN018,PAIRED_NULL,AB,B,66,0,0.0,0.16668345302013718,13.49288200321622,20.02124277474138,3.032102492797904,2.934494278390612,-0.09760821440729206,0.07712691256957195,0.08483875819649835,0.007711845626926395,100000000.0,-1.1102230246251565e-16,-4.233284430070357e-11,-0.1295323488625436,1028029.4384217021,0.9619992695130871,0.9486510755952626,,
A2,SYN018,PAIRED_NULL,AB,B,66,0,0.0,0.0785722023356693,1.7523712656794637,0.26368919090995957,3.032102492797904,2.993577437144805,-0.03852505565309894,0.07712691256957195,0.08097837697845728,0.0038514644088853273,103721417.09127867,0.03721417091278667,56385.10744361634,-0.044491674169091236,313977.3777309001,0.7595867517271723,0.9974719879561064,0.7575757575757576,0.7575757575757576
A1,SYN018,PAIRED_NULL,BA,A,66,2,0.007646228524752776,0.1516494618897544,6.649005099191018,6.283876191706315,3.032102492797904,2.8335762127566557,-0.19852628004124817,0.07712691256957195,0.09114240092901728,0.014015488359445327,100000000.00000001,0.0,3.527737025058631e-12,-0.18561758277856474,645233.674941088,1.268285293003019,0.9851804739697771,,
A2,SYN018,PAIRED_NULL,BA,A,66,2,0.007646228524752776,0.10189350342363919,3.6668721341251707,5.824957956273051,3.032102492797904,2.984692410177585,-0.04741008262031876,0.07712691256957195,0.07875772454509822,0.0016308119755262668,103167034.47139268,0.0316703447139266,47985.370778676865,-0.03740645167134322,294222.2046665266,1.0704342169929417,0.9966825219338198,0.7424242424242424,0.765625
A1,SYN019,STRONG,AB,B,76,3,0.0035638702817196045,0.22627984302048,13.330592334238588,7.260384990459616,3.42535682873782,3.1789769322693706,-0.24637989646844938,0.046124115958640216,0.05987059143624801,0.013746475477607795,100000000.0,-1.1102230246251565e-16,4.604915279502931e-11,-0.2413091920375129,1125569.4303247468,0.7954490772773898,0.8925421702938875,,
A2,SYN019,STRONG,AB,B,76,3,0.0035638702817196045,0.102438992717411,2.940820249325948,5.650883401867634,3.42535682873782,3.4250922201377567,-0.00026460860006327636,0.046124115958640216,0.046162359757280405,3.824379864018901e-05,98239178.63182434,-0.01760821368175669,-23168.702212837437,0.06866282468417062,348746.67484109016,0.7507173877293586,0.9859480401348449,0.7894736842105263,0.821917808219178
A1,SYN019,STRONG,BA,A,76,4,0.006680299995994147,0.24103934920526324,12.839764591332607,7.093152106563002,3.42535682873782,3.215089867334231,-0.21026696140358903,0.046124115958640216,0.05738568228971696,0.011261566331076743,100000000.00000001,0.0,7.821654435247183e-11,-0.19566226987443,1173806.2431135394,0.9256770845000336,0.8736964446696073,,
A2,SYN019,STRONG,BA,A,76,4,0.006680299995994147,0.12044974526419297,4.102500449638441,6.132458506312179,3.42535682873782,3.3589597346138484,-0.06639709412397155,0.046124115958640216,0.04747879198347161,0.001354676024831393,92220935.44504058,-0.07779064554959425,-102356.11256525519,-0.17142264401602555,448127.0926200562,0.6925998352552439,0.9785347757867124,0.6710526315789473,0.7083333333333334
A1,SYN019,PAIRED_NULL,AB,B,76,3,0.009524508385849185,0.3254822639407829,23.959086468841747,25.559090560982504,3.42535682873782,3.382429558844285,-0.04292726989353479,0.046124115958640216,0.04244653370421604,-0.003677582254424175,100000000.0,0.0,6.127122201417621e-11,-0.11804398658182057,1608785.6299875462,0.9136996465791085,0.6852333137820212,,
A2,SYN019,PAIRED_NULL,AB,B,76,3,0.009524508385849185,0.11042768425784287,4.461151514754192,5.721115248156502,3.42535682873782,3.3451287523659845,-0.08022807637183549,0.046124115958640216,0.04847566516982091,0.0023515492111806924,96926340.69597569,-0.03073659304024312,-40442.885579267044,-0.16138455442157118,238496.67479833655,0.6220072056442624,0.9936577083632314,0.7368421052631579,0.7671232876712328
A1,SYN019,PAIRED_NULL,BA,A,76,4,0.07074349266791634,0.35226057352534706,19.94383907811149,18.91617606824517,3.42535682873782,3.272013430312219,-0.15334339842560096,0.046124115958640216,0.0493861000165331,0.0032619840578928805,100000000.0,0.0,4.193249256595185e-11,-0.17061173187783138,1763365.0914830668,0.9720164184841732,0.6592044097492091,,
A2,SYN019,PAIRED_NULL,BA,A,76,4,0.07074349266791634,0.21891189968732744,6.1475837135993086,3.6745107700932524,3.42535682873782,3.3578667726030913,-0.0674900561347287,0.046124115958640216,0.04866991477724903,0.0025457988186088146,99683601.71052974,-0.003163982894702544,-4163.135387766475,0.0435088004021909,820027.041948981,0.9058541092332917,0.9256614922517694,0.7631578947368421,0.8055555555555556
A1,SYN020,STRONG,AB,B,105,11,0.09596602221556126,0.5445098492125979,59.223117762074075,62.50420901165155,3.188963444901398,1.6607114789233153,-1.5282519659780829,0.07135501001820901,0.3286816891080441,0.2573266790898351,100000000.0,0.0,8.540588342362926e-11,-0.6115138564752456,4592712.375391502,1.3786758861551625,0.5677512775034987,,
A2,SYN020,STRONG,AB,B,105,11,0.09596602221556126,0.24601681041008885,6.719434503463729,3.6142713435454272,3.188963444901398,3.070654447958754,-0.1183089969426443,0.07135501001820901,0.07901754360284959,0.007662533584640571,88954086.48143867,-0.11045913518561334,-105199.17636725065,-0.10564587387053173,803079.051877991,1.0468496934385956,0.9446484491136731,0.6476190476190476,0.723404255319149
A1,SYN020,STRONG,BA,A,105,19,0.1815386625578393,0.5478345632319785,55.72137177508117,43.38255439646307,3.188963444901398,1.7890634345176086,-1.3999000103837895,0.07135501001820901,0.3147376597697903,0.24338264975158128,100000000.0,0.0,8.540588342362926e-11,-0.6100828080928647,4626259.075747496,1.2604961053212649,0.5180045731599267,,
A2,SYN020,STRONG,BA,A,105,19,0.1815386625578393,0.33212654789705537,12.909040398263373,16.585562411997735,3.188963444901398,3.0090044193225274,-0.17995902557887078,0.07135501001820901,0.07953466402436583,0.00817965400615682,82902631.25803313,-0.17097368741966879,-162832.08325682723,-0.23604053645949305,1262349.453559238,0.9012036814393292,0.8570444782201843,0.5333333333333333,0.6511627906976745
A1,SYN020,PAIRED_NULL,AB,B,105,11,0.13217331444359376,0.7241875578272727,86.34787123355814,117.55423103125848,3.188963444901398,2.4456488739433118,-0.7433145709580864,0.07135501001820899,0.14453125,0.07317623998179101,100000000.0,2.220446049250313e-16,2.2155290935188531e-10,2.2833988068270146,4017686.1338566104,12.992857126940303,0.1496718817086777,,
A2,SYN020,PAIRED_NULL,AB,B,105,11,0.13217331444359376,0.27925965568182287,15.24884019528092,21.555256721189267,3.188963444901398,3.007465787477158,-0.18149765742424018,0.07135501001820899,0.08593289165639513,0.014577881638186144,90844122.29557814,-0.09155877704421844,-87198.83528020789,-0.09846625532955168,996409.3761817482,0.8637631092976767,0.917211513745077,0.6666666666666666,0.7446808510638298
A1,SYN020,PAIRED_NULL,BA,A,105,19,0.29966401048679914,0.6617422324302322,60.41538335261567,79.29445603723389,3.188963444901398,2.6401161092783108,-0.5488473356230874,0.07135501001820899,0.09732910819375282,0.02597409817554383,100000000.0,2.220446049250313e-16,2.2155290935188531e-10,1.0244070434517418,3101196.3494104943,6.472557548295984,0.3301572200032098,,
A2,SYN020,PAIRED_NULL,BA,A,105,19,0.29966401048679914,0.42707808265924724,15.949215777001537,5.252159251954391,3.188963444901398,2.865600517526193,-0.323362927375205,0.07135501001820899,0.09778114629265451,0.026426136274445525,68065150.32767025,-0.31934849672329746,-304141.42545075936,-0.21355380300662508,1370258.7159566716,1.134737825271784,0.8350667101395782,0.47619047619047616,0.5813953488372093
A1,SYN021,STRONG,AB,B,161,0,0.0,0.24985552039863854,23.206493918561687,33.32738157753857,4.3702009011489364,4.195777524051355,-0.1744233770975816,0.01746934765962923,0.02010487886444709,0.0026355312048178606,100000000.0,-3.3306690738754696e-16,-9.25537962350786e-11,-0.11585517981888481,479539.28866227285,0.9560146732643526,0.8575219942031067,,
A2,SYN021,STRONG,AB,B,161,0,0.0,0.12676276538952394,4.192308132822216,5.531545717348004,4.3702009011489364,4.3025561026684835,-0.0676447984804529,0.01746934765962923,0.018690720570153845,0.0012213729105246159,101007242.79393412,0.010072427939340933,6256.166421950959,-0.058871658981311,207476.1473979989,0.7715098825153611,0.9729760903498254,0.7453416149068323,0.7453416149068323
A1,SYN021,STRONG,BA,A,161,1,0.00022732536441824833,0.2599533275256437,23.26970752964292,33.28559583946124,4.3702009011489364,4.152434759457799,-0.21776614169113717,0.01746934765962923,0.022001886968865014,0.004532539309235785,99999999.99999999,-4.440892098500626e-16,-1.0990763302915585e-10,-0.057862943287643964,533286.0548831181,1.2405357332055704,0.8426378521019173,,
A2,SYN021,STRONG,BA,A,161,1,0.00022732536441824833,0.16789012085041688,5.520563643269969,7.480406763978831,4.3702009011489364,4.232401014875541,-0.13779988627339534,0.01746934765962923,0.01974234436815127,0.002272996708522039,97909243.70072336,-0.020907562992766637,-12986.063970662415,-0.010584584369839984,276218.2363638183,1.9887164949659368,0.9517964622831591,0.6583850931677019,0.6625
A1,SYN021,PAIRED_NULL,AB,B,161,0,0.0,0.2993835411510149,31.44718307804237,46.26476251892679,4.3702009011489364,4.10531946237472,-0.2648814387742169,0.01746934765962922,0.02544125270996324,0.00797190505033402,100000000.0,0.0,0.0,0.13648111942722965,584714.9903465054,1.4360207285053481,0.848992636537169,,
A2,SYN021,PAIRED_NULL,AB,B,161,0,0.0,0.1268268904451283,2.5498633784398437,1.5503597799276965,4.3702009011489364,4.318802580189798,-0.05139832095913821,0.01746934765962922,0.018148949013372346,0.000679601353743127,97158513.4056489,-0.028414865943510947,-17648.985058081347,-0.021645619612811324,178268.65928025026,0.9278608848025287,0.977509990139534,0.7701863354037267,0.7701863354037267
A1,SYN021,PAIRED_NULL,BA,A,161,1,0.01636758067490526,0.308566309975645,29.425884930096302,41.84756051690544,4.3702009011489364,4.131199925137468,-0.23900097601146886,0.01746934765962922,0.023754560605378137,0.0062852129457489185,100000000.0,0.0,-5.784612264692413e-12,0.1502089671783376,541414.6702117296,1.6223354927594773,0.8567910122317768,,
A2,SYN021,PAIRED_NULL,BA,A,161,1,0.01636758067490526,0.20153416818362155,6.086648904424323,7.895561728553822,4.3702009011489364,4.265471176004345,-0.10472972514459133,0.01746934765962922,0.01904298539802538,0.0015736377383961594,94765962.20618567,-0.05234037793814328,-32509.55151437466,0.05597263263392885,279365.4787203754,1.518056185711204,0.9456565348279093,0.6645962732919255,0.66875
A1,SYN022,STRONG,AB,B,168,2,0.0060010475414088915,0.3211573497084276,20.420563828717768,21.86838556465637,4.431819532106331,4.056392785392205,-0.3754267467141261,0.016573544167291683,0.02260589599609375,0.006032351828802067,100000000.0,2.220446049250313e-16,7.206662779762632e-11,-0.15236638443903527,599336.1585482892,1.6537775311578076,0.7985215123580155,,
A2,SYN022,STRONG,AB,B,168,2,0.0060010475414088915,0.1427724739103012,5.847258146539234,7.635508142447086,4.431819532106331,4.318646526284816,-0.11317300582151546,0.016573544167291683,0.01856808698144629,0.0019945428141546068,99752353.83717766,-0.0024764616282230145,-1474.0843025137617,-0.06380165199542183,208442.0493856342,1.02896773290291,0.9718882502970886,0.7142857142857143,0.7228915662650602
A1,SYN022,STRONG,BA,A,168,2,0.0009391752353022787,0.34361231805582026,30.62008623306634,43.32808877559996,4.431819532106331,4.09404249382999,-0.3377770382763412,0.016573544167291683,0.021532849256131605,0.004959305088839922,100000000.0,2.220446049250313e-16,6.652304104396275e-11,0.013773445950352617,634154.8291134099,1.9441681799283672,0.7558092461656962,,
A2,SYN022,STRONG,BA,A,168,2,0.0009391752353022787,0.159947320330729,4.6108711227735135,4.7323245001756495,4.431819532106331,4.386459532140821,-0.04535999996551077,0.016573544167291683,0.016137919504553032,-0.0004356246627386512,100195398.19134423,0.0019539819134426484,1163.0844722871163,0.07329560245655949,246034.19682955238,1.6972951099042466,0.9513898346334846,0.6904761904761905,0.6987951807228916
A1,SYN022,PAIRED_NULL,AB,B,168,2,0.032553745592915,0.45969017830309766,75.67777729197992,108.86221074479717,4.431819532106332,4.262160527355947,-0.1696590047503852,0.016573544167291687,0.017074321381913192,0.0005007772146215055,100000000.0,0.0,-2.217434701465425e-11,0.5543135780664963,885740.8494632979,2.907208003647677,0.39392520347464366,,
A2,SYN022,PAIRED_NULL,AB,B,168,2,0.032553745592915,0.19116470780947692,8.17194252397149,9.448546727873707,4.431819532106332,4.37464399343808,-0.0571755386682522,0.016573544167291687,0.017496721920798264,0.0009231777535065773,98052426.37391724,-0.01947573626082766,-11592.700155254555,-0.0027411968577596476,265686.6941919568,0.8901409596804477,0.9457338706515575,0.7321428571428571,0.7409638554216867
A1,SYN022,PAIRED_NULL,BA,A,168,2,0.032128527594247766,0.5102062401023696,72.8102111283834,92.72466215462612,4.431819532106332,4.119516813896729,-0.31230271820960365,0.016573544167291687,0.02006838115058719,0.0034948369832955017,100000000.0,0.0,-3.3261520521981374e-11,0.7466237787169904,941655.5599455126,4.123189302292283,0.401826523117378,,
A2,SYN022,PAIRED_NULL,BA,A,168,2,0.032128527594247766,0.2090068339137358,6.403948328428442,3.7569132481774656,4.431819532106332,4.2811909547510485,-0.1506285773552838,0.016573544167291687,0.018928880091237416,0.002355335923945729,94048672.83942826,-0.0595132716057174,-35424.56643197468,0.019397298883489494,283424.13414693216,1.7613278396380312,0.9405937951918767,0.6726190476190477,0.6807228915662651
A1,SYN023,STRONG,AB,B,170,0,0.0,0.18039902364533417,17.476415248858494,24.17144185798087,4.038687170326243,4.112768411462968,0.07408124113672443,0.029314883588095975,0.02306455275297133,-0.006250330835124645,99999999.99999999,-3.3306690738754696e-16,-6.574041703168084e-11,0.012503884439920477,442347.9196772434,1.2702061861182623,0.9291669357646021,,
A2,SYN023,STRONG,AB,B,170,0,0.0,0.12239567375002891,3.3445042430328487,3.8397561684865136,4.038687170326243,3.9849847419488547,-0.05370242837738859,0.029314883588095975,0.029883828892645466,0.000568945304549491,104597378.73937449,0.04597378739374469,27043.404349261647,-0.12120207128744562,188281.90196580417,0.8050438606279634,0.9897248222619195,0.6764705882352942,0.6764705882352942
A1,SYN023,STRONG,BA,A,170,4,0.0006258741358090178,0.2290466776876483,18.874696185321895,25.839339724675526,4.038687170326243,4.03223212163199,-0.006455048694252952,0.029314883588095975,0.025058499288435093,-0.004256384299660881,99999999.99999997,-4.440892098500626e-16,-3.287020851584042e-11,-0.04111875101569359,477442.8295168496,1.5829036097869862,0.9136218319442969,,
A2,SYN023,STRONG,BA,A,170,4,0.0006258741358090178,0.15809397044622117,2.5993953899920386,0.9013473353757804,4.038687170326243,4.00067441516738,-0.0380127551588636,0.029314883588095975,0.028900544214974344,-0.0004143393731216305,99844728.01303898,-0.001552719869610364,-913.3646291824712,0.15745004217559483,213895.95879515665,1.836473609773438,0.9832843611781734,0.611764705882353,0.6265060240963856
A1,SYN023,PAIRED_NULL,AB,B,170,0,0.0,0.2720244787933597,24.902437220341763,25.998073498416666,4.038687170326243,3.6896919886907016,-0.34899518163554166,0.029314883588095975,0.03878013790550234,0.009465254317406364,100000000.0,0.0,-2.6022248408373666e-11,-0.3179614978461844,588940.3983813266,1.0488078842728925,0.9082370610507531,,
A2,SYN023,PAIRED_NULL,AB,B,170,0,0.0,0.13456771675473803,3.634814987594702,2.9549007852473967,4.038687170326243,3.971098764346384,-0.06758840597985927,0.029314883588095975,0.030232569994538883,0.000917686406442908,98754002.93445861,-0.012459970655413821,-7329.394503184613,-0.10619799541557273,192153.49677364057,0.9813307685187718,0.9867370606766913,0.6588235294117647,0.6588235294117647
A1,SYN023,PAIRED_NULL,BA,A,170,4,0.010697321075975411,0.29153089617411837,25.5842291060083,29.47216869760972,4.038687170326243,3.715496983230502,-0.32319018709574143,0.029314883588095975,0.03654541483656483,0.007230531248468855,100000000.0,0.0,0.0,-0.15565333361096054,624390.0690412468,1.6592268633569276,0.8854272219962892,,
A2,SYN023,PAIRED_NULL,BA,A,170,4,0.010697321075975411,0.16588448909505787,5.522074591430418,9.91678471418152,4.038687170326243,3.9141093404758873,-0.12457782985035593,0.029314883588095975,0.03269170277940134,0.0033768191913053636,101737062.07259601,0.017370620725960073,10218.012191741203,-0.12194947866500673,277014.18560579163,1.1883752385284,0.9780305079491328,0.5823529411764706,0.5963855421686747
A1,SYN024,STRONG,AB,B,75,0,0.0,0.12820910645767553,6.874501192500764,1.3801041233340838,3.1274565354957824,2.9248385771621668,-0.20261795833361562,0.06472058258089497,0.07774312917810974,0.013022546597214774,100000000.00000001,-1.1102230246251565e-16,-4.106307945524653e-10,-0.26607018181312375,612727.8151515739,0.685281385649075,0.9819126329965002,,
A2,SYN024,STRONG,AB,B,75,0,0.0,0.06891319067128229,1.2359535891804456,1.7770859306706228,3.1274565354957824,3.1148765151049007,-0.012580020390881685,0.06472058258089497,0.06578531604590446,0.0010647334650094875,96508488.92227823,-0.034915110777217984,-46553.48103629067,-0.014351796662179242,242814.8270029119,0.7407932163134836,0.9960691595459904,0.7866666666666666,0.7866666666666666
A1,SYN024,STRONG,BA,A,75,1,0.0005188925796015193,0.14259601074145828,7.1092483445082015,1.2830175466732363,3.1274565354957824,2.9157498336118315,-0.2117067018839509,0.06472058258089497,0.07683453613135627,0.012113953550461298,99999999.99999999,-4.440892098500626e-16,-3.7425100648154816e-10,-0.25006580707634846,518507.42421951937,1.0332646257758114,0.9879565882054743,,
A2,SYN024,STRONG,BA,A,75,1,0.0005188925796015193,0.0863101453773451,1.0789719025971836,1.865148218735629,3.1274565354957824,3.0986538006000894,-0.02880273489569296,0.06472058258089497,0.06441482981923097,-0.0003057527616640021,98688668.83915868,-0.013113311608413447,-17484.415477884613,-0.03010080520862281,243067.77869819288,0.8727524279501706,0.9957717676274432,0.68,0.6891891891891891
A1,SYN024,PAIRED_NULL,AB,B,75,0,0.0,0.30625802457499596,44.05200387218763,65.64035175055568,3.1274565354957815,3.0668005932966853,-0.0606559421990962,0.06472058258089491,0.08528374926297223,0.02056316668207732,100000000.0,2.220446049250313e-16,1.4901161193847657e-10,0.39947069406246705,2257003.9705841974,1.5700258788680894,0.7000343223804373,,
A2,SYN024,PAIRED_NULL,AB,B,75,0,0.0,0.08098411791256742,4.330790632459498,5.61705616299156,3.1274565354957815,3.0678179367590306,-0.059638598736750925,0.06472058258089491,0.06809695844935673,0.0033763758684618173,98384102.91246563,-0.01615897087534357,-21545.29450045808,-0.11700979673741045,373381.6013211757,0.6096360340542917,0.9901368847960232,0.7466666666666667,0.7466666666666667
A1,SYN024,PAIRED_NULL,BA,A,75,1,0.028354122026685875,0.3204558130933478,58.76898106381528,88.15749157924355,3.1274565354957815,3.1322994167577485,0.004842881261966969,0.06472058258089491,0.06968853757238032,0.004967954991485404,100000000.0,2.220446049250313e-16,1.1175870895385742e-10,0.39915158142889484,2013425.1134380582,1.52747314669623,0.7185718469096033,,
A2,SYN024,PAIRED_NULL,BA,A,75,1,0.028354122026685875,0.14595589840539508,6.710393106390779,3.2773694805851745,3.1274565354957815,3.0402594134253977,-0.08719712207038377,0.06472058258089491,0.07186037646581,0.007139793884915091,102901366.03454176,0.029013660345417636,38684.88046055692,0.10059339325879665,554156.7734603308,0.8650464230358851,0.984081284562025,0.7866666666666666,0.7972972972972973
A1,SYN025,STRONG,AB,B,133,1,0.0001808685886774951,0.26043769657561533,14.087328914437386,13.385923297648054,3.8141924249742383,3.423898883125473,-0.3902935418487652,0.03445635113567502,0.04828476800193705,0.01382841686626203,100000000.0,-1.1102230246251565e-16,-4.376515858155444e-11,-0.22042920843615804,750551.5636526787,1.6691878410178378,0.9084892598002774,,
A2,SYN025,STRONG,AB,B,133,1,0.0001808685886774951,0.1329127259304079,3.6067503195563493,3.234835912298529,3.8141924249742383,3.7728089922452686,-0.041383432728969716,0.03445635113567502,0.03454271076586424,8.635963018921444e-05,99615126.32149974,-0.0038487367850027487,-2893.787056393046,-0.04434675163945384,300330.853819504,0.8695437253343126,0.9776872441385828,0.6917293233082706,0.696969696969697
A1,SYN025,STRONG,BA,A,133,11,0.005411650185516862,0.27318068515277066,13.293680248095363,21.325369866770146,3.8141924249742383,3.4197565518865503,-0.394435873087688,0.03445635113567502,0.04483402474553367,0.010377673609858647,99999999.99999999,-3.3306690738754696e-16,-5.952061567091404e-11,-0.34800613049180285,597095.2000889902,1.3476123551297328,0.9385239176548048,,
A2,SYN025,STRONG,BA,A,133,11,0.005411650185516862,0.15754445370178868,6.472610938933986,5.448963600911059,3.8141924249742383,3.6577729256153697,-0.15641949935886856,0.03445635113567502,0.03859767799142552,0.004141326855750499,102607082.40627141,0.026070824062713882,19602.123355424086,-0.1427183300493741,330246.0421769059,1.1182815706026177,0.9803885186433502,0.5864661654135338,0.639344262295082
A1,SYN025,PAIRED_NULL,AB,B,133,1,0.022171432483732018,0.35198351876933087,45.16534472794737,67.47004671008676,3.8141924249742383,3.3851059740288143,-0.42908645094542397,0.03445635113567502,0.052806455440844904,0.01835010430516988,100000000.0,0.0,4.201455223829226e-11,0.3548684546229496,879712.8584574495,4.71084917914786,0.8865821668617933,,
A2,SYN025,PAIRED_NULL,AB,B,133,1,0.022171432483732018,0.17568165330879967,4.567604631452742,5.007714372531935,3.8141924249742383,3.7766365187630857,-0.03755590621115257,0.03445635113567502,0.03396011582540643,-0.0004962353102685932,92474410.48277442,-0.07525589517225584,-56583.37982876368,0.1458586759254907,317165.1877465517,2.0047905398007333,0.9775912612573268,0.6466165413533834,0.6515151515151515
A1,SYN025,PAIRED_NULL,BA,A,133,11,0.09290378760050108,0.43153633908003125,54.71863646737815,76.09729105382331,3.8141924249742383,3.2125991373719183,-0.60159328760232,0.03445635113567502,0.06952679654769807,0.035070445412023046,100000000.0,0.0,1.400485074609742e-11,0.192601508006558,1248899.8657814418,2.52344207810207,0.8343666941236376,,
A2,SYN025,PAIRED_NULL,BA,A,133,11,0.09290378760050108,0.2603574419203302,36.20067668300451,55.51914867343961,3.8141924249742383,3.5926323213478213,-0.22156010362641698,0.03445635113567502,0.04250988293372836,0.008053531798053334,91597146.90099342,-0.0840285309900658,-63179.34660907199,-0.17987275982224762,450414.6994442003,0.9636492134014969,0.9538951205581444,0.5789473684210527,0.6311475409836066
A1,SYN026,STRONG,AB,B,133,6,0.0012226030784458109,0.25119487740909674,15.89418163152802,0.8422788371722617,3.3983991297582996,2.7724022947547993,-0.6259968350035003,0.0683980750026273,0.13066624521898818,0.06226817021636087,99999999.99999999,-1.1102230246251565e-16,7.254075034892649e-11,-0.5664254856264779,1130576.046617292,1.018121959645501,0.9645134452020832,,
A2,SYN026,STRONG,AB,B,133,6,0.0012226030784458109,0.1251354465345474,2.309445178580226,0.5627473993956665,3.3983991297582996,3.3243103297993097,-0.07408879995898987,0.0683980750026273,0.06936391612889053,0.000965841126263231,97540342.833003,-0.02459657166996998,-18493.66290975184,-0.030370126110826495,207314.86469974174,1.7312318931234625,0.9954076710378238,0.5488721804511278,0.5748031496062992
A1,SYN026,STRONG,BA,A,133,6,0.0025283587049986862,0.27640806170187787,15.467149291088377,7.8386995479189565,3.3983991297582996,2.8081767946382987,-0.5902223351200009,0.0683980750026273,0.1299866175154555,0.06158854251282821,99999999.99999999,-1.1102230246251565e-16,3.501212686524355e-12,-0.41834181065144255,1137134.3976049293,1.523731011354218,0.9621051357373254,,
A2,SYN026,STRONG,BA,A,133,6,0.0025283587049986862,0.148675251415932,7.205780745499424,11.353265171658627,3.3983991297582996,3.290471422470505,-0.10792770728779466,0.0683980750026273,0.06814863806140742,-0.00024943694121988547,96254519.79440454,-0.03745480205595464,-28161.505305229024,-0.34275048371299593,317570.8089544065,1.037839621643742,0.9894309802130521,0.44360902255639095,0.4645669291338583
A1,SYN026,PAIRED_NULL,AB,B,133,6,0.0131163005742578,0.30948301132546613,16.70192308020584,16.65590632046679,3.3983991297583,2.6631818288276823,-0.7352173009306178,0.06839807500262732,0.13898803622182565,0.07058996121919833,100000000.0,0.0,2.100727611914613e-11,-0.4186879870319537,1251002.8310828218,1.8020744895672858,0.9586789008059715,,
A2,SYN026,PAIRED_NULL,AB,B,133,6,0.0131163005742578,0.13707435270693769,2.907368576430921,3.6967786831415315,3.3983991297583,3.2864359807847476,-0.11196314897355242,0.06839807500262732,0.07488980121852624,0.006491726215898927,94802497.12926874,-0.05197502870731263,-39078.968952866555,-0.16055966745469324,165551.6908647195,1.3216290049554658,0.9971690397882248,0.5789473684210527,0.6062992125984252
A1,SYN026,PAIRED_NULL,BA,A,133,6,0.015596607994912486,0.3166559211171728,18.73479466558403,16.399435442213946,3.3983991297583,2.61844089233313,-0.7799582374251699,0.06839807500262732,0.14882397473046705,0.08042589972783973,100000000.0,0.0,6.214652518580731e-11,-0.1756845585197899,1420938.416206031,3.2505335187631768,0.9451802274468691,,
A2,SYN026,PAIRED_NULL,BA,A,133,6,0.015596607994912486,0.1491569991996294,3.796377519034413,3.3356509051648287,3.3983991297583,3.240138218649953,-0.15826091110834684,0.06839807500262732,0.07734093089619697,0.008942855893569648,98776867.4923175,-0.012231325076825006,-9196.485020169173,-0.19038289768968122,252690.67491737677,1.5714588693877345,0.994996164433914,0.5263157894736842,0.5511811023622047
A1,SYN027,STRONG,AB,B,147,0,0.0,0.26840263035521955,54.142078913421386,82.57937104557706,4.1267731576090325,3.849805711345738,-0.2769674462632947,0.0222063331077504,0.03015318831222366,0.00794685520447326,99999999.99999999,-1.1102230246251565e-16,-7.602633262167171e-11,-0.15281526383839497,687256.0909020111,1.4557114543709737,0.8386634713954856,,
A2,SYN027,STRONG,AB,B,147,0,0.0,0.11162553966556842,1.7229572276224459,0.49480643919645767,4.1267731576090325,4.0805077226507915,-0.04626543495824098,0.0222063331077504,0.023452533677364922,0.0012462005696145216,96239402.08761488,-0.03760597912385122,-25582.298723708325,0.17755909510865184,174939.1161899019,1.7416380898908306,0.9857176594671458,0.7619047619047619,0.7619047619047619
A1,SYN027,STRONG,BA,A,147,0,0.0,0.2649910460285437,50.59226492765384,74.55567961159619,4.1267731576090325,3.7620483253254613,-0.3647248322835712,0.0222063331077504,0.03216028565760762,0.009953952549857217,99999999.99999999,-1.1102230246251565e-16,-6.335527718472644e-11,-0.1941272639555584,622222.1544900686,1.7112895222240123,0.8872371256039493,,
