state,synthetic_species_id,world,orientation,target_fold,original_support_cells,evaluated_support_cells,zero_opportunity_truth_mass_fraction_full_domain,latent_truth_mass_fraction_retained,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
D0,SYN065,STRONG,BA,A,144,144,0.08190351860117329,1.0,0.24927831799451639,16.493694293939463,24.297636831477867,4.238546097711279,4.12395006547012,0.019364676322585966,0.02163839015007311
D1,SYN065,STRONG,BA,A,144,144,0.08190351860117329,1.0,0.13958241768965093,6.7260187713787145,9.519380378632336,4.238546097711279,4.199253636248063,0.019364676322585966,0.01990420949352268
D2,SYN065,STRONG,BA,A,144,130,0.08190351860117329,0.9180964813988268,0.1456018915135899,7.594619905717069,10.074191495202747,4.166937523716793,4.12395006547012,0.020997329652137908,0.02163839015007311
D3,SYN065,STRONG,BA,A,144,120,0.08190351860117329,0.8692026130700503,0.14191637156437373,8.225262060910245,12.871502473286164,4.124580014673446,4.066905945294941,0.0217104264021654,0.02284727587244429
D0,SYN066,STRONG,BA,A,146,146,0.007243983667151141,1.0,0.16598155684902632,6.130017754698166,8.099151464554994,3.8874775587777775,3.794225101749519,0.03217954499961138,0.032506831034957585
D1,SYN066,STRONG,BA,A,146,146,0.007243983667151141,1.0,0.15438967384136523,5.56307987384512,7.451656858148956,3.8874775587777775,3.818784061150504,0.03217954499961138,0.03206012079358081
D2,SYN066,STRONG,BA,A,146,142,0.007243983667151141,0.992756016332849,0.15494650190132,5.542354758177675,7.496575146824276,3.8631290707924846,3.794225101749518,0.03263526233063359,0.032506831034957585
D3,SYN066,STRONG,BA,A,146,138,0.007243983667151141,0.9864877587400118,0.15389884093202721,5.951784142860381,8.158869297589447,3.847350325628703,3.7824300065182825,0.03301544247505846,0.03273457708949477
D0,SYN067,STRONG,BA,A,109,109,0.0,1.0,0.12111271410101841,2.5572696864882625,1.9098639733557927,3.793969414050775,3.7803543498514265,0.03176509634085202,0.030802469146309512
D1,SYN067,STRONG,BA,A,109,109,0.0,1.0,0.12111271410101841,2.5572696864882625,1.9098639733557927,3.793969414050775,3.7803543498514265,0.03176509634085202,0.030802469146309512
D2,SYN067,STRONG,BA,A,109,109,0.0,1.0,0.12111271410101841,2.5572696864882625,1.9098639733557927,3.793969414050775,3.7803543498514265,0.03176509634085202,0.030802469146309512
D3,SYN067,STRONG,BA,A,109,109,0.0,1.0,0.12111271410101841,2.5572696864882625,1.9098639733557927,3.793969414050775,3.7803543498514265,0.03176509634085202,0.030802469146309512
D0,SYN068,STRONG,BA,A,69,69,0.0020171781702124033,1.0000000000000002,0.10314385747280633,2.5094415344703456,3.4742929533332667,3.138764523421764,3.090238287477902,0.05978958560311777,0.062392633395600514
D1,SYN068,STRONG,BA,A,69,69,0.0020171781702124033,1.0000000000000002,0.09808034719520019,2.6529094225646674,3.662705120547427,3.138764523421764,3.099240603712123,0.05978958560311777,0.06213844508241888
D2,SYN068,STRONG,BA,A,69,67,0.0020171781702124033,0.9979828218297876,0.09817985584689845,2.5839748893767247,3.6652959101142244,3.1300160092855847,3.090238287477902,0.06002799915203165,0.062392633395600514
D3,SYN068,STRONG,BA,A,69,66,0.0020171781702124033,0.997646803385466,0.0978088405711671,2.5660759047520996,3.5138828533674813,3.128040228340702,3.085588674263373,0.06006832870411326,0.06251109006527626
D0,SYN069,STRONG,BA,A,76,76,0.0,1.0,0.10633875608375623,3.830290764930269,5.888743646161596,3.5268746581138446,3.468055195226657,0.045784059065546966,0.047314014770504495
D1,SYN069,STRONG,BA,A,76,76,0.0,1.0,0.10633875608375623,3.830290764930269,5.888743646161596,3.5268746581138446,3.468055195226657,0.045784059065546966,0.047314014770504495
D2,SYN069,STRONG,BA,A,76,76,0.0,1.0,0.10633875608375623,3.830290764930269,5.888743646161596,3.5268746581138446,3.468055195226657,0.045784059065546966,0.047314014770504495
D3,SYN069,STRONG,BA,A,76,76,0.0,1.0,0.10633875608375623,3.830290764930269,5.888743646161596,3.5268746581138446,3.468055195226657,0.045784059065546966,0.047314014770504495
D0,SYN070,STRONG,BA,A,98,98,0.0,1.0,0.10889628439544775,4.966583244612612,7.608457733466577,3.680561986595712,3.7252519758769935,0.03542908710405579,0.03391289331140152
D1,SYN070,STRONG,BA,A,98,98,0.0,1.0,0.10889628439544775,4.966583244612612,7.608457733466577,3.680561986595712,3.7252519758769935,0.03542908710405579,0.03391289331140152
D2,SYN070,STRONG,BA,A,98,98,0.0,1.0,0.10889628439544775,4.966583244612612,7.608457733466577,3.680561986595712,3.7252519758769935,0.03542908710405579,0.03391289331140152
D3,SYN070,STRONG,BA,A,98,98,0.0,1.0,0.10889628439544775,4.966583244612612,7.608457733466577,3.680561986595712,3.7252519758769935,0.03542908710405579,0.03391289331140152
D0,SYN071,STRONG,BA,A,93,93,0.003994131043817074,1.0,0.12581869615364888,5.767368680616977,8.359200849500278,3.7931900945214823,3.756717659437041,0.030944160157629314,0.030925073173677094
D1,SYN071,STRONG,BA,A,93,93,0.003994131043817074,1.0,0.11748763395304664,5.463115586844943,7.700403786632561,3.7931900945214823,3.772565676472506,0.030944160157629314,0.03067398227754082
D2,SYN071,STRONG,BA,A,93,90,0.003994131043817074,0.9960058689561829,0.11772419312352524,5.367504713884201,7.757974404079132,3.7779083129598376,3.75671765943704,0.03118731532586506,0.030925073173677094
D3,SYN071,STRONG,BA,A,93,89,0.003994131043817074,0.9943111441913098,0.11410058601222228,5.233610205279084,7.498769584401042,3.77177670411908,3.7567176594370406,0.03129081350423809,0.030925073173677094
D0,SYN072,STRONG,BA,A,87,87,0.11512317524574017,1.0,0.26945333803178384,27.401162911515264,41.82604521640473,3.1657163170923686,3.1047098919897214,0.07651037459354451,0.08689355634032331
D1,SYN072,STRONG,BA,A,87,87,0.11512317524574017,1.0,0.11181615789549967,3.011955661349754,1.8231574791789895,3.1657163170923686,3.138223622562373,0.07651037459354451,0.07969920983050076
D2,SYN072,STRONG,BA,A,87,83,0.11512317524574017,0.8848768247542601,0.11883490613134427,2.80816551514194,2.2004434607537333,3.136518653143752,3.104709891989722,0.08276836353818766,0.08689355634032331
D3,SYN072,STRONG,BA,A,87,80,0.11512317524574017,0.8451901867677921,0.12065910278603431,2.779823329435101,2.408695427822869,3.044078783034359,3.002150773910209,0.08989121360477609,0.09541284385285013
D0,SYN001,PAIRED_NULL,AB,B,142,142,0.01583818944758296,1.0,0.15485139408921864,2.456373152750664,1.4381105441141928,4.074298547053802,3.997608556939336,0.024748533920126933,0.02562721502993259
D1,SYN001,PAIRED_NULL,AB,B,142,142,0.01583818944758296,1.0,0.1261149135518744,2.3113804621058582,0.28894057551683067,4.074298547053802,4.019094561823117,0.024748533920126933,0.025056567411696685
D2,SYN001,PAIRED_NULL,AB,B,142,139,0.01583818944758296,0.9841618105524169,0.12710904719294364,2.2647697366335744,0.3060659863886166,4.0535606018526575,3.9976085569393365,0.025317757503245022,0.02562721502993259
D3,SYN001,PAIRED_NULL,AB,B,142,137,0.01583818944758296,0.9797665589366864,0.12644298486912411,2.5052529252028353,0.7037983270154469,4.0404425072039825,3.977916337629233,0.025532958944756753,0.026006197136726462
D0,SYN002,PAIRED_NULL,AB,B,65,65,0.0,0.9999999999999999,0.08393500441024927,4.3163835111120825,6.226696151411483,3.3345479223491976,3.289378505111688,0.054854186684438755,0.056451110113005146
D1,SYN002,PAIRED_NULL,AB,B,65,65,0.0,0.9999999999999999,0.08393500441024927,4.3163835111120825,6.226696151411483,3.3345479223491976,3.289378505111688,0.054854186684438755,0.056451110113005146
D2,SYN002,PAIRED_NULL,AB,B,65,65,0.0,0.9999999999999999,0.08393500441024927,4.3163835111120825,6.226696151411483,3.3345479223491976,3.289378505111688,0.054854186684438755,0.056451110113005146
D3,SYN002,PAIRED_NULL,AB,B,65,65,0.0,0.9999999999999999,0.08393500441024927,4.3163835111120825,6.226696151411483,3.3345479223491976,3.289378505111688,0.054854186684438755,0.056451110113005146
D0,SYN003,PAIRED_NULL,AB,B,175,175,0.0011874585895371554,1.0000000000000002,0.12902544922644188,4.6731892180498456,4.85437929569822,3.9910630047636566,3.9676354635583717,0.03223603351469619,0.03214528330134099
D1,SYN003,PAIRED_NULL,AB,B,175,175,0.0011874585895371554,1.0000000000000002,0.126665155282085,4.702776220918595,5.187993065015343,3.9910630047636566,3.9721348692471765,0.03223603351469619,0.03206982783239431
D2,SYN003,PAIRED_NULL,AB,B,175,174,0.0011874585895371554,0.998812541410463,0.12674068374930755,4.884062571027132,5.191529831810877,3.986611537909653,3.967635463558372,0.03231131459207306,0.03214528330134099
D3,SYN003,PAIRED_NULL,AB,B,175,170,0.0011874585895371554,0.9662491113037723,0.12810617792146614,4.6487246828045485,4.211888082925208,3.954503152710883,3.933921477555617,0.03368533066816692,0.033464575266270793
D0,SYN004,PAIRED_NULL,AB,B,148,148,0.0,0.9999999999999998,0.11307637537545163,2.3419904282717776,1.662035098557098,4.1018887306508764,4.053206109255493,0.024482113127460417,0.025095011197813526
D1,SYN004,PAIRED_NULL,AB,B,148,148,0.0,0.9999999999999998,0.11307637537545163,2.3419904282717776,1.662035098557098,4.1018887306508764,4.053206109255493,0.024482113127460417,0.025095011197813526
D2,SYN004,PAIRED_NULL,AB,B,148,148,0.0,0.9999999999999998,0.11307637537545163,2.341990428271779,1.662035098557098,4.101888730650877,4.053206109255493,0.024482113127460424,0.025095011197813526
D3,SYN004,PAIRED_NULL,AB,B,148,148,0.0,0.9999999999999998,0.11307637537545163,2.341990428271779,1.662035098557098,4.101888730650877,4.053206109255493,0.024482113127460424,0.025095011197813526
D0,SYN005,PAIRED_NULL,AB,B,140,140,0.006847797650775318,1.0,0.12649244810890312,2.9192669290689244,3.0425303462796833,4.078070371149677,4.041472853884447,0.025460824207712878,0.0251996722124921
D1,SYN005,PAIRED_NULL,AB,B,140,140,0.006847797650775318,1.0,0.11192448796887257,3.7515356620098315,4.930435999734372,4.078070371149677,4.056072444336623,0.025460824207712878,0.024889151506330667
D2,SYN005,PAIRED_NULL,AB,B,140,138,0.006847797650775318,0.9931522023492246,0.11231127078539979,3.715605427554804,4.879380550550439,4.0639226254210685,4.041472853884447,0.025768752838168804,0.0251996722124921
D3,SYN005,PAIRED_NULL,AB,B,140,134,0.006847797650775318,0.9403308468093226,0.11483615511384351,4.29049034206486,5.779276274458808,4.018837372557395,3.9949363434207967,0.02742944203978379,0.026808389095115733
D0,SYN006,PAIRED_NULL,AB,B,66,66,0.0,1.0000000000000002,0.08652780568049105,1.9047221324719672,2.155965285629102,3.1920759122705515,3.1563336174996195,0.060108578177479895,0.060048541168481316
