candidate_id,frame_id,state_fips,state_abbr,state_name,fold,estimator_family,selected_panels,parent_design_block_count,represented_design_block_count,missing_design_block_count,parent_area_acres,constant_response_recovered_area_acres,full_area_recovery_ratio,missing_parent_area_acres,max_represented_stratum_calibration_relative_error,constant_identity_status,full_design_coverage_status,variance_estimable_block_count_n_ge2,full_evaluation_expns_reused_as_final_fold_weight,final_estimator_selected
T2_PA_A1-4_B2-3-5,T2,42,PA,Pennsylvania,B,TI_POOLED_SELECTED_PANELS,2-3-5,61,61,0,28996035.9,28996035.900000002,1.0000000000000002,-3.725290298461914e-09,1.3746586076414424e-16,PASS,PASS,61,0,0
T2_PA_A1-4_B2-3-5,T2,42,PA,Pennsylvania,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,183,173,10,28996035.9,28813402.053867705,0.9937014201954312,182633.84613229334,1.707048623175719e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,159,0,0
T2_RI_A4-5_B1-2-3,T2,44,RI,Rhode Island,A,TI_POOLED_SELECTED_PANELS,4-5,8,8,0,781730.1,781730.1,1.0,0.0,1.4032533336691505e-16,PASS,PASS,8,0,0
T2_RI_A4-5_B1-2-3,T2,44,RI,Rhode Island,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,4-5,16,15,1,781730.1,757995.7208376155,0.9696386525702613,23734.37916238443,0.0,PASS,CONDITIONAL_MISSING_PANEL_STRATA,15,0,0
T2_RI_A4-5_B1-2-3,T2,44,RI,Rhode Island,B,TI_POOLED_SELECTED_PANELS,1-2-3,8,8,0,781730.1,781730.1,1.0,0.0,1.2240128781375445e-16,PASS,PASS,8,0,0
T2_RI_A4-5_B1-2-3,T2,44,RI,Rhode Island,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-3,24,24,0,781730.1,781730.1,1.0,0.0,1.3006833479354348e-16,PASS,PASS,22,0,0
T2_SC_A2-5_B1-3-4,T2,45,SC,South Carolina,A,TI_POOLED_SELECTED_PANELS,2-5,13,13,0,20493135.51,20493135.51,1.0,0.0,1.6183557534345179e-16,PASS,PASS,13,0,0
T2_SC_A2-5_B1-3-4,T2,45,SC,South Carolina,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,26,26,0,20493135.51,20493135.51,1.0,0.0,1.6183557534345179e-16,PASS,PASS,26,0,0
T2_SC_A2-5_B1-3-4,T2,45,SC,South Carolina,B,TI_POOLED_SELECTED_PANELS,1-3-4,13,13,0,20493135.51,20493135.51,1.0,0.0,1.1287032685841764e-16,PASS,PASS,13,0,0
T2_SC_A2-5_B1-3-4,T2,45,SC,South Carolina,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,39,39,0,20493135.51,20493135.509999998,0.9999999999999998,3.725290298461914e-09,1.6183557534345179e-16,PASS,PASS,39,0,0
T2_SD_A2-4_B1-3-5,T2,46,SD,South Dakota,A,TI_POOLED_SELECTED_PANELS,2-4,18,18,0,49353880.3,49353880.3,1.0,0.0,0.0,PASS,PASS,18,0,0
T2_SD_A2-4_B1-3-5,T2,46,SD,South Dakota,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,36,35,1,49353880.3,49310277.01117057,0.9991165175146437,43603.28882942349,1.2591876347925168e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,34,0,0
T2_SD_A2-4_B1-3-5,T2,46,SD,South Dakota,B,TI_POOLED_SELECTED_PANELS,1-3-5,18,18,0,49353880.3,49353880.3,1.0,0.0,1.5503709257270944e-16,PASS,PASS,18,0,0
T2_SD_A2-4_B1-3-5,T2,46,SD,South Dakota,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,54,53,1,49353880.3,49329253.7,0.9995010199836305,24626.59999999404,1.2962346584520534e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,50,0,0
T2_TN_A1-2_B3-4-5,T2,47,TN,Tennessee,A,TI_POOLED_SELECTED_PANELS,1-2,21,21,0,26971951.349999998,26971951.35,1.0000000000000002,-3.725290298461914e-09,1.2165697324918516e-16,PASS,PASS,21,0,0
T2_TN_A1-2_B3-4-5,T2,47,TN,Tennessee,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,42,42,0,26971951.349999998,26971951.349999998,1.0,0.0,1.297544947388729e-16,PASS,PASS,42,0,0
T2_TN_A1-2_B3-4-5,T2,47,TN,Tennessee,B,TI_POOLED_SELECTED_PANELS,3-4-5,21,21,0,26971951.349999998,26971951.349999998,1.0,0.0,1.6276733068439838e-16,PASS,PASS,21,0,0
T2_TN_A1-2_B3-4-5,T2,47,TN,Tennessee,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,63,62,1,26971951.349999998,26950718.57333333,0.9992127830726394,21232.776666667312,1.6956750211937106e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,62,0,0
T2_TX_A2-5_B1-3-4,T2,48,TX,Texas,A,TI_POOLED_SELECTED_PANELS,2-5,34,34,0,171901685.51,171901685.51,1.0,0.0,1.713222121384322e-16,PASS,PASS,34,0,0
T2_TX_A2-5_B1-3-4,T2,48,TX,Texas,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,68,68,0,171901685.51,171901685.51,1.0,0.0,1.455981969133316e-16,PASS,PASS,67,0,0
T2_TX_A2-5_B1-3-4,T2,48,TX,Texas,B,TI_POOLED_SELECTED_PANELS,1-3-4,34,34,0,171901685.51,171901685.51,1.0,0.0,1.3694573918118902e-16,PASS,PASS,34,0,0
T2_TX_A2-5_B1-3-4,T2,48,TX,Texas,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,102,102,0,171901685.51,171901685.51,1.0,0.0,1.713222121384322e-16,PASS,PASS,100,0,0
T2_UT_A1-4_B2-3-5,T2,49,UT,Utah,A,TI_POOLED_SELECTED_PANELS,1-4,135,135,0,54335029.0,54335029.0,1.0,0.0,1.5067486963541844e-16,PASS,PASS,135,0,0
T2_UT_A1-4_B2-3-5,T2,49,UT,Utah,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-4,270,267,3,54335029.0,54197459.457605034,0.9974681242482641,137569.5423949659,1.4497433028270756e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,257,0,0
T2_UT_A1-4_B2-3-5,T2,49,UT,Utah,B,TI_POOLED_SELECTED_PANELS,2-3-5,135,135,0,54335029.0,54335029.0,1.0,0.0,1.7326609265231875e-16,PASS,PASS,135,0,0
T2_UT_A1-4_B2-3-5,T2,49,UT,Utah,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-3-5,405,400,5,54335029.0,54218050.667458415,0.9978470917436781,116978.33254158497,1.2434877358143005e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,385,0,0
T2_VT_A2-4_B1-3-5,T2,50,VT,Vermont,A,TI_POOLED_SELECTED_PANELS,2-4,17,17,0,6153028.8,6153028.8,1.0,0.0,1.5403346101492628e-16,PASS,PASS,17,0,0
T2_VT_A2-4_B1-3-5,T2,50,VT,Vermont,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4,34,32,2,6153028.8,6063713.661957959,0.9854843621011425,89315.1380420411,1.2627255255697243e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,31,0,0
T2_VT_A2-4_B1-3-5,T2,50,VT,Vermont,B,TI_POOLED_SELECTED_PANELS,1-3-5,17,17,0,6153028.8,6153028.8,1.0,0.0,1.14342823676743e-16,PASS,PASS,17,0,0
T2_VT_A2-4_B1-3-5,T2,50,VT,Vermont,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-5,51,50,1,6153028.8,6121246.948191872,0.9948347630344054,31781.851808127947,1.286191172675784e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T2_VA_A2-5_B1-3-4,T2,51,VA,Virginia,A,TI_POOLED_SELECTED_PANELS,2-5,26,26,0,27375955.9,27375955.9,1.0,0.0,1.244243497229815e-16,PASS,PASS,25,0,0
T2_VA_A2-5_B1-3-4,T2,51,VA,Virginia,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-5,52,50,2,27375955.9,27357331.437497888,0.9993196780937936,18624.46250211075,1.2463878640627725e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,46,0,0
T2_VA_A2-5_B1-3-4,T2,51,VA,Virginia,B,TI_POOLED_SELECTED_PANELS,1-3-4,26,26,0,27375955.9,27375955.9,1.0,0.0,1.5472154878889385e-16,PASS,PASS,26,0,0
T2_VA_A2-5_B1-3-4,T2,51,VA,Virginia,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3-4,78,75,3,27375955.9,27333324.76047789,0.9984427524767415,42631.13952210918,1.5457234538040385e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,72,0,0
T2_WV_A3-5_B1-2-4,T2,54,WV,West Virginia,A,TI_POOLED_SELECTED_PANELS,3-5,26,26,0,15507055.9,15507055.9,1.0,0.0,1.4458332778200184e-16,PASS,PASS,26,0,0
T2_WV_A3-5_B1-2-4,T2,54,WV,West Virginia,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-5,52,51,1,15507055.9,15495548.5,0.9992579249037208,11507.400000000373,1.848736521721223e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,48,0,0
T2_WV_A3-5_B1-2-4,T2,54,WV,West Virginia,B,TI_POOLED_SELECTED_PANELS,1-2-4,26,25,1,15507055.9,15484041.1,0.9985158498074415,23014.800000000745,1.6083044902911744e-16,PASS,CONDITIONAL_MISSING_STRATA,25,0,0
T2_WV_A3-5_B1-2-4,T2,54,WV,West Virginia,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2-4,78,73,5,15507055.9,15459269.733333332,0.996918424298279,47786.16666666791,1.637261377850006e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,71,0,0
T2_WI_A1-2_B3-4-5,T2,55,WI,Wisconsin,A,TI_POOLED_SELECTED_PANELS,1-2,62,62,0,35928998.7,35928998.7,1.0,0.0,1.968213573390772e-16,PASS,PASS,62,0,0
T2_WI_A1-2_B3-4-5,T2,55,WI,Wisconsin,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-2,124,122,2,35928998.7,35880311.026511826,0.9986448920022873,48687.67348817736,1.76690660709603e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,120,0,0
T2_WI_A1-2_B3-4-5,T2,55,WI,Wisconsin,B,TI_POOLED_SELECTED_PANELS,3-4-5,62,62,0,35928998.7,35928998.7,1.0,0.0,1.340560182865103e-16,PASS,PASS,62,0,0
T2_WI_A1-2_B3-4-5,T2,55,WI,Wisconsin,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,3-4-5,186,186,0,35928998.7,35928998.699999996,0.9999999999999998,7.450580596923828e-09,1.76690660709603e-16,PASS,PASS,182,0,0
T2_WY_A1-3_B2-4-5,T2,56,WY,Wyoming,A,TI_POOLED_SELECTED_PANELS,1-3,97,97,0,62600430.0,62600430.0,1.0,0.0,1.666384990580364e-16,PASS,PASS,97,0,0
T2_WY_A1-3_B2-4-5,T2,56,WY,Wyoming,A,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,1-3,194,193,1,62600430.0,62532922.974733524,0.9989216204223121,67507.02526647598,1.3686130606217528e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,177,0,0
T2_WY_A1-3_B2-4-5,T2,56,WY,Wyoming,B,TI_POOLED_SELECTED_PANELS,2-4-5,97,97,0,62600430.0,62600430.0,1.0,0.0,1.6691042497769556e-16,PASS,PASS,97,0,0
T2_WY_A1-3_B2-4-5,T2,56,WY,Wyoming,B,MA_EQUAL_WEIGHT_COMPLETE_PANELS_AUDIT,2-4-5,291,285,6,62600430.0,62430248.346365824,0.9972814619063451,170181.65363417566,1.957957310166455e-16,PASS,CONDITIONAL_MISSING_PANEL_STRATA,272,0,0
