observation_realization,AB_strong_gain_pp,AB_paired_null_gain_pp,AB_separation_pp,BA_strong_gain_pp,BA_paired_null_gain_pp,BA_separation_pp,pooled_strong_gain_pp,pooled_paired_null_gain_pp,pooled_separation_pp,BA_minus_AB_separation_pp,AB_STRONG_geometry_coverage,AB_PAIRED_NULL_geometry_coverage,BA_STRONG_geometry_coverage,BA_PAIRED_NULL_geometry_coverage,pooled_STRONG_geometry_coverage,pooled_PAIRED_NULL_geometry_coverage
112,-3.9472626506678554,4.155995182182733,-8.15897326287756,-21.771624503488336,3.5788757493044203,-23.186542951959986,-12.859443577078096,3.8674354657435766,-15.672758107418773,-15.027569689082426,1.0,0.875,1.0,0.875,1.0,0.875
113,-10.152146941233545,2.875034107795701,-13.027181049029245,-27.68450050527246,3.1331489573196993,-29.092902956023174,-18.918323723253003,3.0040915325577,-21.06004200252621,-16.06572190699393,0.9375,0.8125,0.9375,0.875,0.9375,0.84375
114,-14.130366287624081,2.8605067107229045,-15.923833750963535,-14.581479612471169,3.441129818739216,-18.022609431210384,-14.355922950047624,3.1508182647310603,-16.97322159108696,-2.098775680246849,1.0,0.875,0.9375,0.875,0.96875,0.875
115,-13.509792691081548,3.105172651986528,-16.582617713405117,-16.7952728122563,4.297082301844395,-21.342518564016093,-15.152532751668925,3.7011274769154614,-18.962568138710605,-4.7599008506109755,0.9375,0.9375,0.9375,0.875,0.9375,0.90625
116,-13.675394318017183,4.709478069798479,-15.298500556414199,-27.527718108560972,3.4391016454101204,-31.611403991750187,-20.60155621328908,4.0742898576043,-23.454952274082192,-16.31290343533599,1.0,0.875,1.0,0.875,1.0,0.875
117,-8.311441994215304,2.938779256989177,-11.250221251204481,-21.7364419379021,3.6553162424686594,-25.284377450291448,-15.023941966058702,3.297047749728918,-18.267299350747965,-14.034156199086967,1.0,0.8125,0.9375,0.875,0.96875,0.84375
118,-7.032436622317706,4.298249415382054,-12.559907809910936,-24.108140946008444,3.945458133140678,-27.232028848779958,-15.570288784163075,4.121853774261366,-19.895968329345447,-14.672121038869022,1.0,0.8125,0.9375,0.875,0.96875,0.84375
119,-4.756063743275163,4.971503339703375,-9.727567082978538,-23.69891085476197,3.298441249365968,-22.755940260773624,-14.227487299018566,4.134972294534672,-16.241753671876083,-13.028373177795086,1.0,0.875,0.9375,0.875,0.96875,0.875
120,-4.586390931458399,4.5942725317552835,-9.180663463213683,-22.697438502655718,4.232379391117736,-27.812144313466476,-13.641914717057059,4.4133259614365095,-18.49640388834008,-18.631480850252792,1.0,0.875,1.0,0.875,1.0,0.875
121,-3.0093531858120794,4.273078246613391,-7.751702994514661,-22.355551602346768,2.757789968141958,-26.223351722615394,-12.682452394079423,3.5154341073776747,-16.98752735856503,-18.47164872810073,1.0,0.875,0.9375,0.875,0.96875,0.875
122,-8.821146757091748,2.758548446698738,-10.987720077854027,-25.92020929224676,3.7644722184000248,-29.795915711544975,-17.370678024669253,3.2615103325493813,-20.3918178946995,-18.80819563369095,1.0,0.875,0.9375,0.875,0.96875,0.875
123,-12.441660139691235,3.4639788907299733,-16.730966457538297,-15.883579449729467,4.335657447453283,-20.21923689718275,-14.162619794710352,3.899818169091628,-18.475101677360524,-3.4882704396444524,1.0,0.875,1.0,0.8125,1.0,0.84375
124,-5.95162473111973,4.589180852426329,-10.72310464256335,-27.882121529798866,4.304236112679584,-28.78626627539283,-16.916873130459297,4.446708482552957,-19.754685458978088,-18.06316163282948,1.0,0.875,0.9375,0.875,0.96875,0.875
125,-14.65237376947888,3.6535775623357782,-15.632394934587806,-27.69481064802668,3.927452054864371,-28.248060507914555,-21.17359220875278,3.790514808600075,-21.94022772125118,-12.61566557332675,1.0,0.8125,1.0,0.875,1.0,0.84375
126,-2.62229151168116,3.1713416933965126,-7.534666077100406,-22.497901789158963,4.091774506470127,-26.59076354472579,-12.56009665042006,3.63155809993332,-17.062714810913096,-19.056097467625385,1.0,0.875,0.9375,0.875,0.96875,0.875
127,-4.972234600603947,4.216794928407938,-9.945371462558278,-20.49988402939222,4.58018867218533,-25.177713301104934,-12.736059314998084,4.398491800296634,-17.561542381831607,-15.232341838546656,1.0,0.875,1.0,0.875,1.0,0.875
128,-12.248477466752146,4.065877005039904,-16.31435447179205,-26.70714166482256,2.802516442774563,-30.648310388531343,-19.477809565787354,3.4341967239072337,-23.481332430161697,-14.333955916739292,1.0,0.875,0.9375,0.875,0.96875,0.875
129,-12.321628257066909,3.184593306969348,-15.506221564036256,-21.24590438313601,3.6604656451480446,-22.199313234652845,-16.78376632010146,3.4225294760586964,-18.85276739934455,-6.693091670616589,1.0,0.875,0.9375,0.875,0.96875,0.875
130,-8.20901802778742,5.1521808712316535,-13.603135382329206,-24.041477292721794,3.4709787219058637,-24.643755030170766,-16.125247660254608,4.311579796568759,-19.123445206249986,-11.04061964784156,1.0,0.875,0.9375,0.9375,0.96875,0.90625
131,-6.4799916507147275,3.726141601284593,-10.20613325199932,-26.639209222426455,4.130421530697774,-29.147391424506942,-16.55960043657059,3.9282815659911834,-19.67676233825313,-18.941258172507624,1.0,0.8125,0.9375,0.875,0.96875,0.84375
132,-5.28255302431272,4.417136593578547,-9.699689617891266,-15.803156890671433,4.2207604166679085,-20.27007913923694,-10.542854957492077,4.3189485051232275,-14.984884378564104,-10.570389521345675,1.0,0.875,0.9375,0.875,0.96875,0.875
133,-15.07688719318166,3.5323099869287633,-18.609197180110424,-19.77790297133421,3.0705467730113045,-20.84251691999875,-17.427395082257934,3.3014283799700337,-19.725857050054586,-2.2333197398883264,1.0,0.8125,0.9375,0.875,0.96875,0.84375
134,-7.495863423163983,4.511589804216512,-12.007453227380495,-24.35588263693005,3.879068549168003,-25.16460589965741,-15.925873030047017,4.195329176692257,-18.586029563518952,-13.157152672276915,1.0,0.8125,0.9375,0.875,0.96875,0.84375
135,-14.779591035848961,3.3685524332786536,-17.907071766850798,-17.310150557187477,3.214927446728464,-21.534781481749597,-16.044870796518218,3.2917399400035587,-19.720926624300198,-3.627709714898799,1.0,0.875,0.9375,0.8125,0.96875,0.84375
136,-3.9434708279231527,3.4982774540360695,-8.109938427224218,-32.21853325681442,4.203399483715903,-36.699586753953284,-18.081002042368784,3.8508384688759865,-22.404762590588753,-28.589648326729066,1.0,0.875,0.9375,0.875,0.96875,0.875
137,-10.558056194036865,3.8921971043851578,-14.450253298422023,-21.325891861245616,3.9549964916721287,-21.092519111591827,-15.94197402764124,3.923596798028643,-17.771386205006927,-6.642265813169804,1.0,0.8125,1.0,0.875,1.0,0.84375
138,-3.4039177397714844,3.6656715510977973,-8.408983279339445,-15.44779246983278,3.841914374682955,-19.924862828030214,-9.425855104802132,3.753792962890376,-14.16692305368483,-11.51587954869077,1.0,0.8125,1.0,0.875,1.0,0.84375
139,-4.744567823008939,3.932838558444026,-8.677406381452965,-27.362001801380835,3.2299150453208063,-28.093073052310114,-16.05328481219489,3.581376801882416,-18.38523971688154,-19.41566667085715,1.0,0.875,0.9375,0.875,0.96875,0.875
140,-7.856590113765673,4.137821224276666,-11.99441133804234,-16.681410185889277,4.373202007498704,-19.40327344767604,-12.269000149827475,4.255511615887685,-15.69884239285919,-7.408862109633699,1.0,0.875,0.9375,0.875,0.96875,0.875
141,-11.801627502242274,2.594669628919175,-14.402706141656541,-27.957475647779344,3.0389688737803056,-28.721298491526163,-19.879551575010808,2.8168192513497403,-21.562002316591354,-14.318592349869622,1.0,0.8125,1.0,0.875,1.0,0.84375
142,-7.260817241334416,3.083624979367145,-9.960382010730415,-24.718072259165137,3.1198984667437917,-29.029122428782223,-15.989444750249776,3.1017617230554686,-19.494752219756318,-19.06874041805181,1.0,0.8125,0.9375,0.875,0.96875,0.84375
143,-3.6889951322706875,4.028120229456576,-7.8227806907396396,-16.074892337900533,3.7199693242123693,-19.7948616621129,-9.88194373508561,3.874044776834473,-13.808821176426271,-11.972080971373261,1.0,0.8125,0.9375,0.875,0.96875,0.84375
144,-9.284741660662212,4.308864107170016,-11.022311139223525,-23.860829168644063,3.5076738758080976,-25.7856294789154,-16.572785414653136,3.9082689914890567,-18.403970309069464,-14.763318339691875,1.0,0.875,0.9375,0.875,0.96875,0.875
145,-5.694782955465541,2.6724150529243693,-8.361984314242768,-28.902195729676183,3.8175161079206426,-30.302245179620545,-17.29848934257086,3.244965580422506,-19.33211474693166,-21.940260865377777,1.0,0.875,0.9375,0.875,0.96875,0.875
146,-12.399172611011837,4.054000972104337,-16.453173583116175,-30.68484394121435,3.7508016479125272,-32.978826853908586,-21.542008276113094,3.902401310008432,-24.71600021851238,-16.52565327079241,0.9375,0.8125,0.9375,0.875,0.9375,0.84375
147,-10.17131979431578,3.313038004964336,-13.484357799280115,-14.826335357075445,4.189624855815502,-19.740754816429433,-12.498827575695612,3.7513314303899192,-16.612556307854774,-6.256397017149318,1.0,0.875,0.9375,0.875,0.96875,0.875
148,-15.513532308186228,4.893565178333127,-18.64198422838239,-23.78178454485236,3.8017377992972694,-28.62900967469698,-19.647658426519293,4.347651488815198,-23.635496951539686,-9.98702544631459,1.0,0.875,0.9375,0.8125,0.96875,0.84375
149,-6.763454464957719,4.596172611922943,-11.359627076880662,-21.723951547626143,3.2695969337584967,-25.81438246755649,-14.24370300629193,3.93288477284072,-18.587004772218577,-14.45475539067583,1.0,0.8125,0.9375,0.9375,0.96875,0.875
150,-7.063119391501623,4.092584365745471,-12.412487253399718,-22.204512424578677,4.9146610501555195,-27.345151783256572,-14.63381590804015,4.503622707950495,-19.878819518328143,-14.932664529856854,1.0,0.875,0.9375,0.875,0.96875,0.875
151,-11.985306193157777,3.3159989526953906,-14.475605040364947,-24.57006826345742,3.403761646552454,-24.93726833891203,-18.2776872283076,3.3598802996239225,-19.706436689638487,-10.461663298547084,1.0,0.8125,0.9375,0.875,0.96875,0.84375
152,-15.238144178230113,4.915284159586859,-20.15396042192777,-24.468588674280763,0.23762728352196852,-24.444294837995585,-19.853366426255437,2.5764557215544137,-22.299127629961678,-4.2903344160678145,1.0,0.8125,0.9375,0.875,0.96875,0.84375
153,-11.820563291222912,4.625908483430933,-15.332799149181907,-17.250721025488886,3.2696067597173784,-20.520327785206263,-14.535642158355898,3.947757621574156,-17.926563467194086,-5.187528636024355,1.0,0.875,1.0,0.875,1.0,0.875
154,-14.755547901767505,3.5464535043061076,-18.302001406073614,-26.086076589060255,4.09822973920947,-30.57841825730101,-20.42081224541388,3.822341621757789,-24.440209831687312,-12.276416851227395,1.0,0.875,0.9375,0.875,0.96875,0.875
155,-14.668797222880976,3.476602057359151,-18.145399280240127,-24.35866210667457,2.782662749655869,-24.628811814727097,-19.51372966477777,3.12963240350751,-21.387105547483614,-6.48341253448697,1.0,0.875,0.9375,0.875,0.96875,0.875
156,-9.57614737923008,2.8813613822007755,-14.729170750914918,-22.227686944190683,3.949601641568247,-26.49532161385507,-15.901917161710383,3.4154815118845114,-20.612246182384993,-11.766150862940151,1.0,0.875,1.0,0.875,1.0,0.875
157,-7.298442963859967,3.3198798193062675,-11.767875968742686,-23.51509692721368,1.7769508109560117,-26.657006015721056,-15.406769945536823,2.5484153151311397,-19.21244099223187,-14.88913004697837,1.0,0.875,0.9375,0.9375,0.96875,0.90625
158,-7.765412494794949,3.4743060067764797,-11.23971850157143,-24.090963362105885,2.619706569256298,-23.31242220169584,-15.928187928450416,3.047006288016389,-17.276070351633635,-12.072703700124409,0.9375,0.8125,0.9375,0.875,0.9375,0.84375
159,-6.130255281321989,4.252233500862039,-10.382488782184028,-21.976890115699124,3.0660559613669927,-25.941999082223226,-14.053572698510557,3.659144731114516,-18.162243932203626,-15.559510300039198,1.0,0.875,0.9375,0.9375,0.96875,0.90625
160,-3.60801733286434,4.471073208320644,-8.44438582433872,-22.12098996476236,3.9208173847724677,-26.298170607423078,-12.864503648813349,4.195945296546556,-17.3712782158809,-17.853784783084357,1.0,0.8125,1.0,0.875,1.0,0.84375
161,-8.76046823137096,4.6144789324364766,-13.533226442990767,-23.2394402504194,3.8803466964999136,-27.119786946919312,-15.999954240895178,4.247412814468195,-20.32650669495504,-13.586560503928546,1.0,0.8125,0.9375,0.8125,0.96875,0.8125
162,-10.800098138892952,4.113088470388674,-14.12148731307198,-16.8477250560447,1.9898012624326566,-19.047165489107623,-13.823911597468825,3.0514448664106655,-16.5843264010898,-4.925678176035644,1.0,0.875,0.9375,0.8125,0.96875,0.84375
163,-7.144579638630698,4.0133821597872315,-11.874120293770027,-19.104646547853253,3.3428657605214576,-23.372687262657664,-13.124613093241976,3.6781239601543447,-17.623403778213845,-11.498566968887637,1.0,0.875,0.9375,0.875,0.96875,0.875
164,-6.276671829212968,4.167510048597461,-10.44418187781043,-26.57544292161696,3.708872393913617,-28.591935859869373,-16.426057375414963,3.938191221255539,-19.5180588688399,-18.147753982058944,1.0,0.875,1.0,0.875,1.0,0.875
165,-12.54150416410537,3.4750981973990647,-14.732600725435082,-26.948203064271183,4.0743429725915705,-30.0375634800008,-19.744853614188276,3.7747205849953174,-22.38508210271794,-15.304962754565716,1.0,0.875,0.9375,0.875,0.96875,0.875
166,-14.441110768741964,4.691351035478546,-17.728797365071312,-23.007250238540028,4.144469941585393,-27.160191316499933,-18.724180503640994,4.4179104885319695,-22.444494340785624,-9.431393951428621,1.0,0.875,0.9375,0.875,0.96875,0.875
167,-3.2421056311496965,4.723074400134583,-8.141365100583288,-26.14954380778395,2.903242166223127,-27.478514060236623,-14.695824719466824,3.813158283178855,-17.809939580409957,-19.337148959653334,1.0,0.875,0.9375,0.875,0.96875,0.875
168,-15.469480672959028,3.0465915542937627,-18.202075484815616,-21.181422415379906,2.260496600250861,-23.441919015630766,-18.325451544169468,2.653544077272312,-20.82199725022319,-5.2398435308151505,1.0,0.875,0.9375,0.875,0.96875,0.875
169,-5.1688330296304095,3.9486992759616997,-9.598060298224718,-20.116064625026876,4.175548829807951,-24.61459536299425,-12.642448827328643,4.062124052884825,-17.106327830609484,-15.016535064769533,1.0,0.875,1.0,0.8125,1.0,0.84375
170,-15.54861607287102,3.693536240340587,-18.389926113367977,-14.926053938461894,3.1313692797657873,-18.477762169631482,-15.237335005666457,3.412452760053187,-18.43384414149973,-0.08783605626350521,1.0,0.8125,0.9375,0.875,0.96875,0.84375
171,-5.504560492450615,2.012731014541629,-6.339039213814518,-26.141076736283235,4.4923072078512485,-30.69004400505261,-15.822818614366925,3.2525191111964387,-18.514541609433564,-24.35100479123809,1.0,0.875,0.9375,0.875,0.96875,0.875
172,-12.758295168262649,4.057496803553523,-17.9732158484476,-24.588516830747764,4.422797290672519,-29.512024560218112,-18.673405999505206,4.240147047113021,-23.74262020433286,-11.53880871177051,1.0,0.875,0.9375,0.875,0.96875,0.875
173,-12.325601922028781,3.867672993215914,-18.36377982978154,-23.956975571985126,4.033139869727346,-28.17680452818264,-18.141288747006953,3.95040643147163,-23.27029217898209,-9.813024698401101,1.0,0.875,0.9375,0.8125,0.96875,0.84375
174,-10.25266080703107,2.1622347457282216,-12.414895552759292,-27.986042655526056,4.040142736341429,-29.814695393188135,-19.119351731278563,3.101188741034825,-21.114795472973714,-17.39979984042884,1.0,0.875,0.9375,0.875,0.96875,0.875
175,-10.085767665032053,3.2727290961633466,-13.019333747225044,-15.831848639779931,3.1013282879482382,-20.90900517895602,-12.958808152405993,3.1870286920557924,-16.96416946309053,-7.889671431730974,1.0,0.875,0.9375,0.875,0.96875,0.875
176,-13.902441140371197,2.6064929804215606,-15.851670414415903,-26.828102923438404,3.885351911538836,-30.041322034111523,-20.3652720319048,3.2459224459801983,-22.94649622426371,-14.18965161969562,1.0,0.875,0.9375,0.9375,0.96875,0.90625
177,-7.868864376229193,3.9521010920439843,-12.56443390142205,-21.56719318968161,2.70948162611627,-24.276674815797882,-14.718028782955402,3.330791359080127,-18.420554358609966,-11.712240914375833,1.0,0.875,0.9375,0.875,0.96875,0.875
178,-15.065135592228543,4.716749795280661,-16.95075916083549,-21.000162884569495,4.381074182674449,-25.654458126107098,-18.032649238399017,4.548911988977554,-21.302608643471295,-8.70369896527161,1.0,0.8125,0.9375,0.8125,0.96875,0.8125
179,-9.30359306986573,3.72924546385219,-14.092401425810838,-23.29556107589583,4.726239119512833,-25.018967466287066,-16.29957707288078,4.227742291682512,-19.55568444604895,-10.926566040476228,1.0,0.875,1.0,0.875,1.0,0.875
180,-9.807345456034973,2.64750643592884,-13.250566995776238,-20.50441362390772,4.0003902695879,-25.40847663655869,-15.155879539971346,3.3239483527583698,-19.329521816167464,-12.157909640782451,1.0,0.875,0.9375,0.875,0.96875,0.875
181,-9.633363941066088,4.102209486970634,-15.494906408421524,-23.11411794955356,3.78179784708546,-24.837558434652948,-16.373740945309823,3.9420036670280467,-20.166232421537238,-9.342652026231423,1.0,0.875,1.0,0.875,1.0,0.875
182,-5.820809477967726,3.8427446434618084,-9.663554121429534,-25.536576480463253,3.251926464727101,-28.70107070866685,-15.67869297921549,3.5473355540944547,-19.182312415048195,-19.037516587237317,1.0,0.8125,0.9375,0.875,0.96875,0.84375
183,-11.741186884099077,3.334236851521909,-15.075423735620987,-23.398658527599398,3.6796771922380525,-30.03896993749713,-17.569922705849237,3.506957021879981,-22.557196836559058,-14.963546201876142,1.0,0.8125,1.0,0.875,1.0,0.84375
184,-4.629669613355123,4.76790424604792,-10.376074897326864,-15.710626536283463,3.964947320474579,-19.981337592299855,-10.170148074819293,4.366425783261249,-15.178706244813359,-9.605262694972991,1.0,0.875,0.9375,0.875,0.96875,0.875
185,-12.332198629824186,3.3601141904955063,-16.810573808317503,-23.39293764579124,2.5844123207104497,-24.636089050901166,-17.862568137807713,2.9722632556029778,-20.723331429609335,-7.825515242583663,1.0,0.875,0.9375,0.875,0.96875,0.875
186,-3.8554240276550664,3.233553438005816,-7.298083759611242,-28.31702311042704,1.8820108482710156,-30.199033958698056,-16.086223569041053,2.557782143138416,-18.74855885915465,-22.900950199086815,1.0,0.8125,0.9375,0.875,0.96875,0.84375
187,-13.969791124986177,4.692461440658931,-18.589276675025957,-18.932975817284987,4.0483897398544935,-22.98136555713948,-16.451383471135582,4.370425590256712,-20.78532111608272,-4.392088882113523,1.0,0.875,1.0,0.875,1.0,0.875
188,-7.978937862209057,2.6484832422473876,-10.627421104456445,-26.91848645263252,4.0070902213592605,-31.944301029191692,-17.44871215742079,3.3277867318033243,-21.28586106682407,-21.316879924735247,1.0,0.875,0.9375,0.875,0.96875,0.875
189,-6.3291976841461555,3.29469964701472,-9.623897331160876,-24.201851313752847,4.04405699411754,-27.578070408917252,-15.265524498949501,3.66937832056613,-18.600983870039066,-17.954173077756376,1.0,0.8125,0.9375,0.875,0.96875,0.84375
190,-8.055088030262757,4.6273582876156265,-12.682446317878384,-21.72531149859564,4.210225202032546,-24.64207202428107,-14.890199764429198,4.418791744824086,-18.662259171079725,-11.959625706402687,1.0,0.8125,0.9375,0.8125,0.96875,0.8125
191,-15.103486365363269,4.084288497088164,-18.19135709490365,-23.77120119753707,4.1190459295411745,-23.74752658127346,-19.43734378145017,4.10166721331467,-20.969441838088557,-5.556169486369807,0.9375,0.875,0.9375,0.875,0.9375,0.875
192,-12.525723584553388,3.6191842010911226,-14.431951032099155,-29.39137651738965,3.4499513505072814,-33.95847286277668,-20.958550050971517,3.534567775799202,-24.19521194743792,-19.526521830677524,1.0,0.8125,0.9375,0.875,0.96875,0.84375
193,-6.855192591323699,3.357519169244191,-11.009270761554681,-22.920850079728144,4.291849169089763,-27.212699248817906,-14.888021335525922,3.824684169166977,-19.110985005186294,-16.203428487263224,1.0,0.875,1.0,0.875,1.0,0.875
194,-9.4554408762233,4.458602055656705,-13.914042931880005,-24.64073500673014,3.4233951726789913,-28.06413017940913,-17.04808794147672,3.940998614167848,-20.98908655564457,-14.150087247529125,1.0,0.8125,0.9375,0.875,0.96875,0.84375
195,-3.92241487281148,4.4208799750160255,-8.45526118613829,-27.1725025819373,2.4913370221325257,-28.69420989586535,-15.54745872737439,3.4561084985742756,-18.57473554100182,-20.238948709727058,1.0,0.875,0.9375,0.875,0.96875,0.875
196,-8.495063278248779,3.893958945991456,-12.995209327925098,-25.656687502650893,4.115933359093898,-29.82877025520832,-17.075875390449838,4.004946152542677,-21.411989791566707,-16.833560927283223,1.0,0.875,0.9375,0.875,0.96875,0.875
197,-16.025587896895015,2.649737358347669,-20.80257804682085,-19.32885471216103,3.5046969261814547,-22.833551638342485,-17.67722130452802,3.077217142264562,-21.81806484258167,-2.030973591521633,0.9375,0.8125,0.9375,0.875,0.9375,0.84375
198,-11.91232238025769,4.44841977342307,-17.162252529838796,-20.15601148245111,2.9024465071265215,-21.595296927529844,-16.0341669313544,3.6754331402747957,-19.37877472868432,-4.433044397691049,1.0,0.875,1.0,0.9375,1.0,0.90625
199,-13.503507241514457,4.303864367927679,-15.531285802387462,-20.735931642766666,3.4701829829985202,-26.25979275312975,-17.11971944214056,3.8870236754631,-20.89553927775861,-10.72850695074229,1.0,0.8125,0.9375,0.8125,0.96875,0.8125
200,-8.272074534790907,3.1189877162332653,-11.391062251024172,-19.98624648599462,3.6887748044552633,-23.675021290449884,-14.129160510392763,3.4038812603442645,-17.53304177073703,-12.283959039425712,1.0,0.8125,0.9375,0.875,0.96875,0.84375
