state,synthetic_species_id,world,orientation,support_cells_D3,cell_mass_correlation,allocation_bias,relative_bias,allocation_rmse,relative_rmse,entropy_bias,concentration_bias,hellinger_distance,sliced_wasserstein_km,centroid_displacement_km,true_entropy,estimated_entropy,true_concentration,estimated_concentration
E0,SYN003,PAIRED_NULL,BA,170,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.954503152710883,3.954503152710883,0.03368533066816692,0.03368533066816692
E0,SYN004,STRONG,AB,148,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101888730650877,4.101888730650877,0.024482113127460427,0.024482113127460427
E0,SYN004,STRONG,BA,148,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101888730650877,4.101888730650877,0.024482113127460427,0.024482113127460427
E0,SYN004,PAIRED_NULL,AB,148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101888730650877,4.101888730650877,0.024482113127460424,0.024482113127460424
E0,SYN004,PAIRED_NULL,BA,148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101888730650877,4.101888730650877,0.024482113127460424,0.024482113127460424
E0,SYN005,STRONG,AB,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033567678067273,4.033567678067273,0.026871860898672873,0.026871860898672873
E0,SYN005,STRONG,BA,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033567678067273,4.033567678067273,0.026871860898672873,0.026871860898672873
E0,SYN005,PAIRED_NULL,AB,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.018837372557395,4.018837372557395,0.02742944203978379,0.02742944203978379
E0,SYN005,PAIRED_NULL,BA,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.018837372557395,4.018837372557395,0.02742944203978379,0.02742944203978379
E0,SYN006,STRONG,AB,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1904258390115743,3.1904258390115743,0.060141523860409274,0.060141523860409274
E0,SYN006,STRONG,BA,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1904258390115743,3.1904258390115743,0.060141523860409274,0.060141523860409274
E0,SYN006,PAIRED_NULL,AB,65,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.186872599570313,3.186872599570313,0.06024361986627654,0.06024361986627654
E0,SYN006,PAIRED_NULL,BA,65,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.186872599570313,3.186872599570313,0.06024361986627654,0.06024361986627654
E0,SYN007,STRONG,AB,122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1348409935411357,3.1348409935411357,0.08616003849379084,0.08616003849379084
E0,SYN007,STRONG,BA,122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1348409935411357,3.1348409935411357,0.08616003849379084,0.08616003849379084
