analysis_species_id,analysis_species_name,analysis_species_authors,analysis_species_family,analysis_species_rank,analysis_species_status,ipni_id,powo_id,wcvp_reviewed_flag,component_fia_code_count,component_fia_codes,component_fia_names,component_mapping_classes,contains_synonym_component_flag,contains_infraspecific_component_flag,dbh_component_code_count,drc_component_code_count,diameter_basis_composition,large_tree_subplot_ge5_flag,main_analysis_candidate_retained_flag,dbh_only_sensitivity_flag,taxonomy_ambiguity_flag,distribution_query_plant_name_id,distribution_query_taxon_name
2458798,Vaccinium arboreum,Marshall,Ericaceae,Species,Accepted,317271-2,317271-2,N,1,8860,Vaccinium arboreum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2458798,Vaccinium arboreum
2469375,Zanthoxylum clava-herculis,L.,Rutaceae,Species,Accepted,775655-1,775655-1,N,1,8944,Zanthoxylum clava-herculis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2469375,Zanthoxylum clava-herculis
2500717,Myrica cerifera,L.,Myricaceae,Species,Accepted,166220-2,166220-2,N,1,7845,Morella cerifera,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2500717,Myrica cerifera
2501306,Maclura pomifera,(Raf.) C.K.Schneid.,Moraceae,Species,Accepted,148738-2,148738-2,N,1,641,Maclura pomifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501306,Maclura pomifera
2501381,Morus alba,L.,Moraceae,Species,Accepted,30051955-2,30051955-2,N,1,681,Morus alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501381,Morus alba
2501836,Morus microphylla,Buckley,Moraceae,Species,Accepted,854680-1,854680-1,N,1,683,Morus microphylla,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501836,Morus microphylla
2501906,Morus rubra,L.,Moraceae,Species,Accepted,854710-1,854710-1,N,1,682,Morus rubra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2501906,Morus rubra
2505106,Melia azedarach,L.,Meliaceae,Species,Accepted,578949-1,578949-1,N,1,993,Melia azedarach,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2505106,Melia azedarach
2518181,Tilia cordata,Mill.,Malvaceae,Species,Accepted,835277-1,835277-1,N,1,8813,Tilia cordata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2518181,Tilia cordata
2518218,Tilia americana,L.,Malvaceae,Species,Accepted,286108-2,286108-2,N,3,951;952;953,Tilia americana;Tilia americana var. caroliniana;Tilia americana var. heterophylla,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_SPECIES,1,0,3,0,DBH_ONLY,1,1,1,0,2518218,Tilia americana
2523018,Rhamnus cathartica,L.,Rhamnaceae,Species,Accepted,718256-1,718256-1,N,1,6918,Rhamnus cathartica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2523018,Rhamnus cathartica
2523199,Rhizophora mangle,L.,Rhizophoraceae,Species,Accepted,30061148-2,30061148-2,N,1,989,Rhizophora mangle,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2523199,Rhizophora mangle
2529931,Persea borbonia,(L.) Spreng.,Lauraceae,Species,Accepted,30100501-2,30100501-2,N,1,721,Persea borbonia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2529931,Persea borbonia
2540278,Piscidia piscipula,(L.) Sarg.,Fabaceae,Species,Accepted,199978-2,199978-2,Y,1,887,Piscidia piscipula,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2540278,Piscidia piscipula
2541602,Phellodendron amurense,Rupr.,Rutaceae,Species,Accepted,774774-1,774774-1,N,1,6516,Phellodendron amurense,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2541602,Phellodendron amurense
2542391,Paulownia tomentosa,(Thunb.) Steud.,Paulowniaceae,Species,Accepted,185784-2,185784-2,N,1,712,Paulownia tomentosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2542391,Paulownia tomentosa
2551587,Planera aquatica,J.F.Gmel.,Ulmaceae,Species,Accepted,305500-2,305500-2,N,1,722,Planera aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2551587,Planera aquatica
2570450,Platanus wrightii,S.Watson,Platanaceae,Species,Accepted,201701-2,201701-2,N,1,732,Platanus wrightii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570450,Platanus wrightii
2570459,Platanus occidentalis,L.,Platanaceae,Species,Accepted,685871-1,685871-1,N,1,731,Platanus occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570459,Platanus occidentalis
2570467,Platanus racemosa,Nutt.,Platanaceae,Species,Accepted,685878-1,685878-1,N,1,730,Platanus racemosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2570467,Platanus racemosa
2582296,Sapindus drummondii,Hook. & Arn.,Sapindaceae,Species,Accepted,227434-2,227434-2,N,1,919,Sapindus saponaria var. drummondii,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2582296,Sapindus drummondii
2591964,Sassafras albidum,(Nutt.) Nees,Lauraceae,Species,Accepted,468624-1,468624-1,N,1,931,Sassafras albidum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2591964,Sassafras albidum
2596955,Strombocarpa pubescens,(Benth.) A.Gray,Fabaceae,Species,Accepted,519580-1,519580-1,Y,1,758,Prosopis pubescens,SYNONYM_TO_ACCEPTED_SPECIES,1,0,0,1,DRC_ONLY,1,1,0,0,2596955,Strombocarpa pubescens
2598500,Styphnolobium affine,(Torr. & A.Gray) Walp.,Fabaceae,Species,Accepted,519718-1,519718-1,Y,1,870,Sophora affinis,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2598500,Styphnolobium affine
2601502,Swietenia mahagoni,(L.) Jacq.,Meliaceae,Species,Accepted,1080203-2,1080203-2,N,1,940,Swietenia mahagoni,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2601502,Swietenia mahagoni
2615689,Acer grandidentatum,Nutt.,Sapindaceae,Species,Accepted,1798-2,1798-2,N,1,322,Acer grandidentatum,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2615689,Acer grandidentatum
2615862,Acer leucoderme,Small,Sapindaceae,Species,Accepted,1806-2,1806-2,N,1,323,Acer leucoderme,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2615862,Acer leucoderme
2615900,Acer macrophyllum,Pursh,Sapindaceae,Species,Accepted,317376-2,317376-2,N,1,312,Acer macrophyllum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2615900,Acer macrophyllum
2616024,Acer negundo,L.,Sapindaceae,Species,Accepted,781412-1,781412-1,N,1,313,Acer negundo,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616024,Acer negundo
2616060,Acer nigrum,F.Michx.,Sapindaceae,Species,Accepted,781415-1,781415-1,N,1,314,Acer nigrum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616060,Acer nigrum
2616210,Acer pensylvanicum,L.,Sapindaceae,Species,Accepted,781446-1,781446-1,N,1,315,Acer pensylvanicum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616210,Acer pensylvanicum
2616254,Acer platanoides,L.,Sapindaceae,Species,Accepted,781455-1,781455-1,N,1,320,Acer platanoides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616254,Acer platanoides
2616276,Acer pseudoplatanus,L.,Sapindaceae,Species,Accepted,781462-1,781462-1,N,1,5151,Acer pseudoplatanus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616276,Acer pseudoplatanus
2616329,Acer rubrum,L.,Sapindaceae,Species,Accepted,1867-2,1867-2,N,1,316,Acer rubrum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616329,Acer rubrum
2616367,Acer saccharinum,L.,Sapindaceae,Species,Accepted,1892-2,1892-2,N,1,317,Acer saccharinum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616367,Acer saccharinum
2616387,Acer saccharum,Marshall,Sapindaceae,Species,Accepted,56795-1,56795-1,N,2,311;318,Acer barbatum;Acer saccharum,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2616387,Acer saccharum
2616481,Acer spicatum,Lam.,Sapindaceae,Species,Accepted,781514-1,781514-1,N,1,319,Acer spicatum,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2616481,Acer spicatum
2616524,Acer tataricum,L.,Sapindaceae,Species,Accepted,781526-1,781526-1,N,1,5147,Acer ginnala,SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,1,0,DBH_ONLY,1,1,1,0,2616524,Acer tataricum
2624481,Aesculus californica,(Spach) Nutt.,Sapindaceae,Species,Accepted,781583-1,781583-1,N,1,333,Aesculus californica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2624481,Aesculus californica
2624500,Aesculus flava,Sol.,Sapindaceae,Species,Accepted,271789-2,271789-2,N,1,332,Aesculus flava,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2624500,Aesculus flava
2624506,Aesculus glabra,Willd.,Sapindaceae,Species,Accepted,30124420-2,30124420-2,N,2,331;334,Aesculus glabra;Aesculus glabra var. arguta,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,2624506,Aesculus glabra
2626815,Ailanthus altissima,(Mill.) Swingle,Simaroubaceae,Species,Accepted,813521-1,813521-1,N,1,341,Ailanthus altissima,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2626815,Ailanthus altissima
2627374,Albizia julibrissin,Durazz.,Fabaceae,Species,Accepted,473275-1,473275-1,Y,1,345,Albizia julibrissin,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2627374,Albizia julibrissin
2640872,Annona glabra,L.,Annonaceae,Species,Accepted,72208-1,72208-1,N,1,853,Annona glabra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2640872,Annona glabra
2646656,Arbutus arizonica,(A.Gray) Sarg.,Ericaceae,Species,Accepted,17547-2,17547-2,N,1,362,Arbutus arizonica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2646656,Arbutus arizonica
2646696,Arbutus menziesii,Pursh,Ericaceae,Species,Accepted,326479-1,326479-1,N,1,361,Arbutus menziesii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2646696,Arbutus menziesii
2655435,Asimina triloba,(L.) Dunal,Annonaceae,Species,Accepted,72521-1,72521-1,N,1,367,Asimina triloba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2655435,Asimina triloba
2683772,Broussonetia papyrifera,(L.) L'Hér. ex Vent.,Moraceae,Species,Accepted,850861-1,850861-1,N,1,6262,Broussonetia papyrifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2683772,Broussonetia papyrifera
2687649,Bursera simaruba,(L.) Sarg.,Burseraceae,Species,Accepted,127217-1,127217-1,N,1,854,Bursera simaruba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2687649,Bursera simaruba
2695178,Camphora officinarum,Boerh. ex Fabr.,Lauraceae,Species,Accepted,77328940-1,77328940-1,N,1,858,Cinnamomum camphora,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2695178,Camphora officinarum
2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,Juglandaceae,Species,Accepted,47778-2,47778-2,N,1,401,Carya aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701748,Carya aquatica
2701766,Carya cordiformis,(Wangenh.) K.Koch,Juglandaceae,Species,Accepted,30187393-2,30187393-2,N,1,402,Carya cordiformis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701766,Carya cordiformis
2701774,Carya floridana,Sarg.,Juglandaceae,Species,Accepted,47794-2,47794-2,N,1,411,Carya floridana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701774,Carya floridana
2701775,Carya glabra,(Mill.) Sweet,Juglandaceae,Species,Accepted,30055752-2,30055752-2,N,2,403;412,Carya glabra;Carya ovalis,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2701775,Carya glabra
2701784,Carya illinoinensis,(Wangenh.) K.Koch,Juglandaceae,Species,Accepted,442167-1,442167-1,N,1,404,Carya illinoinensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701784,Carya illinoinensis
2701789,Carya laciniosa,(F.Michx.) G.Don,Juglandaceae,Species,Accepted,442172-1,442172-1,N,1,405,Carya laciniosa,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701789,Carya laciniosa
2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,Juglandaceae,Species,Accepted,47809-2,47809-2,N,1,406,Carya myristiciformis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701803,Carya myristiciformis
2701831,Carya ovata,(Mill.) K.Koch,Juglandaceae,Species,Accepted,30122806-2,30122806-2,N,2,407;413,Carya carolinae-septentrionalis;Carya ovata,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,1,1,2,0,DBH_ONLY,1,1,1,0,2701831,Carya ovata
2701846,Carya pallida,(Ashe) Engelm. & Graebn.,Juglandaceae,Species,Accepted,47834-2,47834-2,N,1,410,Carya pallida,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701846,Carya pallida
2701863,Carya texana,Buckley,Juglandaceae,Species,Accepted,77094433-1,77094433-1,N,1,408,Carya texana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2701863,Carya texana
2701867,Carya tomentosa,(Lam.) Nutt.,Juglandaceae,Species,Accepted,47847-2,47847-2,N,1,409,Carya alba,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2701867,Carya tomentosa
2708323,Celtis laevigata,Willd.,Cannabaceae,Species,Accepted,836997-1,836997-1,N,1,461,Celtis laevigata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2708323,Celtis laevigata
2708380,Celtis occidentalis,L.,Cannabaceae,Species,Accepted,301424-2,301424-2,N,1,462,Celtis occidentalis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2708380,Celtis occidentalis
2708432,Celtis reticulata,Torr.,Cannabaceae,Species,Accepted,851150-1,851150-1,N,1,463,Celtis laevigata var. reticulata,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2708432,Celtis reticulata
2711403,Cercis canadensis,L.,Fabaceae,Species,Accepted,316243-2,316243-2,Y,1,471,Cercis canadensis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2711403,Cercis canadensis
2724586,Cladrastis kentukea,(Dum.Cours.) Rudd,Fabaceae,Species,Accepted,486421-1,486421-1,Y,1,481,Cladrastis kentukea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2724586,Cladrastis kentukea
2729242,Coccoloba diversifolia,Jacq.,Polygonaceae,Species,Accepted,693641-1,693641-1,N,1,863,Coccoloba diversifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2729242,Coccoloba diversifolia
2733979,Condalia hookeri,M.C.Johnst.,Rhamnaceae,Species,Accepted,295989-2,295989-2,N,1,867,Condalia hookeri,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2733979,Condalia hookeri
2734516,Conocarpus erectus,L.,Combretaceae,Species,Accepted,319151-2,319151-2,N,1,987,Conocarpus erectus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2734516,Conocarpus erectus
2736585,Cordia boissieri,A.DC.,Boraginaceae,Species,Accepted,113994-1,113994-1,N,1,8651,Cordia boissieri,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2736585,Cordia boissieri
2740014,Cotinus obovatus,Raf.,Anacardiaceae,Species,Accepted,69506-1,69506-1,N,1,996,Cotinus obovatus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2740014,Cotinus obovatus
2780305,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,Fabaceae,Species,Accepted,989425-1,989425-1,Y,1,868,Ebenopsis ebano,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2780305,Ebenopsis ebano
2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,Boraginaceae,Species,Accepted,88877-2,88877-2,N,1,523,Ehretia anacua,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2784654,Ehretia anacua
2784980,Elaeagnus angustifolia,L.,Elaeagnaceae,Species,Accepted,323646-1,323646-1,N,1,997,Elaeagnus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2784980,Elaeagnus angustifolia
2809576,Ficus aurea,Nutt.,Moraceae,Species,Accepted,852451-1,852451-1,N,1,876,Ficus aurea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2809576,Ficus aurea
2809827,Ficus carica,L.,Moraceae,Species,Accepted,852556-1,852556-1,N,1,7151,Ficus carica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2809827,Ficus carica
2813006,Firmiana simplex,(L.) W.Wight,Malvaceae,Species,Accepted,823357-1,823357-1,N,1,7181,Firmiana simplex,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2813006,Firmiana simplex
2826455,Gleditsia aquatica,Marshall,Fabaceae,Species,Accepted,496572-1,496572-1,Y,1,551,Gleditsia aquatica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2826455,Gleditsia aquatica
2826513,Gleditsia triacanthos,L.,Fabaceae,Species,Accepted,110723-2,110723-2,Y,1,552,Gleditsia triacanthos,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2826513,Gleditsia triacanthos
2830846,Gordonia lasianthus,(L.) Ellis,Theaceae,Species,Accepted,830294-1,830294-1,N,1,555,Gordonia lasianthus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2830846,Gordonia lasianthus
2835921,Gymnocladus dioicus,(L.) K.Koch,Fabaceae,Species,Accepted,1195073-2,1195073-2,Y,1,571,Gymnocladus dioicus,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2835921,Gymnocladus dioicus
2838104,Halesia carolina,L.,Styracaceae,Species,Accepted,319532-2,319532-2,N,2,581;7328,Halesia carolina;Halesia tetraptera,ACCEPTED_SPECIES;SYNONYM_TO_ACCEPTED_SPECIES,1,0,2,0,DBH_ONLY,1,1,1,0,2838104,Halesia carolina
2838115,Halesia diptera,L.,Styracaceae,Species,Accepted,826529-1,826529-1,N,1,582,Halesia diptera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2838115,Halesia diptera
2860379,Ilex aquifolium,L.,Aquifoliaceae,Species,Accepted,83051-1,83051-1,N,1,7454,Ilex aquifolium,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2860379,Ilex aquifolium
2860502,Ilex cassine,L.,Aquifoliaceae,Species,Accepted,83134-1,83134-1,N,1,7455,Ilex cassine,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2860502,Ilex cassine
2861190,Ilex opaca,Aiton,Aquifoliaceae,Species,Accepted,30066096-2,30066096-2,N,1,591,Ilex opaca,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2861190,Ilex opaca
2861645,Ilex vomitoria,Aiton,Aquifoliaceae,Species,Accepted,83863-1,83863-1,N,1,7469,Ilex vomitoria,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2861645,Ilex vomitoria
2901279,Prunus persica,(L.) Batsch,Rosaceae,Species,Accepted,1212858-2,1212858-2,N,1,764,Prunus persica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2901279,Prunus persica
2915966,Prunus serotina,Ehrh.,Rosaceae,Species,Accepted,30010850-2,30010850-2,N,1,762,Prunus serotina,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2915966,Prunus serotina
2917143,Prunus avium,(L.) L.,Rosaceae,Species,Accepted,30093848-2,30093848-2,N,1,771,Prunus avium,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917143,Prunus avium
2917212,Populus deltoides,W.Bartram ex Marshall,Salicaceae,Species,Accepted,30102841-2,30102841-2,N,2,742;745,Populus deltoides;Populus deltoides ssp. monilifera,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES;ACCEPTED_SPECIES,0,1,2,0,DBH_ONLY,1,1,1,0,2917212,Populus deltoides
2917269,Populus fremontii,S.Watson,Salicaceae,Species,Accepted,306544-2,306544-2,N,1,748,Populus fremontii,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917269,Populus fremontii
2917292,Populus balsamifera,L.,Salicaceae,Species,Accepted,776600-1,776600-1,N,1,741,Populus balsamifera,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917292,Populus balsamifera
2917437,Populus tristis,Fisch.,Salicaceae,Species,Accepted,776895-1,776895-1,N,1,747,Populus balsamifera ssp. trichocarpa,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2917437,Populus tristis
2917451,Populus tremuloides,Michx.,Salicaceae,Species,Accepted,208337-2,208337-2,N,1,746,Populus tremuloides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917451,Populus tremuloides
2917497,Populus nigra,L.,Salicaceae,Species,Accepted,776790-1,776790-1,N,1,753,Populus nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917497,Populus nigra
2917577,Populus grandidentata,Michx.,Salicaceae,Species,Accepted,208297-2,208297-2,N,1,743,Populus grandidentata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917577,Populus grandidentata
2917735,Populus alba,L.,Salicaceae,Species,Accepted,776573-1,776573-1,N,1,752,Populus alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2917735,Populus alba
2918617,Salix amygdaloides,Andersson,Salicaceae,Species,Accepted,777026-1,777026-1,N,1,921,Salix amygdaloides,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2918617,Salix amygdaloides
2918804,Salix alba,L.,Salicaceae,Species,Accepted,776974-1,776974-1,N,1,927,Salix alba,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2918804,Salix alba
2919167,Salix caroliniana,Michx.,Salicaceae,Species,Accepted,284527-2,284527-2,N,1,925,Salix caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2919167,Salix caroliniana
2919837,Salix nigra,Marshall,Salicaceae,Species,Accepted,304250-2,304250-2,N,1,922,Salix nigra,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2919837,Salix nigra
2921945,Populus angustifolia,E.James,Salicaceae,Species,Accepted,208240-2,208240-2,N,1,749,Populus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2921945,Populus angustifolia
2940130,Amelanchier arborea,(F.Michx.) Fernald,Rosaceae,Species,Accepted,11133-2,11133-2,N,1,357,Amelanchier arborea,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2940130,Amelanchier arborea
2940246,Amelanchier laevis,Wiegand,Rosaceae,Species,Accepted,721220-1,721220-1,N,1,5203,Amelanchier laevis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2940246,Amelanchier laevis
2943367,Cercocarpus ledifolius,Nutt.,Rosaceae,Species,Accepted,722110-1,722110-1,N,1,475,Cercocarpus ledifolius,ACCEPTED_SPECIES,0,0,0,1,DRC_ONLY,1,1,0,0,2943367,Cercocarpus ledifolius
2945308,Crataegus crus-galli,L.,Rosaceae,Species,Accepted,68112-2,68112-2,N,1,501,Crataegus crus-galli,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2945308,Crataegus crus-galli
2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,Rosaceae,Species,Accepted,723817-1,723817-1,N,1,502,Crataegus mollis,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2946180,Crataegus mollis
2950397,Malus angustifolia,(Aiton) Michx.,Rosaceae,Species,Accepted,1087697-2,1087697-2,N,1,662,Malus angustifolia,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950397,Malus angustifolia
2950548,Malus coronaria,(L.) Mill.,Rosaceae,Species,Accepted,726269-1,726269-1,N,1,663,Malus coronaria,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950548,Malus coronaria
2950597,Malus domestica,(Suckow) Borkh.,Rosaceae,Species,Accepted,726282-1,726282-1,N,1,7651,Malus pumila,SYNONYM_TO_ACCEPTED_SPECIES,1,0,1,0,DBH_ONLY,1,1,1,0,2950597,Malus domestica
2950658,Malus fusca,(Raf.) Raf.,Rosaceae,Species,Accepted,150114-2,150114-2,N,1,661,Malus fusca,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2950658,Malus fusca
2958765,Prunus americana,Marshall,Rosaceae,Species,Accepted,210717-2,210717-2,N,1,766,Prunus americana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2958765,Prunus americana
2959079,Prunus caroliniana,(Mill.) Aiton,Rosaceae,Species,Accepted,729552-1,729552-1,N,1,8345,Prunus caroliniana,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959079,Prunus caroliniana
2959531,Prunus domestica,L.,Rosaceae,Species,Accepted,30221374-2,30221374-2,N,1,773,Prunus domestica,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959531,Prunus domestica
2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,Rosaceae,Species,Accepted,30051006-2,30051006-2,N,1,768,Prunus emarginata,ACCEPTED_SPECIES,0,0,1,0,DBH_ONLY,1,1,1,0,2959716,Prunus emarginata
