fia_species_code,fia_name_raw,analysis_species_id,analysis_species_name,analysis_species_authors,mapping_class,diameter_measurement_basis,pooling_group_component_code_count,pooling_group_component_codes,pooling_applied_flag,qualifying_tree_rows,qualifying_tree_rows_fold_A,qualifying_tree_rows_fold_B,confirmed_native_state_tree_rows,explicit_introduced_state_tree_rows,unclassified_state_tree_rows,component_positive_primary_plots,pooled_species_positive_primary_plots,sum_component_positive_plots_before_dedup,plot_overlap_removed_by_species_pooling,aggregation_rule
491,Cornus florida,47363,Cornus florida,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,491,0,1845,923,922,1845,0,0,1397,1397,1397,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
492,Cornus nuttallii,47451,Cornus nuttallii,Audubon ex Torr. & A.Gray,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,492,0,121,50,71,121,0,0,73,73,73,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
501,Crataegus crus-galli,2945308,Crataegus crus-galli,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,501,0,8,3,5,8,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
502,Crataegus mollis,2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,502,0,11,6,5,3,0,8,7,7,7,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
511,Eucalyptus globulus,73008,Eucalyptus globulus,Labill.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,511,0,9,8,1,0,9,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
513,Eucalyptus grandis,73044,Eucalyptus grandis,W.Hill ex Maiden,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,513,0,3,0,3,0,2,1,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
521,Diospyros virginiana,385000,Diospyros virginiana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,521,0,2207,1104,1103,2207,0,0,1449,1449,1449,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
522,Diospyros texana,384904,Diospyros texana,Scheele,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,522,0,577,244,333,577,0,0,218,218,218,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
523,Ehretia anacua,2784654,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,523,0,11,8,3,11,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
531,Fagus grandifolia,83824,Fagus grandifolia,Ehrh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,531,0,31520,15619,15901,31520,0,0,8202,8202,8202,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
541,Fraxinus americana,369468,Fraxinus americana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,541,0,16322,8044,8278,16322,0,0,6409,6409,6409,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
542,Fraxinus latifolia,369836,Fraxinus latifolia,Benth.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,542,0,213,86,127,213,0,0,58,58,58,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
543,Fraxinus nigra,369888,Fraxinus nigra,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,543,0,17373,8926,8447,17372,0,1,2880,2880,2880,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
544,Fraxinus pennsylvanica,370006,Fraxinus pennsylvanica,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,544,0,21204,10635,10569,21204,0,0,6317,6317,6317,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
545,Fraxinus profunda,370051,Fraxinus profunda,(Bush) Bush,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,545,0,424,129,295,424,0,0,64,64,64,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
546,Fraxinus quadrangulata,370075,Fraxinus quadrangulata,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,546,0,340,222,118,340,0,0,137,137,137,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
547,Fraxinus velutina,370195,Fraxinus velutina,Torr.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,547,0,12,2,10,12,0,0,10,10,10,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
548,Fraxinus caroliniana,369591,Fraxinus caroliniana,Mill.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,548,0,451,259,192,451,0,0,76,76,76,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
549,Fraxinus texensis,369466,Fraxinus albicans,Buckley,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,549,0,113,42,71,113,0,0,35,35,35,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
551,Gleditsia aquatica,2826455,Gleditsia aquatica,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,551,0,75,38,37,75,0,0,36,36,36,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
552,Gleditsia triacanthos,2826513,Gleditsia triacanthos,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,552,0,3257,1689,1568,3257,0,0,1417,1417,1417,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
555,Gordonia lasianthus,2830846,Gordonia lasianthus,(L.) Ellis,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,555,0,2190,1266,924,2190,0,0,328,328,328,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
561,Ginkgo biloba,334053,Ginkgo biloba,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,561,0,7,7,0,0,0,7,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
571,Gymnocladus dioicus,2835921,Gymnocladus dioicus,(L.) K.Koch,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,571,0,150,69,81,150,0,0,79,79,79,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
581,Halesia carolina,2838104,Halesia carolina,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,2,581;7328,1,277,137,140,277,0,0,132,133,133,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
582,Halesia diptera,2838115,Halesia diptera,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,582,0,16,7,9,16,0,0,9,9,9,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
591,Ilex opaca,2861190,Ilex opaca,Aiton,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,591,0,4515,2320,2195,4515,0,0,1894,1894,1894,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
601,Juglans cinerea,2331793,Juglans cinerea,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,601,0,227,107,120,227,0,0,172,172,172,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
602,Juglans nigra,2331834,Juglans nigra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,602,0,8784,4346,4438,8784,0,0,3832,3832,3832,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
603,Juglans hindsii,2329229,Juglans hindsii,(Jeps.) Jeps. ex R.E.Sm.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,603,0,1,0,1,1,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
604,Juglans californica,2331825,Juglans californica,S.Watson,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,604,0,9,9,0,9,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
605,Juglans microcarpa,2331862,Juglans microcarpa,Berland.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,605,0,22,7,15,22,0,0,5,5,5,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
606,Juglans major,2331814,Juglans major,(Torr.) A.Heller,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,606,0,20,2,18,20,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
611,Liquidambar styraciflua,500221,Liquidambar styraciflua,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,611,0,64521,32267,32254,60540,2,3979,14950,14950,14950,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
621,Liriodendron tulipifera,113859,Liriodendron tulipifera,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,621,0,42777,21377,21400,42777,0,0,10625,10625,10625,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
631,Lithocarpus densiflorus,458543,Notholithocarpus densiflorus,"(Hook. & Arn.) Manos, Cannon & S.H.Oh",SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,631,0,7238,3212,4026,7238,0,0,519,519,519,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
641,Maclura pomifera,2501306,Maclura pomifera,(Raf.) C.K.Schneid.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,641,0,3958,2015,1943,701,3257,0,1011,1011,1011,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
651,Magnolia acuminata,117423,Magnolia acuminata,(L.) L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,651,0,1509,756,753,1509,0,0,923,923,923,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
652,Magnolia grandiflora,117615,Magnolia grandiflora,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,652,0,1490,779,711,1488,2,0,644,644,644,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
653,Magnolia virginiana,117883,Magnolia virginiana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,653,0,7160,3503,3657,7160,0,0,1804,1804,1804,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
654,Magnolia macrophylla,117698,Magnolia macrophylla,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,654,0,226,133,93,226,0,0,121,121,121,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
655,Magnolia fraseri,117583,Magnolia fraseri,Walter,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,655,0,928,436,492,928,0,0,406,406,406,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
658,Magnolia tripetala,117869,Magnolia tripetala,(L.) L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,658,0,49,26,23,47,0,2,27,27,27,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
661,Malus fusca,2950658,Malus fusca,(Raf.) Raf.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,661,0,25,6,19,25,0,0,16,16,16,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
662,Malus angustifolia,2950397,Malus angustifolia,(Aiton) Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,662,0,9,6,3,9,0,0,8,8,8,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
663,Malus coronaria,2950548,Malus coronaria,(L.) Mill.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,663,0,26,17,9,26,0,0,17,17,17,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
681,Morus alba,2501381,Morus alba,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,681,0,1149,558,591,0,1149,0,431,431,431,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
682,Morus rubra,2501906,Morus rubra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,682,0,2313,1155,1158,2305,0,8,1455,1455,1455,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
683,Morus microphylla,2501836,Morus microphylla,Buckley,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,683,0,4,2,2,4,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
691,Nyssa aquatica,136188,Nyssa aquatica,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,691,0,5010,2546,2464,5010,0,0,482,482,482,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
692,Nyssa ogeche,136212,Nyssa ogeche,W.Bartram ex Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,692,0,269,116,153,269,0,0,48,48,48,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
693,Nyssa sylvatica,136221,Nyssa sylvatica,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,693,0,19921,9878,10043,18591,0,1330,8987,8987,8987,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
694,Nyssa biflora,136191,Nyssa biflora,Walter,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,694,0,15350,7632,7718,15350,0,0,2125,2125,2125,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
701,Ostrya virginiana,144637,Ostrya virginiana,(Mill.) K.Koch,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,701,0,6720,3317,3403,6720,0,0,3387,3387,3387,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
711,Oxydendrum arboreum,2387656,Oxydendrum arboreum,(L.) DC.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,711,0,12610,6248,6362,12610,0,0,4234,4234,4234,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
712,Paulownia tomentosa,2542391,Paulownia tomentosa,(Thunb.) Steud.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,712,0,399,193,206,0,399,0,227,227,227,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
721,Persea borbonia,2529931,Persea borbonia,(L.) Spreng.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,721,0,588,261,327,572,0,16,213,213,213,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
722,Planera aquatica,2551587,Planera aquatica,J.F.Gmel.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,722,0,1161,750,411,1161,0,0,217,217,217,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
730,Platanus racemosa,2570467,Platanus racemosa,Nutt.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,730,0,3,0,3,3,0,0,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
731,Platanus occidentalis,2570459,Platanus occidentalis,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,731,0,4750,2376,2374,4750,0,0,2202,2202,2202,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
732,Platanus wrightii,2570450,Platanus wrightii,S.Watson,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,732,0,7,2,5,7,0,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
741,Populus balsamifera,2917292,Populus balsamifera,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,741,0,4776,2253,2523,4776,0,0,1116,1116,1116,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
742,Populus deltoides,2917212,Populus deltoides,W.Bartram ex Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,2,742;745,1,2925,1558,1367,2925,0,0,853,865,865,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
743,Populus grandidentata,2917577,Populus grandidentata,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,743,0,13299,6799,6500,13299,0,0,2499,2499,2499,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
744,Populus heterophylla,2917593,Populus heterophylla,L.,AUTHOR_QUALIFIED_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,744,0,91,67,24,91,0,0,38,38,38,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
745,Populus deltoides ssp. monilifera,2917212,Populus deltoides,W.Bartram ex Marshall,ACCEPTED_INFRASPECIES_TO_PARENT_SPECIES,DBH_BREAST_HEIGHT,2,742;745,1,102,29,73,102,0,0,12,865,865,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
746,Populus tremuloides,2917451,Populus tremuloides,Michx.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,746,0,73339,36297,37042,73337,0,2,8321,8321,8321,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
747,Populus balsamifera ssp. trichocarpa,2917437,Populus tristis,Fisch.,SYNONYM_TO_ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,747,0,628,348,280,628,0,0,206,206,206,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
748,Populus fremontii,2917269,Populus fremontii,S.Watson,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,748,0,156,90,66,153,0,3,25,25,25,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
749,Populus angustifolia,2921945,Populus angustifolia,E.James,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,749,0,225,158,67,225,0,0,47,47,47,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
752,Populus alba,2917735,Populus alba,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,752,0,4,1,3,0,4,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
753,Populus nigra,2917497,Populus nigra,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,753,0,85,31,54,0,84,1,3,3,3,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
756,Prosopis glandulosa,2383853,Neltuma glandulosa,(Torr.) Britton & Rose,SYNONYM_TO_ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,756,0,13909,6939,6970,13813,0,96,2489,2489,2489,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
757,Prosopis velutina,2383876,Neltuma velutina,(Wooton) Britton & Rose,SYNONYM_TO_ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,757,0,1475,724,751,1475,0,0,241,241,241,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
758,Prosopis pubescens,2596955,Strombocarpa pubescens,(Benth.) A.Gray,SYNONYM_TO_ACCEPTED_SPECIES,DRC_ROOT_COLLAR,1,758,0,2,2,0,2,0,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
761,Prunus pensylvanica,2961130,Prunus pensylvanica,L.f.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,761,0,956,486,470,956,0,0,423,423,423,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
762,Prunus serotina,2915966,Prunus serotina,Ehrh.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,762,0,31036,15438,15598,31036,0,0,12388,12388,12388,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
763,Prunus virginiana,2962364,Prunus virginiana,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,763,0,90,47,43,90,0,0,64,64,64,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
764,Prunus persica,2901279,Prunus persica,(L.) Batsch,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,764,0,2,2,0,0,2,0,1,1,1,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
766,Prunus americana,2958765,Prunus americana,Marshall,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,766,0,60,28,32,56,0,4,45,45,45,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
768,Prunus emarginata,2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,768,0,377,170,207,377,0,0,161,161,161,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
771,Prunus avium,2917143,Prunus avium,(L.) L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,771,0,238,132,106,0,238,0,140,140,140,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
773,Prunus domestica,2959531,Prunus domestica,L.,ACCEPTED_SPECIES,DBH_BREAST_HEIGHT,1,773,0,2,0,2,0,2,0,2,2,2,0,POOL_BOTTOM_LEVEL_TREE_RECORDS_BY_ACCEPTED_ANALYSIS_SPECIES_BEFORE_PLOT_CELL_SUMMARY
