analysis_species_id,analysis_species_name,usgs_mapping_class,usgs_review_required_flag,canonical_layer_flag,canonical_layer_key,atlas_table1_row_id,atlas_original_source_name,atlas_current_accepted_name_field,atlas_current_name_authors,atlas_layer_rank,atlas_layer_href,atlas_layer_key,atlas_number_gridpoints,atlas_primary_source,atlas_unique_sources,atlas_notes,atlas_status,atlas_shared_resolved_species_count,atlas_unresolved_components,decision_status,review_reason
380705,Pinus albicaulis,SINGLE_SPECIES_LAYER,0,1,Pinus_albicaulis,ATLASG-0413,Pinus albicaulis,Pinus albicaulis,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_albicaulis.pdf,Pinus_albicaulis,582,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
380719,Picea pungens,SINGLE_SPECIES_LAYER,0,1,Picea_pungens,ATLASG-0409,Picea pungens,Picea pungens,Engelm.,SPECIES,individual_taxa/atlas_pages/Picea_pungens.pdf,Picea_pungens,127,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
380723,Pinus aristata,SINGLE_SPECIES_LAYER,1,0,,ATLASG-0414,Pinus aristata,Pinus aristata,Engelm.,SPECIES,individual_taxa/atlas_pages/Pinus_aristata.pdf,Pinus_aristata,17,Little (1971),Bailey (1970),We follow Bailey (1970) in the division of what was Pinus aristata (as mapped in Little [1971]) into Pinus aristata and Pinus longaeva,redigitized,1,,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
380741,Picea sitchensis,SINGLE_SPECIES_LAYER,0,1,Picea_sitchensis,ATLASG-0411,Picea sitchensis,Picea sitchensis,(Bong.) Carrière,SPECIES,individual_taxa/atlas_pages/Picea_sitchensis.pdf,Picea_sitchensis,418,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
380751,Picea rubens,SINGLE_SPECIES_LAYER,0,1,Picea_rubens,ATLASG-0410,Picea rubens,Picea rubens,Sarg.,SPECIES,individual_taxa/atlas_pages/Picea_rubens.pdf,Picea_rubens,599,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381057,Pinus attenuata,SINGLE_SPECIES_LAYER,0,1,Pinus_attenuata,ATLASG-0415,Pinus attenuata,Pinus attenuata,Lemmon,SPECIES,individual_taxa/atlas_pages/Pinus_attenuata.pdf,Pinus_attenuata,26,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381078,Picea laxa,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Picea_glauca,ATLASG-0407,Picea glauca,Picea glauca,(Moench) Voss,SPECIES,individual_taxa/atlas_pages/Picea_glauca.pdf,Picea_glauca,9945,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381300,Sequoiadendron giganteum,SINGLE_SPECIES_LAYER,0,1,Sequoiadendron_giganteum,ATLASG-0614,Sequoiadendron giganteum,Sequoiadendron giganteum,(Lindl.) J. Buchholz,SPECIES,individual_taxa/atlas_pages/Sequoiadendron_giganteum.pdf,Sequoiadendron_giganteum,14,Calflora (2013); Little (1971),,,remapped,1,,CANONICAL_SINGLE_LAYER,
381632,Abies amabilis,SINGLE_SPECIES_LAYER,0,1,Abies_amabilis,ATLASG-0001,Abies amabilis,Abies amabilis,Douglas ex J. Forbes,SPECIES,individual_taxa/atlas_pages/Abies_amabilis.pdf,Abies_amabilis,262,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381647,Abies balsamea,SINGLE_SPECIES_LAYER,0,1,Abies_balsamea,ATLASG-0002,Abies balsamea,Abies balsamea,(L.) Mill.,SPECIES,individual_taxa/atlas_pages/Abies_balsamea.pdf,Abies_balsamea,4944,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381713,Abies concolor,SINGLE_SPECIES_LAYER,0,1,Abies_concolor,ATLASG-0003,Abies concolor,Abies concolor,(Gordon & Glend.) Lindl. ex Hildebr.,SPECIES,individual_taxa/atlas_pages/Abies_concolor.pdf,Abies_concolor,261,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381792,Abies fraseri,SINGLE_SPECIES_LAYER,0,1,Abies_fraseri,ATLASG-0004,Abies fraseri,Abies fraseri,(Pursh) Poir.,SPECIES,individual_taxa/atlas_pages/Abies_fraseri.pdf,Abies_fraseri,3,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381804,Abies grandis,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
381853,Abies lasiocarpa,SINGLE_SPECIES_LAYER,0,1,Abies_lasiocarpa,ATLASG-0006,Abies lasiocarpa,Abies lasiocarpa,(Hook.) Nutt.,SPECIES,individual_taxa/atlas_pages/Abies_lasiocarpa.pdf,Abies_lasiocarpa,1851,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381868,Abies magnifica,SINGLE_SPECIES_LAYER,0,1,Abies_magnifica,ATLASG-0007,Abies magnifica,Abies magnifica,A. Murray bis,SPECIES,individual_taxa/atlas_pages/Abies_magnifica.pdf,Abies_magnifica,45,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
381974,Abies procera,SINGLE_SPECIES_LAYER,0,1,Abies_procera,ATLASG-0008,Abies procera,Abies procera,Rehder,SPECIES,individual_taxa/atlas_pages/Abies_procera.pdf,Abies_procera,48,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
382424,Calocedrus decurrens,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Libocedrus_decurrens,ATLASG-0339,Libocedrus decurrens,Calocedrus decurrens,(Torr.) Florin,SPECIES,individual_taxa/atlas_pages/Libocedrus_decurrens.pdf,Libocedrus_decurrens,162,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
382830,Chamaecyparis lawsoniana,SINGLE_SPECIES_LAYER,0,1,Chamaecyparis_lawsoniana,ATLASG-0143,Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,(A. Murray) Parl.,SPECIES,individual_taxa/atlas_pages/Chamaecyparis_lawsoniana.pdf,Chamaecyparis_lawsoniana,21,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
382860,Chamaecyparis thyoides,SINGLE_SPECIES_LAYER,0,1,Chamaecyparis_thyoides,ATLASG-0145,Chamaecyparis thyoides,Chamaecyparis thyoides,"(L.) Britton, Sterns & Poggenb.",SPECIES,individual_taxa/atlas_pages/Chamaecyparis_thyoides.pdf,Chamaecyparis_thyoides,208,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
384904,Diospyros texana,SINGLE_SPECIES_LAYER,0,1,Diospyros_texana,ATLASG-0215,Diospyros texana,Diospyros texana,Scheele,SPECIES,individual_taxa/atlas_pages/Diospyros_texana.pdf,Diospyros_texana,301,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
385000,Diospyros virginiana,SINGLE_SPECIES_LAYER,0,1,Diospyros_virginiana,ATLASG-0216,Diospyros virginiana,Diospyros virginiana,L.,SPECIES,individual_taxa/atlas_pages/Diospyros_virginiana.pdf,Diospyros_virginiana,2870,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
456789,Callitropsis nootkatensis,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Chamaecyparis_nootkatensis,ATLASG-0144,Chamaecyparis nootkatensis,Callitropsis nootkatensis,(D. Don) Florin,SPECIES,individual_taxa/atlas_pages/Chamaecyparis_nootkatensis.pdf,Chamaecyparis_nootkatensis,310,Little (1971); Viereck and Little (1975),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
457902,Hesperocyparis arizonica,AMBIGUOUS,1,0,,ATLASG-0199,Cupressus arizonica,Hesperocyparis arizonica / Hesperocyparis glabra / Hesperocyparis stephensonii,(Greene) Bartel / (Sudw.) Bartel / (C.B. Wolf) Bartel,SPECIES,individual_taxa/atlas_pages/Cupressus_arizonica.pdf,Cupressus_arizonica,5,Little (1971),,,redigitized,3,,MAINLINE_REVIEW_REQUIRED,AMBIGUOUS;SHARED_OR_MULTI_TAXON_LAYER
457903,Hesperocyparis bakeri,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
457913,Hesperocyparis macrocarpa,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
457918,Hesperocyparis sargentii,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Cupressus_sargentii,ATLASG-0201,Cupressus sargentii,Hesperocyparis sargentii,(Jeps.) Bartel,SPECIES,individual_taxa/atlas_pages/Cupressus_sargentii.pdf,Cupressus_sargentii,5,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
458543,Notholithocarpus densiflorus,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Lithocarpus_densiflorus,ATLASG-0343,Lithocarpus densiflorus,Lithocarpus densiflorus,(Hook. & Arn.) Rehder,SPECIES,individual_taxa/atlas_pages/Lithocarpus_densiflorus.pdf,Lithocarpus_densiflorus,47,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
500221,Liquidambar styraciflua,SINGLE_SPECIES_LAYER,0,1,Liquidambar_styraciflua,ATLASG-0341,Liquidambar styraciflua,Liquidambar styraciflua,L.,SPECIES,individual_taxa/atlas_pages/Liquidambar_styraciflua.pdf,Liquidambar_styraciflua,2098,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2329229,Juglans hindsii,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2331793,Juglans cinerea,SINGLE_SPECIES_LAYER,0,1,Juglans_cinerea,ATLASG-0310,Juglans cinerea,Juglans cinerea,L.,SPECIES,individual_taxa/atlas_pages/Juglans_cinerea.pdf,Juglans_cinerea,2166,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2331814,Juglans major,SINGLE_SPECIES_LAYER,0,1,Juglans_major,ATLASG-0311,Juglans major,Juglans major,(Torr.) A. Heller,SPECIES,individual_taxa/atlas_pages/Juglans_major.pdf,Juglans_major,83,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2331825,Juglans californica,SINGLE_SPECIES_LAYER,0,1,Juglans_californica,ATLASG-0309,Juglans californica,Juglans californica,S. Watson,SPECIES,individual_taxa/atlas_pages/Juglans_californica.pdf,Juglans_californica,10,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2331834,Juglans nigra,SINGLE_SPECIES_LAYER,0,1,Juglans_nigra,ATLASG-0313,Juglans nigra,Juglans nigra,L.,SPECIES,individual_taxa/atlas_pages/Juglans_nigra.pdf,Juglans_nigra,3455,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2331862,Juglans microcarpa,SINGLE_SPECIES_LAYER,0,1,Juglans_microcarpa,ATLASG-0312,Juglans microcarpa,Juglans microcarpa,Berland.,SPECIES,individual_taxa/atlas_pages/Juglans_microcarpa.pdf,Juglans_microcarpa,50,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2338852,Laguncularia racemosa,SINGLE_SPECIES_LAYER,0,1,Laguncularia_racemosa,ATLASG-0331,Laguncularia racemosa,Laguncularia racemosa,(L.) C.F. Gaertn.,SPECIES,individual_taxa/atlas_pages/Laguncularia_racemosa.pdf,Laguncularia_racemosa,5,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2346347,Leucaena leucocephala,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2346415,Leucaena pulverulenta,SINGLE_SPECIES_LAYER,0,1,Leucaena_pulverulenta,ATLASG-0337,Leucaena pulverulenta,Leucaena pulverulenta,(Schltdl.) Benth.,SPECIES,individual_taxa/atlas_pages/Leucaena_pulverulenta.pdf,Leucaena_pulverulenta,12,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2364578,Metopium toxiferum,SINGLE_SPECIES_LAYER,0,1,Metopium_toxiferum,ATLASG-0369,Metopium toxiferum,Metopium toxiferum,(L.) Krug & Urb.,SPECIES,individual_taxa/atlas_pages/Metopium_toxiferum.pdf,Metopium_toxiferum,2,Little (1978),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2383853,Neltuma glandulosa,SINGLE_OFFICIAL_ALIAS_LAYER,1,0,,ATLASG-0462,Prosopis glandulosa,Prosopis glandulosa,Torr.,SPECIES,individual_taxa/atlas_pages/Prosopis_glandulosa.pdf,Prosopis_glandulosa,1889,Benson and Darrow (1981); SEINet (2013); Calflora (2013),Burkart (1976),Prosopis glandulosa as used here includes what has been known as either Prosopis glandulosa var. torreyana or Prosopis juliflora var. torreyana,new,1,,MAINLINE_REVIEW_REQUIRED,ATLAS_NOTES_NONBLANK
2383876,Neltuma velutina,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Prosopis_velutina,ATLASG-0464,Prosopis velutina,Prosopis velutina,Wooton,SPECIES,individual_taxa/atlas_pages/Prosopis_velutina.pdf,Prosopis_velutina,182,Turner and others (1995); Benson and Darrow (1981),Burkart (1976),,new,1,,CANONICAL_SINGLE_LAYER,
2387656,Oxydendrum arboreum,SINGLE_SPECIES_LAYER,0,1,Oxydendrum_arboreum,ATLASG-0397,Oxydendrum arboreum,Oxydendrum arboreum,(L.) DC.,SPECIES,individual_taxa/atlas_pages/Oxydendrum_arboreum.pdf,Oxydendrum_arboreum,1090,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2389100,Olneya tesota,SINGLE_SPECIES_LAYER,0,1,Olneya_tesota,ATLASG-0391,Olneya tesota,Olneya tesota,A. Gray,SPECIES,individual_taxa/atlas_pages/Olneya_tesota.pdf,Olneya_tesota,156,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2428246,Robinia pseudoacacia,SINGLE_SPECIES_LAYER,0,1,Robinia_pseudoacacia,ATLASG-0566,Robinia pseudoacacia,Robinia pseudoacacia,L.,SPECIES,individual_taxa/atlas_pages/Robinia_pseudoacacia.pdf,Robinia_pseudoacacia,653,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2444682,Tamarindus indica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2446614,Umbellularia californica,SINGLE_SPECIES_LAYER,0,1,Umbellularia_californica,ATLASG-0663,Umbellularia californica,Umbellularia californica,(Hook. & Arn.) Nutt.,SPECIES,individual_taxa/atlas_pages/Umbellularia_californica.pdf,Umbellularia_californica,122,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2448661,Ulmus parvifolia,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2448805,Ulmus rubra,SINGLE_SPECIES_LAYER,0,1,Ulmus_rubra,ATLASG-0660,Ulmus rubra,Ulmus rubra,Muhl.,SPECIES,individual_taxa/atlas_pages/Ulmus_rubra.pdf,Ulmus_rubra,4198,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2448824,Ulmus pumila,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2448843,Ulmus thomasii,SINGLE_SPECIES_LAYER,0,1,Ulmus_thomasii,ATLASG-0662,Ulmus thomasii,Ulmus thomasii,Sarg.,SPECIES,individual_taxa/atlas_pages/Ulmus_thomasii.pdf,Ulmus_thomasii,1187,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2448857,Ulmus serotina,SINGLE_SPECIES_LAYER,0,1,Ulmus_serotina,ATLASG-0661,Ulmus serotina,Ulmus serotina,Sarg.,SPECIES,individual_taxa/atlas_pages/Ulmus_serotina.pdf,Ulmus_serotina,63,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2449976,Ulmus crassifolia,SINGLE_SPECIES_LAYER,0,1,Ulmus_crassifolia,ATLASG-0659,Ulmus crassifolia,Ulmus crassifolia,Nutt.,SPECIES,individual_taxa/atlas_pages/Ulmus_crassifolia.pdf,Ulmus_crassifolia,643,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2450008,Ulmus alata,SINGLE_SPECIES_LAYER,0,1,Ulmus_alata,ATLASG-0657,Ulmus alata,Ulmus alata,Michx.,SPECIES,individual_taxa/atlas_pages/Ulmus_alata.pdf,Ulmus_alata,1810,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2450019,Ulmus americana,SINGLE_SPECIES_LAYER,0,1,Ulmus_americana,ATLASG-0658,Ulmus americana,Ulmus americana,L.,SPECIES,individual_taxa/atlas_pages/Ulmus_americana.pdf,Ulmus_americana,7780,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2452405,Vachellia farnesiana,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Acacia_farnesiana,ATLASG-0011,Acacia farnesiana,Vachellia farnesiana var. farnesiana,,SPECIES,individual_taxa/atlas_pages/Acacia_farnesiana.pdf,Acacia_farnesiana,106,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2458798,Vaccinium arboreum,SINGLE_SPECIES_LAYER,0,1,Vaccinium_arboreum,ATLASG-0665,Vaccinium arboreum,Vaccinium arboreum,Marshall,SPECIES,individual_taxa/atlas_pages/Vaccinium_arboreum.pdf,Vaccinium_arboreum,1638,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2469375,Zanthoxylum clava-herculis,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0687,Zanthoxylum clava-herculis,Zanthoxylum clava-herculis,L.,SPECIES,individual_taxa/atlas_pages/Zanthoxylum_clava-herculis.pdf,Zanthoxylum_clava-herculis,545,Little (1977),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2469375,Zanthoxylum clava-herculis,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0689,Zanthoxylum hirsutum,Zanthoxylum hirsutum,Buckley,SPECIES,individual_taxa/atlas_pages/Zanthoxylum_hirsutum.pdf,Zanthoxylum_hirsutum,180,Little (1977),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2500717,Myrica cerifera,SINGLE_SPECIES_LAYER,0,1,Myrica_cerifera,ATLASG-0378,Myrica cerifera,Morella cerifera,(L.) Small,SPECIES,individual_taxa/atlas_pages/Myrica_cerifera.pdf,Myrica_cerifera,1040,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2501306,Maclura pomifera,SINGLE_SPECIES_LAYER,0,1,Maclura_pomifera,ATLASG-0353,Maclura pomifera,Maclura pomifera,(Raf.) C.K. Schneid.,SPECIES,individual_taxa/atlas_pages/Maclura_pomifera.pdf,Maclura_pomifera,175,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2501381,Morus alba,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2501836,Morus microphylla,SINGLE_SPECIES_LAYER,0,1,Morus_microphylla,ATLASG-0374,Morus microphylla,Morus microphylla,Buckley,SPECIES,individual_taxa/atlas_pages/Morus_microphylla.pdf,Morus_microphylla,110,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2501906,Morus rubra,SINGLE_SPECIES_LAYER,0,1,Morus_rubra,ATLASG-0375,Morus rubra,Morus rubra,L.,SPECIES,individual_taxa/atlas_pages/Morus_rubra.pdf,Morus_rubra,4171,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2505106,Melia azedarach,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2518181,Tilia cordata,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2518218,Tilia americana,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0647,Tilia caroliniana,Tilia americana var. caroliniana,(P. Mill.) Castigl.,SPECIES,individual_taxa/atlas_pages/Tilia_caroliniana.pdf,Tilia_caroliniana,999,Little (1977),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2518218,Tilia americana,MULTIPLE_OTHER_LAYERS,1,0,,ATLASG-0648,Tilia heterophylla,Tilia americana var. heterophylla,(Vent.) Loud.,SPECIES,individual_taxa/atlas_pages/Tilia_heterophylla.pdf,Tilia_heterophylla,833,Little (1971),,,redigitized,1,,MAINLINE_REVIEW_REQUIRED,MULTIPLE_OTHER_LAYERS
2523018,Rhamnus cathartica,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2523199,Rhizophora mangle,SINGLE_SPECIES_LAYER,0,1,Rhizophora_mangle,ATLASG-0551,Rhizophora mangle,Rhizophora mangle,L.,SPECIES,individual_taxa/atlas_pages/Rhizophora_mangle.pdf,Rhizophora_mangle,10,"Little (1971, 1978)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2529931,Persea borbonia,SINGLE_SPECIES_LAYER,0,1,Persea_borbonia,ATLASG-0401,Persea borbonia,Persea borbonia,(L.) Spreng.,SPECIES,individual_taxa/atlas_pages/Persea_borbonia.pdf,Persea_borbonia,720,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2540278,Piscidia piscipula,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2541602,Phellodendron amurense,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2542391,Paulownia tomentosa,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2551587,Planera aquatica,SINGLE_SPECIES_LAYER,0,1,Planera_aquatica,ATLASG-0450,Planera aquatica,Planera aquatica,J.F. Gmel.,SPECIES,individual_taxa/atlas_pages/Planera_aquatica.pdf,Planera_aquatica,635,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2570450,Platanus wrightii,SINGLE_SPECIES_LAYER,0,1,Platanus_wrightii,ATLASG-0453,Platanus wrightii,Platanus wrightii,S. Watson,SPECIES,individual_taxa/atlas_pages/Platanus_wrightii.pdf,Platanus_wrightii,106,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2570459,Platanus occidentalis,SINGLE_SPECIES_LAYER,0,1,Platanus_occidentalis,ATLASG-0451,Platanus occidentalis,Platanus occidentalis,L.,SPECIES,individual_taxa/atlas_pages/Platanus_occidentalis.pdf,Platanus_occidentalis,3757,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2570467,Platanus racemosa,SINGLE_SPECIES_LAYER,0,1,Platanus_racemosa,ATLASG-0452,Platanus racemosa,Platanus racemosa,Nutt.,SPECIES,individual_taxa/atlas_pages/Platanus_racemosa.pdf,Platanus_racemosa,86,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2582296,Sapindus drummondii,SINGLE_SPECIES_LAYER,0,1,Sapindus_drummondii,ATLASG-0609,Sapindus drummondii,Sapindus saponaria var. drummondii,(Hook. & Arn.) L.D. Benson,SPECIES,individual_taxa/atlas_pages/Sapindus_drummondii.pdf,Sapindus_drummondii,1003,"Little (1976, 1977)",,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2591964,Sassafras albidum,SINGLE_SPECIES_LAYER,0,1,Sassafras_albidum,ATLASG-0612,Sassafras albidum,Sassafras albidum,(Nutt.) Nees,SPECIES,individual_taxa/atlas_pages/Sassafras_albidum.pdf,Sassafras_albidum,3232,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2596955,Strombocarpa pubescens,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Prosopis_pubescens,ATLASG-0463,Prosopis pubescens,Prosopis pubescens,Benth.,SPECIES,individual_taxa/atlas_pages/Prosopis_pubescens.pdf,Prosopis_pubescens,203,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2598500,Styphnolobium affine,SINGLE_OFFICIAL_ALIAS_LAYER,0,1,Sophora_affinis,ATLASG-0621,Sophora affinis,Styphnolobium affine,(Torr. & A. Gray) Walp.,SPECIES,individual_taxa/atlas_pages/Sophora_affinis.pdf,Sophora_affinis,117,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2601502,Swietenia mahagoni,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
2615689,Acer grandidentatum,SINGLE_SPECIES_LAYER,0,1,Acer_grandidentatum,ATLASG-0020,Acer grandidentatum,Acer grandidentatum,Nutt.,SPECIES,individual_taxa/atlas_pages/Acer_grandidentatum.pdf,Acer_grandidentatum,116,Little (1976),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2615862,Acer leucoderme,SINGLE_SPECIES_LAYER,0,1,Acer_leucoderme,ATLASG-0021,Acer leucoderme,Acer leucoderme,Small,SPECIES,individual_taxa/atlas_pages/Acer_leucoderme.pdf,Acer_leucoderme,189,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2615900,Acer macrophyllum,SINGLE_SPECIES_LAYER,0,1,Acer_macrophyllum,ATLASG-0022,Acer macrophyllum,Acer macrophyllum,Pursh,SPECIES,individual_taxa/atlas_pages/Acer_macrophyllum.pdf,Acer_macrophyllum,432,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616024,Acer negundo,SINGLE_SPECIES_LAYER,0,1,Acer_negundo,ATLASG-0023,Acer negundo,Acer negundo,L.,SPECIES,individual_taxa/atlas_pages/Acer_negundo.pdf,Acer_negundo,6399,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616060,Acer nigrum,SINGLE_SPECIES_LAYER,0,1,Acer_nigrum,ATLASG-0024,Acer nigrum,Acer nigrum,F. Michx.,SPECIES,individual_taxa/atlas_pages/Acer_nigrum.pdf,Acer_nigrum,1474,Little (1971),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616210,Acer pensylvanicum,SINGLE_SPECIES_LAYER,0,1,Acer_pensylvanicum,ATLASG-0025,Acer pensylvanicum,Acer pensylvanicum,L.,SPECIES,individual_taxa/atlas_pages/Acer_pensylvanicum.pdf,Acer_pensylvanicum,1117,Little (1977),,,redigitized,1,,CANONICAL_SINGLE_LAYER,
2616254,Acer platanoides,UNRESOLVED,1,0,,,,,,,,,,,,,,0,,MAINLINE_REVIEW_REQUIRED,No Atlas G Table 1 row resolved by exact WCVP relations to this accepted analysis species.
