model,world,observation_regime,orientation,source_fold,target_fold,synthetic_species_id,occupancy_pi_estimate,beta_binomial_rho,encounter_q_mean,brier_score,log_loss,expected_support_size,true_support_size,expected_support_size_bias,expected_support_size_relative_bias,occupied_cell_recall,precision,iou_jaccard,posterior_entropy_mean,support_size_q05,support_size_q50,support_size_q95,truth_size_within_q05_q95,target_cells,predicted_cells_at_0_5
M2,STRONG,O2,AB,A,B,SYN055,0.014287113072881183,0.02,0.10555685473868572,0.014368503858778765,0.05517124709607974,63.75883538885834,97,-33.24116461114166,-0.3426924186715635,0.4742268041237113,0.9787234042553191,0.46938775510204084,0.038705213611455125,57.35,63.5,72.0,0,2913,47
M0,STRONG,O2,AB,A,B,SYN056,,,,0.04840370751802266,0.6687228838566249,6.0,147,-141.0,-0.9591836734693877,0.04081632653061224,1.0,0.04081632653061224,1.4815510057993618e-05,6.0,6.0,6.0,0,2913,6
M1,STRONG,O2,AB,A,B,SYN056,0.003326871973883507,0.02,0.17968122284874735,0.048234141750553045,0.31815625797979336,8.319951288442374,147,-138.68004871155762,-0.9434016919153579,0.04081632653061224,1.0,0.04081632653061224,0.005950086606797898,6.0,8.0,11.0,0,2913,6
M2,STRONG,O2,AB,A,B,SYN056,0.003326871973883507,0.02,0.17968122284874735,0.046971136854409505,0.28281897499295017,10.393448140078089,147,-136.60655185992192,-0.9292962711559314,0.05442176870748299,1.0,0.05442176870748299,0.006835212680000762,7.0,10.0,14.0,0,2913,8
M0,STRONG,O2,AB,A,B,SYN057,,,,0.04325437693099897,0.597582257914484,43.0,169,-126.0,-0.7455621301775148,0.25443786982248523,1.0,0.25443786982248523,1.4815510057998299e-05,43.0,43.0,43.0,0,2913,43
M1,STRONG,O2,AB,A,B,SYN057,0.027500265866792953,0.02,0.08030816422165846,0.04209840065990356,0.1967704138019967,79.21567330819249,169,-89.78432669180751,-0.5312682052769675,0.25443786982248523,1.0,0.25443786982248523,0.06451880395382141,69.0,78.0,88.0,0,2913,43
M2,STRONG,O2,AB,A,B,SYN057,0.027500265866792953,0.02,0.08030816422165846,0.023282626566857804,0.0893359614139094,127.07514178007946,169,-41.92485821992054,-0.24807608414154164,0.514792899408284,0.9886363636363636,0.5117647058823529,0.07610242318339681,114.35,126.0,138.0,0,2913,88
M0,STRONG,O2,AB,A,B,SYN058,,,,0.015447991761071062,0.2134228778269229,25.0,70,-45.0,-0.6428571428571429,0.35714285714285715,1.0,0.35714285714285715,1.4815510057996022e-05,25.0,25.0,25.0,0,2913,25
M1,STRONG,O2,AB,A,B,SYN058,0.015595416796138685,0.02,0.08839404786550295,0.015324404937757956,0.08981607701831279,44.30066739645663,70,-25.69933260354337,-0.3671333229077624,0.35714285714285715,1.0,0.35714285714285715,0.038385907442477774,37.0,44.0,50.64999999999999,0,2913,25
M2,STRONG,O2,AB,A,B,SYN058,0.015595416796138685,0.02,0.08839404786550295,0.007391547082408049,0.031007533956097785,63.55488988586881,70,-6.4451101141311895,-0.09207300163044556,0.6,0.9767441860465116,0.5915492957746479,0.0435059230697266,56.0,63.0,71.64999999999999,1,2913,43
M0,STRONG,O2,AB,A,B,SYN059,,,,0.03535873669756265,0.48849996480320124,26.0,129,-103.0,-0.7984496124031008,0.20155038759689922,1.0,0.20155038759689922,1.4815510057996149e-05,26.0,26.0,26.0,0,2913,26
M1,STRONG,O2,AB,A,B,SYN059,0.019859114457504733,0.02,0.06204834610121189,0.034640445258880735,0.17120651506539944,56.716684678830184,129,-72.28331532116982,-0.560335777683487,0.20155038759689922,1.0,0.20155038759689922,0.057258196606433436,49.0,56.5,67.0,0,2913,26
M2,STRONG,O2,AB,A,B,SYN059,0.019859114457504733,0.02,0.06204834610121189,0.024914168734181494,0.10153300863291478,79.0221984097699,129,-49.9778015902301,-0.3874248185289155,0.31007751937984496,0.975609756097561,0.3076923076923077,0.06507092891901917,69.0,79.0,88.0,0,2913,41
M0,STRONG,O2,AB,A,B,SYN060,,,,0.02059732234809475,0.2845635037690639,80.0,140,-60.0,-0.42857142857142855,0.5714285714285714,1.0,0.5714285714285714,1.481551005800298e-05,80.0,80.0,80.0,0,2913,80
M1,STRONG,O2,AB,A,B,SYN060,0.049653271992015066,0.02,0.08327293078025026,0.020701975108494784,0.11330090656709076,144.2496621883158,140,4.249662188315796,0.0303547299165414,0.5714285714285714,1.0,0.5714285714285714,0.10124094268190467,132.35,142.0,158.64999999999998,1,2913,80
M2,STRONG,O2,AB,A,B,SYN060,0.049653271992015066,0.02,0.08327293078025026,0.0048711867889327815,0.034751307371175974,198.00418393623698,140,58.004183936236984,0.4143155995445499,0.9214285714285714,0.9847328244274809,0.9084507042253521,0.10787466671690615,184.0,196.0,210.0,0,2913,131
M0,STRONG,O2,AB,A,B,SYN061,,,,0.01922416752488843,0.2655926701844929,46.0,102,-56.0,-0.5490196078431373,0.45098039215686275,1.0,0.45098039215686275,1.481551005799868e-05,46.0,46.0,46.0,0,2913,46
M1,STRONG,O2,AB,A,B,SYN061,0.03313030616824673,0.02,0.06595671677198074,0.018913374055561732,0.09780277550695056,95.6427192561703,102,-6.357280743829705,-0.062326281802252005,0.45098039215686275,1.0,0.45098039215686275,0.08401167361632368,84.35,97.0,105.64999999999999,1,2913,46
M2,STRONG,O2,AB,A,B,SYN061,0.03313030616824673,0.02,0.06595671677198074,0.006468206548763188,0.03602225079930122,128.4701437874785,102,26.47014378747849,0.25951121360273033,0.7647058823529411,1.0,0.7647058823529411,0.09012721372835675,116.0,129.0,141.0,0,2913,78
M0,STRONG,O2,AB,A,B,SYN062,,,,0.017851012701682115,0.24662183659992196,82.0,134,-52.0,-0.3880597014925373,0.6119402985074627,1.0,0.6119402985074627,1.4815510058003235e-05,82.0,82.0,82.0,0,2913,82
M1,STRONG,O2,AB,A,B,SYN062,0.048549440462400235,0.02,0.09114669144309487,0.018005905870447314,0.10149521100868378,141.08181022794523,134,7.081810227945226,0.05284933005929273,0.6119402985074627,1.0,0.6119402985074627,0.09414474489120551,129.0,142.0,152.64999999999998,1,2913,82
M2,STRONG,O2,AB,A,B,SYN062,0.048549440462400235,0.02,0.09114669144309487,0.005481232559440101,0.03493064432284765,186.67152774763048,134,52.67152774763048,0.3930711025942573,0.917910447761194,0.9389312977099237,0.8661971830985915,0.09909872038943843,173.0,185.0,199.0,0,2913,131
M0,STRONG,O2,AB,A,B,SYN063,,,,0.03467215928595949,0.4790145480109157,79.0,180,-101.0,-0.5611111111111111,0.4388888888888889,1.0,0.4388888888888889,1.4815510058002854e-05,79.0,79.0,79.0,0,2913,79
M1,STRONG,O2,AB,A,B,SYN063,0.05222840359983298,0.02,0.0745976250109606,0.03436944061614502,0.17118354342741116,151.719134001823,180,-28.280865998177006,-0.15711592221209447,0.4388888888888889,1.0,0.4388888888888889,0.11236272129597545,138.35,151.0,163.0,0,2913,79
M2,STRONG,O2,AB,A,B,SYN063,0.05222840359983298,0.02,0.0745976250109606,0.011486558422511957,0.05685681728040544,221.3751555773065,180,41.37515557730649,0.22986197542948048,0.8055555555555556,0.9415584415584416,0.7671957671957672,0.1265829666090308,206.0,222.5,237.64999999999998,0,2913,154
M0,STRONG,O2,AB,A,B,SYN064,,,,0.03158256093374528,0.43633017244563127,46.0,138,-92.0,-0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.481551005799868e-05,46.0,46.0,46.0,0,2913,46
M1,STRONG,O2,AB,A,B,SYN064,0.027745904936158125,0.02,0.08957049375820521,0.030973765242555806,0.15425055280582795,79.98554358921231,138,-58.01445641078769,-0.4203946116723746,0.3333333333333333,1.0,0.3333333333333333,0.06082275559698328,70.0,79.0,89.64999999999999,0,2913,46
M2,STRONG,O2,AB,A,B,SYN064,0.027745904936158125,0.02,0.08957049375820521,0.015111316756447092,0.0619598273100886,121.63254311122333,138,-16.367456888776672,-0.11860476006359907,0.6086956521739131,0.9882352941176471,0.60431654676259,0.06875548569040617,110.35,121.5,134.0,0,2913,85
M0,STRONG,O2,AB,A,B,SYN065,,,,0.0377617576381737,0.5216989235762003,24.0,134,-110.0,-0.8208955223880597,0.1791044776119403,1.0,0.1791044776119403,1.4815510057995897e-05,24.0,24.0,24.0,0,2913,24
M1,STRONG,O2,AB,A,B,SYN065,0.01540856348040456,0.02,0.09006614987278694,0.037095932998342504,0.18620173342641994,42.76839874290256,134,-91.23160125709744,-0.6808328452022196,0.1791044776119403,1.0,0.1791044776119403,0.03745470967993974,36.0,42.0,51.0,0,2913,24
M2,STRONG,O2,AB,A,B,SYN065,0.01540856348040456,0.02,0.09006614987278694,0.024899564344859675,0.09970843402991382,69.59347365167913,134,-64.40652634832087,-0.4806457190173199,0.34328358208955223,1.0,0.34328358208955223,0.04565836290866042,62.0,69.0,78.64999999999999,0,2913,46
M0,STRONG,O2,AB,A,B,SYN066,,,,0.0394782011671816,0.545412465556914,27.0,142,-115.0,-0.8098591549295775,0.19014084507042253,1.0,0.19014084507042253,1.4815510057996274e-05,27.0,27.0,27.0,0,2913,27
M1,STRONG,O2,AB,A,B,SYN066,0.01822701613427115,0.02,0.07566664254829181,0.0387586155111087,0.19256923999732617,51.983513794195034,142,-90.01648620580497,-0.6339189169422885,0.19014084507042253,1.0,0.19014084507042253,0.04791209635955893,44.35,52.0,59.0,0,2913,27
M2,STRONG,O2,AB,A,B,SYN066,0.01822701613427115,0.02,0.07566664254829181,0.025800613552492687,0.10630929600617793,82.57760882061362,142,-59.42239117938638,-0.4184675435168055,0.4014084507042254,0.9827586206896551,0.3986013986013986,0.056038572962587296,76.0,83.0,94.0,0,2913,58
M0,STRONG,O2,AB,A,B,SYN067,,,,0.020940611053896326,0.2893062121652066,48.0,109,-61.0,-0.5596330275229358,0.44036697247706424,1.0,0.44036697247706424,1.4815510057998932e-05,48.0,48.0,48.0,0,2913,48
M1,STRONG,O2,AB,A,B,SYN067,0.03596882118994984,0.02,0.06157960137155032,0.020788487391433685,0.10943574224530972,103.93163055538511,109,-5.068369444614888,-0.046498802244173285,0.44036697247706424,1.0,0.44036697247706424,0.09257359717841368,91.7,104.5,116.64999999999999,1,2913,48
M2,STRONG,O2,AB,A,B,SYN067,0.03596882118994984,0.02,0.06157960137155032,0.0071045652203851175,0.03958316762169741,146.39206558162556,109,37.39206558162556,0.3430464732259226,0.7889908256880734,0.9772727272727273,0.7747747747747747,0.10233230161251385,135.7,147.0,159.64999999999998,0,2913,88
M0,STRONG,O2,AB,A,B,SYN068,,,,0.01132852729145211,0.15651037707321014,35.0,68,-33.0,-0.4852941176470588,0.5147058823529411,1.0,0.5147058823529411,1.481551005799729e-05,35.0,35.0,35.0,0,2913,35
M1,STRONG,O2,AB,A,B,SYN068,0.020670448262107535,0.02,0.09568790163643444,0.011294293419342427,0.06914337687283846,59.231537244747614,68,-8.768462755252386,-0.12894798169488803,0.5147058823529411,1.0,0.5147058823529411,0.046013737605171225,52.0,59.0,67.0,0,2913,35
M2,STRONG,O2,AB,A,B,SYN068,0.020670448262107535,0.02,0.09568790163643444,0.0032238618115608777,0.01744746313870502,81.66805153777642,68,13.668051537776421,0.20100075790847677,0.8235294117647058,0.9655172413793104,0.8,0.04993641712303689,73.35,81.0,92.0,0,2913,58
M0,STRONG,O2,AB,A,B,SYN069,,,,0.014074836937864744,0.19445204424235193,35.0,76,-41.0,-0.5394736842105263,0.4605263157894737,1.0,0.4605263157894737,1.481551005799729e-05,35.0,35.0,35.0,0,2913,35
M1,STRONG,O2,AB,A,B,SYN069,0.019695568126369467,0.02,0.10557388818724803,0.013987701401843812,0.08296115539194956,56.40251321264144,76,-19.597486787358562,-0.2578616682547179,0.4605263157894737,1.0,0.4605263157894737,0.04120129192581619,49.0,56.0,63.64999999999999,0,2913,35
M2,STRONG,O2,AB,A,B,SYN069,0.019695568126369467,0.02,0.10557388818724803,0.006243306996390336,0.029752090657778733,75.01732892505785,76,-0.9826710749421466,-0.012929882565028245,0.7105263157894737,1.0,0.7105263157894737,0.04448663926957417,70.0,76.0,83.0,1,2913,54
M0,STRONG,O2,AB,A,B,SYN070,,,,0.021283899759697907,0.29404892056134935,36.0,98,-62.0,-0.6326530612244898,0.3673469387755102,1.0,0.3673469387755102,1.4815510057997413e-05,36.0,36.0,36.0,0,2913,36
M1,STRONG,O2,AB,A,B,SYN070,0.022607926583105963,0.02,0.08448770665441019,0.021098000220515722,0.11660131245530185,64.87598932117635,98,-33.12401067882365,-0.3380001089675883,0.3673469387755102,1.0,0.3673469387755102,0.053557269002228604,58.0,65.0,73.0,0,2913,36
M2,STRONG,O2,AB,A,B,SYN070,0.022607926583105963,0.02,0.08448770665441019,0.009446706595103327,0.04305467016364261,95.85436466669996,98,-2.145635333300035,-0.021894238094898318,0.6428571428571429,0.984375,0.6363636363636364,0.059711550463198336,86.0,95.0,105.64999999999999,1,2913,64
M0,STRONG,O2,AB,A,B,SYN071,,,,0.021283899759697907,0.2940489205613493,30.0,92,-62.0,-0.6739130434782609,0.32608695652173914,1.0,0.32608695652173914,1.4815510057996656e-05,30.0,30.0,30.0,0,2913,30
M1,STRONG,O2,AB,A,B,SYN071,0.017177438224495106,0.02,0.1028419135375587,0.020995449941190843,0.11174732835143257,48.99187887256964,92,-43.00812112743036,-0.4674795774720691,0.32608695652173914,1.0,0.32608695652173914,0.03743194934254285,42.0,48.5,55.0,0,2913,30
M2,STRONG,O2,AB,A,B,SYN071,0.017177438224495106,0.02,0.1028419135375587,0.010456228538234347,0.04229183388012989,73.90332590951458,92,-18.096674090485422,-0.19670297924440677,0.5978260869565217,1.0,0.5978260869565217,0.04174279727481261,65.35,74.0,81.0,0,2913,55
M0,STRONG,O2,AB,A,B,SYN072,,,,0.01682114658427738,0.23239371141149381,35.0,84,-49.0,-0.5833333333333334,0.4166666666666667,1.0,0.4166666666666667,1.4815510057997288e-05,35.0,35.0,35.0,0,2913,35
M1,STRONG,O2,AB,A,B,SYN072,0.018404382563684762,0.02,0.13185241866170916,0.016563376055626734,0.08819147004813643,51.70208677163259,84,-32.29791322836741,-0.38449896700437397,0.4166666666666667,1.0,0.4166666666666667,0.0328215631663645,45.0,52.0,57.0,0,2913,35
M2,STRONG,O2,AB,A,B,SYN072,0.018404382563684762,0.02,0.13185241866170916,0.00856470832480924,0.03495264157232359,77.74942658990088,84,-6.250573410099122,-0.07441158821546574,0.6666666666666666,0.9491525423728814,0.6436781609195402,0.03946086869698119,70.35,77.0,84.0,1,2913,59
M0,STRONG,O2,BA,B,A,SYN001,,,,0.025218914185639228,0.348413149973667,68.0,140,-72.0,-0.5142857142857142,0.4857142857142857,1.0,0.4857142857142857,1.4815510058001638e-05,68.0,68.0,68.0,0,2855,68
M1,STRONG,O2,BA,B,A,SYN001,0.03471412852734397,0.02,0.09189287378246473,0.02464918795338081,0.11970150554346062,97.93538146374212,140,-42.06461853625788,-0.3004615609732706,0.4857142857142857,1.0,0.4857142857142857,0.053933738924736734,90.0,97.5,107.0,0,2855,68
M2,STRONG,O2,BA,B,A,SYN001,0.03471412852734397,0.02,0.09189287378246473,0.007031064588771569,0.03003201908142524,153.9027865570671,140,13.902786557067088,0.09930561826476492,0.8571428571428571,0.9448818897637795,0.8163265306122449,0.06222578081715038,143.35,153.0,162.64999999999998,0,2855,127
M0,STRONG,O2,BA,B,A,SYN002,,,,0.012259194395796848,0.16936801734856732,30.0,65,-35.0,-0.5384615384615384,0.46153846153846156,1.0,0.46153846153846156,1.4815510057996732e-05,30.0,30.0,30.0,0,2855,30
M1,STRONG,O2,BA,B,A,SYN002,0.018250302449264524,0.02,0.06439527062312217,0.012182345568888102,0.07059261438291677,51.134013770777244,65,-13.865986229222756,-0.21332286506496548,0.46153846153846156,1.0,0.46153846153846156,0.04210632523451482,45.0,50.0,59.0,0,2855,30
M2,STRONG,O2,BA,B,A,SYN002,0.018250302449264524,0.02,0.06439527062312217,0.007030404019306681,0.031176642285840724,72.78510368511711,65,7.785103685117107,0.11977082592487857,0.6615384615384615,0.9148936170212766,0.6231884057971014,0.04830187331518092,63.35,72.5,81.0,1,2855,47
M0,STRONG,O2,BA,B,A,SYN003,,,,0.01576182136602452,0.21775859373372938,126.0,171,-45.0,-0.2631578947368421,0.7368421052631579,1.0,0.7368421052631579,1.4815510058009122e-05,126.0,126.0,126.0,0,2855,126
M1,STRONG,O2,BA,B,A,SYN003,0.06255431333019353,0.02,0.09490197288077803,0.015660514539560397,0.08243897936179874,179.44635302548903,171,8.446353025489032,0.04939387734204112,0.7368421052631579,1.0,0.7368421052631579,0.08486507103686497,168.0,179.0,190.0,1,2855,126
M2,STRONG,O2,BA,B,A,SYN003,0.06255431333019353,0.02,0.09490197288077803,0.004068990937895768,0.026942624987296368,214.0543816683503,171,43.05438166835029,0.25178000975643444,0.9473684210526315,0.9642857142857143,0.9152542372881356,0.08468894537705147,203.0,213.0,225.29999999999998,0,2855,168
M0,STRONG,O2,BA,B,A,SYN004,,,,0.007355516637478109,0.10162121040934038,127.0,148,-21.0,-0.14189189189189189,0.8581081081081081,1.0,0.8581081081081081,1.4815510058009254e-05,127.0,127.0,127.0,0,2855,127
M1,STRONG,O2,BA,B,A,SYN004,0.06711784829964505,0.02,0.08175166724872047,0.008055348217855024,0.05697814166173564,192.37597729752267,148,44.37597729752267,0.29983768444272074,0.8581081081081081,1.0,0.8581081081081081,0.10125397130569169,179.35,192.0,206.29999999999998,0,2855,127
M2,STRONG,O2,BA,B,A,SYN004,0.06711784829964505,0.02,0.08175166724872047,0.006155764311429766,0.03797264348332169,227.78829538609386,148,79.78829538609386,0.5391101039600936,0.9932432432432432,0.8909090909090909,0.8855421686746988,0.1061951924677242,213.35,226.0,240.64999999999998,0,2855,165
M0,STRONG,O2,BA,B,A,SYN005,,,,0.020315236427320492,0.2806663430344401,78.0,136,-58.0,-0.4264705882352941,0.5735294117647058,1.0,0.5735294117647058,1.4815510058002927e-05,78.0,78.0,78.0,0,2855,78
M1,STRONG,O2,BA,B,A,SYN005,0.04165088238833258,0.02,0.08204368653164522,0.019965896916686068,0.10103516592709268,117.87167516330197,136,-18.128324836698027,-0.13329650615219138,0.5735294117647058,1.0,0.5735294117647058,0.06875791133463079,108.0,118.5,128.0,0,2855,78
M2,STRONG,O2,BA,B,A,SYN005,0.04165088238833258,0.02,0.08204368653164522,0.005285115545557421,0.02863555363778083,168.43374192957003,136,32.43374192957003,0.23848339654095613,0.9191176470588235,0.9398496240601504,0.8680555555555556,0.07415117700332974,160.0,169.0,179.0,0,2855,133
M0,STRONG,O2,BA,B,A,SYN006,,,,0.013309982486865149,0.18388519026411596,27.0,65,-38.0,-0.5846153846153846,0.4153846153846154,1.0,0.4153846153846154,1.4815510057996344e-05,27.0,27.0,27.0,0,2855,27
M1,STRONG,O2,BA,B,A,SYN006,0.015426175492106307,0.02,0.07406075948951527,0.013191327464298594,0.07447060706044695,43.039419340152705,65,-21.960580659847295,-0.3378550870745738,0.4153846153846154,1.0,0.4153846153846154,0.03318063494149772,38.0,43.0,51.64999999999999,0,2855,27
M2,STRONG,O2,BA,B,A,SYN006,0.015426175492106307,0.02,0.07406075948951527,0.004591779409920478,0.020393100890121026,65.79936714206494,65,0.7993671420649378,0.012297956031768273,0.7384615384615385,0.9795918367346939,0.7272727272727273,0.03797052457044114,58.0,65.0,73.0,1,2855,49
M0,STRONG,O2,BA,B,A,SYN007,,,,0.030472854640980734,0.42099901455141003,39.0,126,-87.0,-0.6904761904761905,0.30952380952380953,1.0,0.30952380952380953,1.4815510057997894e-05,39.0,39.0,39.0,0,2855,39
M1,STRONG,O2,BA,B,A,SYN007,0.021260033766853023,0.02,0.07905483590979684,0.029885505982218275,0.14985692252909016,59.91472732814805,126,-66.08527267185195,-0.5244862910464441,0.30952380952380953,1.0,0.30952380952380953,0.04103729122150645,54.0,60.5,67.0,0,2855,39
M2,STRONG,O2,BA,B,A,SYN007,0.021260033766853023,0.02,0.07905483590979684,0.015143986993027837,0.056071379430644816,98.79166765989704,126,-27.208332340102956,-0.21593914555637267,0.5714285714285714,0.96,0.5581395348837209,0.052690892460529916,90.0,98.0,110.64999999999999,0,2855,75
M0,STRONG,O2,BA,B,A,SYN008,,,,0.01926444833625219,0.26614917011889144,66.0,121,-55.0,-0.45454545454545453,0.5454545454545454,1.0,0.5454545454545454,1.481551005800138e-05,66.0,66.0,66.0,0,2855,66
M1,STRONG,O2,BA,B,A,SYN008,0.03974474348350462,0.02,0.0627066465543732,0.019155235488825445,0.102558149777636,113.08544343640398,121,-7.914556563596022,-0.06540955837682663,0.5454545454545454,1.0,0.5454545454545454,0.08051958067250813,104.0,113.0,124.64999999999999,1,2855,66
M2,STRONG,O2,BA,B,A,SYN008,0.03974474348350462,0.02,0.0627066465543732,0.004540819471161676,0.029091293277257565,156.75389585761735,121,35.75389585761735,0.2954867426249368,0.9090909090909091,0.9734513274336283,0.8870967741935484,0.08705987946664825,146.35,156.0,167.0,0,2855,113
M0,STRONG,O2,BA,B,A,SYN009,,,,0.021015761821366025,0.2903444583114725,14.0,74,-60.0,-0.8108108108108109,0.1891891891891892,1.0,0.1891891891891892,1.4815510057994667e-05,14.0,14.0,14.0,0,2855,14
M1,STRONG,O2,BA,B,A,SYN009,0.007998582490565667,0.02,0.09629965269896687,0.020843892696266502,0.1209427824072199,20.654131511442998,74,-53.345868488557,-0.7208901147102298,0.1891891891891892,1.0,0.1891891891891892,0.015473317096032115,17.0,20.0,25.0,0,2855,14
M2,STRONG,O2,BA,B,A,SYN009,0.007998582490565667,0.02,0.09629965269896687,0.015196138136820006,0.0657305688525953,32.371463407551865,74,-41.628536592448135,-0.5625477917898397,0.2972972972972973,1.0,0.2972972972972973,0.01981485301368309,27.0,32.0,39.0,0,2855,22
M0,STRONG,O2,BA,B,A,SYN010,,,,0.006304728546409807,0.08710403749379177,82.0,100,-18.0,-0.18,0.82,1.0,0.82,1.4815510058003445e-05,82.0,82.0,82.0,0,2855,82
M1,STRONG,O2,BA,B,A,SYN010,0.03694905227243277,0.02,0.12932485881371386,0.006304619859604687,0.03659317643625068,105.7547611486445,100,5.754761148644505,0.05754761148644505,0.82,1.0,0.82,0.04261456734141471,99.0,106.0,113.0,1,2855,82
M2,STRONG,O2,BA,B,A,SYN010,0.03694905227243277,0.02,0.12932485881371386,0.001933933298205041,0.012341533104666695,124.63020418667082,100,24.630204186670824,0.24630204186670823,0.98,0.9333333333333333,0.9158878504672897,0.042176027271157844,117.0,125.0,133.0,0,2855,105
M0,STRONG,O2,BA,B,A,SYN011,,,,0.012959719789842382,0.17904613262559974,85.0,122,-37.0,-0.30327868852459017,0.6967213114754098,1.0,0.6967213114754098,1.4815510058003832e-05,85.0,85.0,85.0,0,2855,85
M1,STRONG,O2,BA,B,A,SYN011,0.05296401893826169,0.02,0.05848992432718586,0.013329396775559941,0.07927228103230995,151.10847421649908,122,29.108474216499076,0.23859405095491046,0.6967213114754098,1.0,0.6967213114754098,0.1055508872573867,138.0,151.0,162.0,0,2855,85
M2,STRONG,O2,BA,B,A,SYN011,0.05296401893826169,0.02,0.05848992432718586,0.003819798667540764,0.03224216702196652,195.82448920345564,122,73.82448920345564,0.6051187639627511,0.9918032786885246,0.9097744360902256,0.9029850746268657,0.11351255071740832,181.7,196.0,209.64999999999998,0,2855,133
M0,STRONG,O2,BA,B,A,SYN012,,,,0.026619964973730297,0.3677693805277318,76.0,152,-76.0,-0.5,0.5,1.0,0.5,1.481551005800267e-05,76.0,76.0,76.0,0,2855,76
M1,STRONG,O2,BA,B,A,SYN012,0.03706984791467399,0.02,0.09963579405029209,0.025990129466689476,0.12588664740005395,105.80283358878239,152,-46.19716641121761,-0.3039287263895895,0.5,1.0,0.5,0.0531310637169672,97.0,105.0,115.0,0,2855,76
M2,STRONG,O2,BA,B,A,SYN012,0.03706984791467399,0.02,0.09963579405029209,0.008952023705991194,0.03629917957672042,157.26990937431583,152,5.26990937431583,0.034670456409972565,0.8223684210526315,0.9689922480620154,0.8012820512820513,0.06192968510094895,147.0,157.0,167.29999999999998,1,2855,129
M0,STRONG,O2,BA,B,A,SYN013,,,,0.014711033274956218,0.20324142081818072,77.0,119,-42.0,-0.35294117647058826,0.6470588235294118,1.0,0.6470588235294118,1.4815510058002798e-05,77.0,77.0,77.0,0,2855,77
M1,STRONG,O2,BA,B,A,SYN013,0.042915087263637214,0.02,0.07305784770243418,0.014550072541127095,0.07854597622674135,122.36913538741669,119,3.3691353874166907,0.028312062079131856,0.6470588235294118,1.0,0.6470588235294118,0.07717288700538742,110.35,123.0,131.0,1,2855,77
M2,STRONG,O2,BA,B,A,SYN013,0.042915087263637214,0.02,0.07305784770243418,0.0035132527998162585,0.024704632454570677,160.08863154844897,119,41.08863154844897,0.345282618054193,0.9495798319327731,0.9658119658119658,0.9186991869918699,0.08157623153209538,149.7,161.5,172.0,0,2855,117
M0,STRONG,O2,BA,B,A,SYN014,,,,0.024868651488616462,0.34357409233515085,54.0,125,-71.0,-0.568,0.432,1.0,0.432,1.4815510057999832e-05,54.0,54.0,54.0,0,2855,54
M1,STRONG,O2,BA,B,A,SYN014,0.03274131799048729,0.02,0.06216180867204063,0.024550295284453526,0.12612443628441336,92.89258283378201,125,-32.107417166217985,-0.25685933732974386,0.432,1.0,0.432,0.06920347871023635,84.0,92.0,101.0,0,2855,54
M2,STRONG,O2,BA,B,A,SYN014,0.03274131799048729,0.02,0.06216180867204063,0.007864804546843471,0.03650789947051123,146.6620383808638,125,21.662038380863805,0.17329630704691043,0.832,0.9719626168224299,0.8125,0.07992500471990592,137.0,147.0,159.0,0,2855,107
M0,STRONG,O2,BA,B,A,SYN015,,,,0.018914185639229423,0.2613101124803752,100.0,154,-54.0,-0.35064935064935066,0.6493506493506493,1.0,0.6493506493506493,1.481551005800577e-05,100.0,100.0,100.0,0,2855,100
M1,STRONG,O2,BA,B,A,SYN015,0.05100360022130859,0.02,0.08902192203099903,0.018334750028153095,0.0863632685136533,145.9594197817563,154,-8.04058021824369,-0.05221155985872526,0.6493506493506493,1.0,0.6493506493506493,0.07621420409980423,136.0,147.0,156.64999999999998,1,2855,100
M2,STRONG,O2,BA,B,A,SYN015,0.05100360022130859,0.02,0.08902192203099903,0.006472290048261427,0.03313293410883368,182.9790200663324,154,28.979020066332396,0.18817545497618438,0.8896103896103896,0.958041958041958,0.85625,0.07819004232437828,169.7,182.0,192.0,0,2855,143
M0,STRONG,O2,BA,B,A,SYN016,,,,0.022416812609457094,0.3097006888655373,30.0,94,-64.0,-0.6808510638297872,0.3191489361702128,1.0,0.3191489361702128,1.4815510057996732e-05,30.0,30.0,30.0,0,2855,30
M1,STRONG,O2,BA,B,A,SYN016,0.015662179365585942,0.02,0.09015497425533123,0.022078890113606663,0.11543047049450265,43.79973284147394,94,-50.20026715852606,-0.5340453953034687,0.3191489361702128,1.0,0.3191489361702128,0.028743701828196834,38.0,44.0,50.0,0,2855,30
M2,STRONG,O2,BA,B,A,SYN016,0.015662179365585942,0.02,0.09015497425533123,0.01092537597549649,0.04581278190460908,71.3683806193811,94,-22.6316193806189,-0.2407619083044564,0.6170212765957447,0.9830508474576272,0.6105263157894737,0.03425555863611113,64.0,71.5,80.0,0,2855,59
M0,STRONG,O2,BA,B,A,SYN017,,,,0.015411558669001752,0.21291953609521316,124.0,168,-44.0,-0.2619047619047619,0.7380952380952381,1.0,0.7380952380952381,1.4815510058008865e-05,124.0,124.0,124.0,0,2855,124
M1,STRONG,O2,BA,B,A,SYN017,0.071065439455218,0.02,0.06851323412976973,0.016171499000232677,0.09567664198203989,203.47705654870228,168,35.47705654870228,0.21117295564703736,0.7380952380952381,1.0,0.7380952380952381,0.11984383195979499,189.35,203.0,217.64999999999998,0,2855,124
