model,world,observation_regime,orientation,source_fold,target_fold,synthetic_species_id,occupancy_pi_estimate,beta_binomial_rho,encounter_q_mean,brier_score,log_loss,expected_support_size,true_support_size,expected_support_size_bias,expected_support_size_relative_bias,occupied_cell_recall,precision,iou_jaccard,posterior_entropy_mean,support_size_q05,support_size_q50,support_size_q95,truth_size_within_q05_q95,target_cells,predicted_cells_at_0_5
M1,STRONG,O1,AB,A,B,SYN035,0.012303567278963416,0.02,0.09804227402040012,0.03620830700518641,0.18785851463925315,34.59741929659169,128,-93.40258070340832,-0.7297076617453775,0.1640625,1.0,0.1640625,0.02829903003894154,29.0,35.0,41.0,0,2913,21
M2,STRONG,O1,AB,A,B,SYN035,0.012303567278963416,0.02,0.09804227402040012,0.02867841052554352,0.1268471580208741,50.99441829476806,128,-77.00558170523195,-0.6016061070721246,0.265625,1.0,0.265625,0.032746480806448784,44.0,51.0,57.0,0,2913,34
M0,STRONG,O1,AB,A,B,SYN036,,,,0.026433230346721594,0.3651895465034903,45.0,122,-77.0,-0.6311475409836066,0.36885245901639346,1.0,0.36885245901639346,1.4815510057998551e-05,45.0,45.0,45.0,0,2913,45
M1,STRONG,O1,AB,A,B,SYN036,0.021151950234989576,0.02,0.16316619634218296,0.025924479115238527,0.1322421807652444,60.76249698310342,122,-61.23750301689658,-0.5019467460401359,0.36885245901639346,1.0,0.36885245901639346,0.030208094403133125,54.35,61.5,68.64999999999999,0,2913,45
M2,STRONG,O1,AB,A,B,SYN036,0.021151950234989576,0.02,0.16316619634218296,0.012056440976939283,0.04522395906112242,93.35334167657135,122,-28.646658323428653,-0.23480867478220208,0.6639344262295082,0.9759036144578314,0.6532258064516129,0.03517044689525728,85.0,92.0,103.29999999999998,0,2913,83
M0,STRONG,O1,AB,A,B,SYN037,,,,0.012015104703055269,0.1659957938654956,28.0,63,-35.0,-0.5555555555555556,0.4444444444444444,1.0,0.4444444444444444,1.4815510057996403e-05,28.0,28.0,28.0,0,2913,28
M1,STRONG,O1,AB,A,B,SYN037,0.014471651682830463,0.02,0.12957893728691736,0.011976440823663453,0.08332045211034361,41.02927872263221,63,-21.970721277367787,-0.34874160757726647,0.4444444444444444,1.0,0.4444444444444444,0.026606759862277125,36.0,41.0,47.0,0,2913,28
M2,STRONG,O1,AB,A,B,SYN037,0.014471651682830463,0.02,0.12957893728691736,0.007266116229481941,0.03208693863973192,51.598520787195824,63,-11.401479212804176,-0.18097586052070122,0.5873015873015873,0.9736842105263158,0.578125,0.02823429002667823,45.35,52.0,58.0,0,2913,38
M0,STRONG,O1,AB,A,B,SYN038,,,,0.015447991761071062,0.21342287782692287,48.0,93,-45.0,-0.4838709677419355,0.5161290322580645,1.0,0.5161290322580645,1.4815510057998932e-05,48.0,48.0,48.0,0,2913,48
M1,STRONG,O1,AB,A,B,SYN038,0.02522566426699179,0.02,0.1172337213552888,0.015447689248171258,0.09931446532024722,72.5813066119527,93,-20.418693388047302,-0.21955584288222904,0.5161290322580645,1.0,0.5161290322580645,0.04531078759323141,65.35,73.0,80.0,0,2913,48
M2,STRONG,O1,AB,A,B,SYN038,0.02522566426699179,0.02,0.1172337213552888,0.007247728898406158,0.03497648265768625,91.02481052797413,93,-1.9751894720258747,-0.0212385964733965,0.7311827956989247,1.0,0.7311827956989247,0.047762987318891725,83.0,90.0,99.64999999999999,1,2913,68
M0,STRONG,O1,AB,A,B,SYN039,,,,0.02814967387572949,0.38890308848420385,47.0,129,-82.0,-0.6356589147286822,0.3643410852713178,1.0,0.3643410852713178,1.4815510057998807e-05,47.0,47.0,47.0,0,2913,47
M1,STRONG,O1,AB,A,B,SYN039,0.024185816303116472,0.02,0.12396091440068686,0.027610382794282136,0.1435965168007073,69.55287571193794,129,-59.44712428806206,-0.4608304208376904,0.3643410852713178,1.0,0.3643410852713178,0.04197587260740303,63.0,69.0,78.0,0,2913,47
M2,STRONG,O1,AB,A,B,SYN039,0.024185816303116472,0.02,0.12396091440068686,0.015119776051533987,0.061280277735328424,97.33787424792536,129,-31.662125752074644,-0.24544283528740035,0.6046511627906976,1.0,0.6046511627906976,0.04703594356674515,90.0,97.0,105.64999999999999,0,2913,78
M0,STRONG,O1,AB,A,B,SYN040,,,,0.02059732234809475,0.2845635037690638,30.0,90,-60.0,-0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.4815510057996656e-05,30.0,30.0,30.0,0,2913,30
M1,STRONG,O1,AB,A,B,SYN040,0.01621623141234397,0.02,0.1135598262929478,0.02036712793388001,0.11246883416354694,46.11589091987756,90,-43.88410908012244,-0.4876012120013605,0.3333333333333333,1.0,0.3333333333333333,0.032156133969396955,39.35,45.0,53.64999999999999,0,2913,30
M2,STRONG,O1,AB,A,B,SYN040,0.01621623141234397,0.02,0.1135598262929478,0.009211090372790366,0.036846815082272895,71.12044318190418,90,-18.87955681809582,-0.209772853534398,0.6333333333333333,1.0,0.6333333333333333,0.036248577076025516,63.0,71.0,79.0,0,2913,57
M0,STRONG,O1,AB,A,B,SYN041,,,,0.008238928939237899,0.11382600150792553,38.0,62,-24.0,-0.3870967741935484,0.6129032258064516,1.0,0.6129032258064516,1.4815510057997669e-05,38.0,38.0,38.0,0,2913,38
M1,STRONG,O1,AB,A,B,SYN041,0.01724330737167488,0.02,0.19079861693265815,0.008177950511806885,0.05047131829171212,49.323725835195845,62,-12.676274164804155,-0.20445603491619604,0.6129032258064516,1.0,0.6129032258064516,0.022505027188850422,44.0,49.0,54.64999999999999,0,2913,38
M2,STRONG,O1,AB,A,B,SYN041,0.01724330737167488,0.02,0.19079861693265815,0.004014261156411186,0.016294461140898848,60.710437384462054,62,-1.289562615537946,-0.020799397024805582,0.8064516129032258,0.9615384615384616,0.78125,0.022474849921977822,56.0,61.0,66.64999999999999,1,2913,52
M0,STRONG,O1,AB,A,B,SYN042,,,,0.01991074493649159,0.2750780869767784,67.0,125,-58.0,-0.464,0.536,1.0,0.536,1.4815510058001335e-05,67.0,67.0,67.0,0,2913,67
M1,STRONG,O1,AB,A,B,SYN042,0.03722639574111516,0.02,0.10073672934382616,0.01969490855341292,0.10665164286211848,107.72160520123654,125,-17.278394798763458,-0.13822715839010766,0.536,1.0,0.536,0.06907847010213117,97.0,109.0,118.64999999999999,0,2913,67
M2,STRONG,O1,AB,A,B,SYN042,0.03722639574111516,0.02,0.10073672934382616,0.006253082199518683,0.03119511746633402,139.10288794648113,125,14.102887946481133,0.11282310357184906,0.824,0.9903846153846154,0.8174603174603174,0.07278083681538448,129.0,139.0,152.0,0,2913,104
M0,STRONG,O1,AB,A,B,SYN043,,,,0.020940611053896326,0.2893062121652066,49.0,110,-61.0,-0.5545454545454546,0.44545454545454544,1.0,0.44545454545454544,1.4815510057999058e-05,49.0,49.0,49.0,0,2913,49
M1,STRONG,O1,AB,A,B,SYN043,0.025567395709409933,0.02,0.1191534091260282,0.020831049695503964,0.12490668835980787,73.59230645784507,110,-36.40769354215493,-0.33097903220140845,0.44545454545454544,1.0,0.44545454545454544,0.04523667104993622,67.0,74.0,81.64999999999999,0,2913,49
M2,STRONG,O1,AB,A,B,SYN043,0.025567395709409933,0.02,0.1191534091260282,0.009374823141115391,0.03971604533463178,98.2392047919508,110,-11.760795208049203,-0.10691632007317457,0.6727272727272727,1.0,0.6727272727272727,0.0489001930261966,91.0,98.0,105.64999999999999,0,2913,74
M0,STRONG,O1,AB,A,B,SYN044,,,,0.02437349811191212,0.3367332961266339,48.0,119,-71.0,-0.5966386554621849,0.40336134453781514,1.0,0.40336134453781514,1.4815510057998932e-05,48.0,48.0,48.0,0,2913,48
M1,STRONG,O1,AB,A,B,SYN044,0.02388383792591781,0.02,0.13564613365118666,0.02413088751154231,0.13623237159435392,68.70781651076207,119,-50.29218348923793,-0.42262339066586496,0.40336134453781514,1.0,0.40336134453781514,0.03870252318614296,62.0,69.0,77.0,0,2913,48
M2,STRONG,O1,AB,A,B,SYN044,0.02388383792591781,0.02,0.13564613365118666,0.013328078665796926,0.05775262980254735,93.48060652390312,119,-25.51939347609688,-0.21444868467308303,0.6302521008403361,0.9868421052631579,0.625,0.04170550338759128,84.35,93.5,101.64999999999999,0,2913,76
M0,STRONG,O1,AB,A,B,SYN045,,,,0.013388259526261586,0.1849666274500665,39.0,78,-39.0,-0.5,0.5,1.0,0.5,1.4815510057997794e-05,39.0,39.0,39.0,0,2913,39
M1,STRONG,O1,AB,A,B,SYN045,0.019375798835564225,0.02,0.13886504143881284,0.013216238569360206,0.07199621833255655,55.466912751299695,78,-22.533087248700305,-0.28888573395769623,0.5,1.0,0.5,0.03199491079309268,49.35,56.0,62.0,0,2913,39
M2,STRONG,O1,AB,A,B,SYN045,0.019375798835564225,0.02,0.13886504143881284,0.004516412757824527,0.019124800301622363,75.56160716684882,78,-2.438392833151184,-0.03126144657886133,0.7692307692307693,1.0,0.7692307692307693,0.03388521996492814,69.0,76.0,81.64999999999999,1,2913,60
M0,STRONG,O1,AB,A,B,SYN046,,,,0.02368692070030896,0.3272478793343485,31.0,100,-69.0,-0.69,0.31,1.0,0.31,1.481551005799678e-05,31.0,31.0,31.0,0,2913,31
M1,STRONG,O1,AB,A,B,SYN046,0.01636450573987965,0.02,0.12025249727873707,0.023412481065075593,0.12951323905751067,46.568224577288845,100,-53.431775422711155,-0.5343177542271116,0.31,1.0,0.31,0.031065388991537383,41.0,46.0,53.0,0,2913,31
M2,STRONG,O1,AB,A,B,SYN046,0.01636450573987965,0.02,0.12025249727873707,0.012340373222269458,0.049832456992503764,70.62486135519586,100,-29.37513864480414,-0.2937513864480414,0.53,1.0,0.53,0.035812516852464484,63.35,69.5,78.0,0,2913,53
M0,STRONG,O1,AB,A,B,SYN047,,,,0.018537590113285273,0.25610725339220747,102.0,156,-54.0,-0.34615384615384615,0.6538461538461539,1.0,0.6538461538461539,1.4815510058005765e-05,102.0,102.0,102.0,0,2913,102
M1,STRONG,O1,AB,A,B,SYN047,0.05356296160652451,0.02,0.11346332669199788,0.018312527345617162,0.098262943628343,155.74625100439619,156,-0.25374899560381436,-0.0016265961256654766,0.6538461538461539,1.0,0.6538461538461539,0.08467894382523856,145.35,156.0,166.64999999999998,1,2913,102
M2,STRONG,O1,AB,A,B,SYN047,0.05356296160652451,0.02,0.11346332669199788,0.0025432174410834714,0.023749789114183666,198.09771014678063,156,42.09771014678063,0.26985711632551684,0.9551282051282052,0.9867549668874173,0.9430379746835443,0.084942714072203,187.35,199.0,210.0,0,2913,151
M0,STRONG,O1,AB,A,B,SYN048,,,,0.02368692070030896,0.3272478793343484,45.0,114,-69.0,-0.6052631578947368,0.39473684210526316,1.0,0.39473684210526316,1.4815510057998551e-05,45.0,45.0,45.0,0,2913,45
M1,STRONG,O1,AB,A,B,SYN048,0.0235336741309278,0.02,0.11948975929471051,0.02306642995819081,0.11037218340484363,67.62115951228937,114,-46.37884048771063,-0.40683193410272483,0.39473684210526316,1.0,0.39473684210526316,0.042293598598111486,60.0,67.0,75.64999999999999,0,2913,45
M2,STRONG,O1,AB,A,B,SYN048,0.0235336741309278,0.02,0.11948975929471051,0.013844302338620704,0.056990695319822426,90.83001651547396,114,-23.169983484526043,-0.20324546916250916,0.6140350877192983,0.9722222222222222,0.603448275862069,0.044984156014094556,83.0,91.0,100.0,0,2913,72
M0,STRONG,O1,AB,A,B,SYN049,,,,0.017164435290078956,0.2371364198076365,49.0,99,-50.0,-0.5050505050505051,0.494949494949495,1.0,0.494949494949495,1.4815510057999058e-05,49.0,49.0,49.0,0,2913,49
M1,STRONG,O1,AB,A,B,SYN049,0.028823110591504532,0.02,0.09008118126790622,0.017207086640655088,0.10561138913439164,83.02034968634725,99,-15.979650313652755,-0.1614106092288157,0.494949494949495,1.0,0.494949494949495,0.06044690674977291,74.35,83.0,93.0,0,2913,49
M2,STRONG,O1,AB,A,B,SYN049,0.028823110591504532,0.02,0.09008118126790622,0.006420297202376001,0.031732936682771155,109.88726169581727,99,10.887261695817273,0.10997234036179064,0.7676767676767676,1.0,0.7676767676767676,0.0653447133886207,101.0,110.0,120.64999999999999,0,2913,76
M0,STRONG,O1,AB,A,B,SYN050,,,,0.01991074493649159,0.27507808697677844,86.0,144,-58.0,-0.4027777777777778,0.5972222222222222,1.0,0.5972222222222222,1.481551005800374e-05,86.0,86.0,86.0,0,2913,86
M1,STRONG,O1,AB,A,B,SYN050,0.043733989482404,0.02,0.12452888865555593,0.019953128735463864,0.11588001454492373,126.97138271238487,144,-17.028617287615134,-0.11825428671954955,0.5972222222222222,1.0,0.5972222222222222,0.0677148904575878,116.0,128.0,139.29999999999998,0,2913,86
M2,STRONG,O1,AB,A,B,SYN050,0.043733989482404,0.02,0.12452888865555593,0.008947948769796772,0.042448364810067904,154.8291932948304,144,10.82919329483039,0.07520273121409993,0.8125,0.975,0.7959183673469388,0.07106958775466171,145.0,154.0,164.29999999999998,0,2913,120
M0,STRONG,O1,AB,A,B,SYN051,,,,0.020254033642293168,0.27982079537292115,85.0,144,-59.0,-0.4097222222222222,0.5902777777777778,1.0,0.5902777777777778,1.4815510058003611e-05,85.0,85.0,85.0,0,2913,85
M1,STRONG,O1,AB,A,B,SYN051,0.041797012865497286,0.02,0.1364803219975669,0.01968680255710821,0.09873964967582192,121.35711498151065,144,-22.642885018489352,-0.15724225707284273,0.5902777777777778,1.0,0.5902777777777778,0.06089147123207118,111.0,121.0,130.0,0,2913,85
M2,STRONG,O1,AB,A,B,SYN051,0.041797012865497286,0.02,0.1364803219975669,0.0081847539274273,0.03560312809138358,148.3973867400962,144,4.397386740096209,0.030537407917334787,0.8055555555555556,0.9830508474576272,0.7945205479452054,0.06175636655089122,138.0,146.0,158.64999999999998,1,2913,118
M0,STRONG,O1,AB,A,B,SYN052,,,,0.014418125643666324,0.1991947526384947,32.0,74,-42.0,-0.5675675675675675,0.43243243243243246,1.0,0.43243243243243246,1.4815510057996908e-05,32.0,32.0,32.0,0,2913,32
M1,STRONG,O1,AB,A,B,SYN052,0.016784271593044676,0.02,0.12174524779910377,0.014289208106333535,0.08190619162950676,47.804963144251154,74,-26.195036855748846,-0.35398698453714655,0.43243243243243246,1.0,0.43243243243243246,0.03141967784135245,41.35,48.0,55.0,0,2913,32
M2,STRONG,O1,AB,A,B,SYN052,0.016784271593044676,0.02,0.12174524779910377,0.004956838045302626,0.022845641081562958,72.798755103258,74,-1.201244896741997,-0.016233039145162123,0.7702702702702703,1.0,0.7702702702702703,0.03425807610450879,66.0,73.0,80.0,1,2913,57
M0,STRONG,O1,AB,A,B,SYN053,,,,0.030209406110538965,0.41735933886106025,82.0,170,-88.0,-0.5176470588235295,0.4823529411764706,1.0,0.4823529411764706,1.4815510058003235e-05,82.0,82.0,82.0,0,2913,82
M1,STRONG,O1,AB,A,B,SYN053,0.041898363185989516,0.02,0.12227129781107003,0.029677884434816577,0.15064839407168537,121.56605862518083,170,-48.43394137481917,-0.2849055374989363,0.4823529411764706,1.0,0.4823529411764706,0.06593771520823444,111.0,121.5,133.0,0,2913,82
M2,STRONG,O1,AB,A,B,SYN053,0.041898363185989516,0.02,0.12227129781107003,0.010429534319053621,0.043937407391421136,171.38494000972125,170,1.384940009721248,0.008146705939536753,0.7823529411764706,0.9925373134328358,0.7777777777777778,0.0714618742104239,160.35,171.0,183.64999999999998,1,2913,134
M0,STRONG,O1,AB,A,B,SYN054,,,,0.025746652935118436,0.35570412971120485,40.0,115,-75.0,-0.6521739130434783,0.34782608695652173,1.0,0.34782608695652173,1.4815510057997921e-05,40.0,40.0,40.0,0,2913,40
M1,STRONG,O1,AB,A,B,SYN054,0.021612376794459435,0.02,0.11043803766734749,0.025368687771304417,0.1343081126160312,61.94834300171201,115,-53.05165699828799,-0.46131875650685206,0.34782608695652173,1.0,0.34782608695652173,0.0415638565724827,56.0,61.5,70.64999999999999,0,2913,40
M2,STRONG,O1,AB,A,B,SYN054,0.021612376794459435,0.02,0.11043803766734749,0.011581483719275967,0.045855673943067596,94.45760543811164,115,-20.542394561888358,-0.178629517929464,0.6347826086956522,0.9864864864864865,0.6293103448275862,0.048999727120039506,85.0,94.0,103.0,0,2913,74
M0,STRONG,O1,AB,A,B,SYN055,,,,0.020254033642293168,0.2798207953729211,38.0,97,-59.0,-0.6082474226804123,0.3917525773195876,1.0,0.3917525773195876,1.4815510057997665e-05,38.0,38.0,38.0,0,2913,38
M1,STRONG,O1,AB,A,B,SYN055,0.01871775235727166,0.02,0.14310696637950876,0.020020780721249767,0.11289239399415334,53.544089385991725,97,-43.455910614008275,-0.44799907849493065,0.3917525773195876,1.0,0.3917525773195876,0.03039764670090317,47.0,53.0,59.0,0,2913,38
M2,STRONG,O1,AB,A,B,SYN055,0.01871775235727166,0.02,0.14310696637950876,0.01071565849137574,0.042002065264756125,73.03017539606714,97,-23.969824603932864,-0.24711159385497797,0.6082474226804123,1.0,0.6082474226804123,0.03342529538642614,67.0,73.0,80.0,0,2913,59
M0,STRONG,O1,AB,A,B,SYN056,,,,0.040851355990387916,0.5643832991414849,28.0,147,-119.0,-0.8095238095238095,0.19047619047619047,1.0,0.19047619047619047,1.4815510057996403e-05,28.0,28.0,28.0,0,2913,28
M1,STRONG,O1,AB,A,B,SYN056,0.01304206238584664,0.02,0.17952710347642156,0.040244794304822626,0.20695031959564197,36.921955053016035,147,-110.07804494698397,-0.7488302377345848,0.19047619047619047,1.0,0.19047619047619047,0.01860896864661357,32.0,37.0,41.0,0,2913,28
M2,STRONG,O1,AB,A,B,SYN056,0.01304206238584664,0.02,0.17952710347642156,0.02995878374149719,0.12559859563862213,58.42236701942632,147,-88.57763298057368,-0.6025689318406373,0.30612244897959184,1.0,0.30612244897959184,0.023954985166588675,53.0,59.0,65.0,0,2913,45
M0,STRONG,O1,AB,A,B,SYN057,,,,0.03741846893237213,0.5169562151800576,60.0,169,-109.0,-0.6449704142011834,0.35502958579881655,1.0,0.35502958579881655,1.481551005800045e-05,60.0,60.0,60.0,0,2913,60
M1,STRONG,O1,AB,A,B,SYN057,0.031104703847028087,0.02,0.11821636109358861,0.036433348442887675,0.1743596898579826,89.84840999072256,169,-79.15159000927744,-0.468352603605192,0.35502958579881655,1.0,0.35502958579881655,0.0528861035283269,81.0,90.0,99.64999999999999,0,2913,60
M2,STRONG,O1,AB,A,B,SYN057,0.031104703847028087,0.02,0.11821636109358861,0.019911387034036998,0.07783816417512864,127.66683943864362,169,-41.33316056135638,-0.24457491456423894,0.591715976331361,1.0,0.591715976331361,0.058043355126215904,119.0,127.0,136.0,0,2913,100
M0,STRONG,O1,AB,A,B,SYN058,,,,0.00789564023343632,0.10908329311178282,47.0,70,-23.0,-0.32857142857142857,0.6714285714285714,1.0,0.6714285714285714,1.4815510057998807e-05,47.0,47.0,47.0,0,2913,47
M1,STRONG,O1,AB,A,B,SYN058,0.021336096992618316,0.02,0.18617821219986525,0.007841043749015108,0.054577609834733705,61.37208224560065,70,-8.627917754399348,-0.12325596791999069,0.6714285714285714,1.0,0.6714285714285714,0.02751230610421717,55.0,61.0,69.0,0,2913,47
M2,STRONG,O1,AB,A,B,SYN058,0.021336096992618316,0.02,0.18617821219986525,0.003691179509601362,0.019179996600321703,71.65135444227671,70,1.6513544422767126,0.02359077774681018,0.8428571428571429,0.9833333333333333,0.8309859154929577,0.025323572714017216,66.0,71.0,77.0,1,2913,60
M0,STRONG,O1,AB,A,B,SYN059,,,,0.026089941640920013,0.3604468381073475,53.0,129,-76.0,-0.5891472868217055,0.4108527131782946,1.0,0.4108527131782946,1.4815510057999564e-05,53.0,53.0,53.0,0,2913,53
M1,STRONG,O1,AB,A,B,SYN059,0.031653982388830736,0.02,0.08682057209189772,0.02529433791570984,0.1199583779090407,91.30348228487347,129,-37.69651771512653,-0.2922210675591204,0.4108527131782946,1.0,0.4108527131782946,0.06669139594943525,82.0,91.0,101.0,0,2913,53
M2,STRONG,O1,AB,A,B,SYN059,0.031653982388830736,0.02,0.08682057209189772,0.015019486643624966,0.06087550245215633,118.61893823156562,129,-10.381061768434378,-0.08047334704212697,0.6046511627906976,0.9629629629629629,0.5909090909090909,0.07194622098566053,107.35,118.0,129.0,1,2913,81
M0,STRONG,O1,AB,A,B,SYN060,,,,0.017507723995880537,0.24187912820377924,89.0,140,-51.0,-0.36428571428571427,0.6357142857142857,1.0,0.6357142857142857,1.481551005800412e-05,89.0,89.0,89.0,0,2913,89
M1,STRONG,O1,AB,A,B,SYN060,0.04534073866136244,0.02,0.12298742669909649,0.017711572510849923,0.11270888309501093,131.67959929550358,140,-8.320400704496421,-0.059431433603545865,0.6357142857142857,1.0,0.6357142857142857,0.06996467860148389,120.0,130.0,143.0,1,2913,89
M2,STRONG,O1,AB,A,B,SYN060,0.04534073866136244,0.02,0.12298742669909649,0.007906712437185178,0.03825983238686463,151.7475948281101,140,11.747594828110095,0.08391139162935783,0.7857142857142857,1.0,0.7857142857142857,0.0714552809022591,140.35,152.0,163.0,0,2913,110
M0,STRONG,O1,AB,A,B,SYN061,,,,0.009955372468245795,0.13753954348863923,73.0,102,-29.0,-0.28431372549019607,0.7156862745098039,1.0,0.7156862745098039,1.4815510058002097e-05,73.0,73.0,73.0,0,2913,73
M1,STRONG,O1,AB,A,B,SYN061,0.03410056947506844,0.02,0.1617671249005673,0.009838522333648653,0.05851057953665575,98.86302707428442,102,-3.1369729257155825,-0.030754636526623358,0.7156862745098039,1.0,0.7156862745098039,0.045275417870180364,91.0,99.0,108.0,1,2913,73
M2,STRONG,O1,AB,A,B,SYN061,0.03410056947506844,0.02,0.1617671249005673,0.003294053679383284,0.017956940331244023,112.75622078705341,102,10.756220787053408,0.10545314497111184,0.8921568627450981,1.0,0.8921568627450981,0.04304139308466987,106.35,113.0,122.0,0,2913,91
